,Season,Team ID,TKey,Rush Attempts,Rush Avg Yards,Rush Broken Tackles,Rush Kneel Downs,Rush Longest,Rush Longest TD,Rush Red Zone Attempts,Rush Scrambles,Rush Tackles for Loss,Rush Tackles for Loss Yards,Rush Touchdowns,Rush Yards,Rush Yards After Contact
145,2016,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,f14bf5cc-9a82-4a38-bc15-d39f75ed53142016,453,4.004,29,5,47,12,33,13,38,-90,16,1814,887
146,2016,0d855753-ea21-4953-89f9-0e20aff9eb73,0d855753-ea21-4953-89f9-0e20aff9eb732016,404,4.312,19,12,75,75,26,3,24,-50,17,1742,780
147,2016,f0e724b0-4cbf-495a-be47-013907608da9,f0e724b0-4cbf-495a-be47-013907608da92016,458,4.408,17,7,47,13,24,53,52,-110,15,2019,803
148,2016,de760528-1dc0-416a-a978-b510d20692ff,de760528-1dc0-416a-a978-b510d20692ff2016,399,4.341,12,7,58,58,38,4,39,-89,20,1732,799
149,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,2eff2a03-54d4-46ba-890e-2bc3925548f32016,375,3.339,18,10,30,30,21,11,45,-122,9,1252,752
150,2016,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3d08af9e-c767-4f88-a7dc-b920c6d2b4a82016,403,3.948,19,16,75,75,17,35,46,-117,13,1591,670
151,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,768c92aa-75ff-4a43-bcc0-f2798c2e17242017,487,4.142,11,16,48,48,18,45,67,-166,12,2017,856
152,2017,4809ecb0-abd3-451d-9c4a-92a90b83ca06,4809ecb0-abd3-451d-9c4a-92a90b83ca062017,360,3.856,24,8,69,66,5,11,57,-136,4,1388,838
153,2017,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,5fee86ae-74ab-4bdd-8416-42a9dd9964f32017,427,3.986,14,15,75,75,18,20,52,-95,13,1702,732
154,2017,97354895-8c77-4fd4-a860-32e62ea7382a,97354895-8c77-4fd4-a860-32e62ea7382a2017,448,4.217,37,13,44,14,30,5,38,-83,16,1889,953
155,2017,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,ad4ae08f-d808-42d5-a1e6-e9bc4e34d1232017,377,3.623,11,18,25,12,16,12,48,-116,6,1366,644
156,2017,d5a2eb42-8065-4174-ab79-0a6fa820e35e,d5a2eb42-8065-4174-ab79-0a6fa820e35e2017,384,4.464,16,3,59,26,22,51,30,-81,11,1714,863
157,2017,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,ebd87119-b331-4469-9ea6-d51fe3ce2f1c2017,460,4.035,22,16,50,18,29,6,56,-127,14,1856,959
158,2017,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,cb2f9f1f-ac67-424e-9e72-1475cb0ed3982017,437,3.815,18,21,29,29,20,10,37,-95,12,1667,811
159,2017,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd92017,451,3.683,17,10,35,22,14,40,52,-121,11,1661,944
160,2017,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de2017,527,4.292,22,17,90,90,38,25,43,-95,18,2262,987
161,2017,82d2d380-3834-4938-835f-aec541e5ece7,82d2d380-3834-4938-835f-aec541e5ece72017,448,4.112,10,3,49,49,12,27,40,-76,8,1842,762
162,2017,d26a1ca5-722d-4274-8f97-c92e49c96315,d26a1ca5-722d-4274-8f97-c92e49c963152017,443,4.138,25,13,75,75,25,22,49,-131,18,1833,723
163,2017,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa02017,457,4.053,34,9,40,23,14,38,38,-65,8,1852,1049
164,2017,1f6dcffb-9823-43cd-9ff4-e7a8466749b5,1f6dcffb-9823-43cd-9ff4-e7a8466749b52017,419,3.807,33,16,87,87,22,2,52,-114,10,1595,793
165,2017,6680d28d-d4d2-49f6-aace-5292d3ec02c2,6680d28d-d4d2-49f6-aace-5292d3ec02c22017,405,4.699,46,10,70,69,18,34,36,-85,12,1903,846
166,2017,1c1cec48-6352-4556-b789-35304c1a6ae1,1c1cec48-6352-4556-b789-35304c1a6ae12017,370,4.2,31,10,52,52,15,10,42,-98,13,1554,839
167,2017,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,e627eec7-bbae-4fa4-8e73-8e1d6bc5c0602017,480,4.521,11,7,70,25,22,32,39,-99,18,2170,944
168,2017,386bdbf9-9eea-4869-bb9a-274b0bc66e80,386bdbf9-9eea-4869-bb9a-274b0bc66e802017,473,4.471,38,19,71,46,25,32,57,-145,9,2115,1032
169,2017,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,04aa1c9d-66da-489d-b16a-1dee3f2eec4d2017,394,3.931,16,7,75,75,13,8,37,-107,6,1549,815
170,2017,22052ff7-c065-42ee-bc8f-c4691c50e624,22052ff7-c065-42ee-bc8f-c4691c50e6242017,401,3.611,9,9,61,61,31,24,47,-100,10,1448,769
171,2017,7b112545-38e6-483c-a55c-96cf6ee49cb8,7b112545-38e6-483c-a55c-96cf6ee49cb82017,422,4.237,19,5,53,21,21,22,69,-180,13,1788,994
172,2017,c5a59daa-53a7-4de0-851f-fb12be893e9e,c5a59daa-53a7-4de0-851f-fb12be893e9e2017,363,3.364,30,9,34,18,21,17,52,-116,10,1221,630
173,2017,a20471b4-a8d9-40c7-95ad-90cc30e46932,a20471b4-a8d9-40c7-95ad-90cc30e469322017,386,4.466,10,8,46,46,19,37,22,-42,13,1724,662
174,2017,33405046-04ee-4058-a950-d606f8c30852,33405046-04ee-4058-a950-d606f8c308522017,501,3.906,33,23,58,58,25,17,55,-135,15,1957,722
175,2017,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,4254d319-1bc7-4f81-b4ab-b5e6f3402b692017,389,3.728,9,6,36,2,17,34,33,-69,8,1450,653
176,2017,e6aa13a4-0055-48a9-bc41-be28dc106929,e6aa13a4-0055-48a9-bc41-be28dc1069292017,430,4.295,26,10,52,32,20,17,43,-103,12,1847,809
177,2017,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,f14bf5cc-9a82-4a38-bc15-d39f75ed53142017,490,4.29,17,18,69,60,30,32,44,-115,15,2102,829
178,2017,0d855753-ea21-4953-89f9-0e20aff9eb73,0d855753-ea21-4953-89f9-0e20aff9eb732017,444,4.662,20,20,74,74,26,5,31,-82,23,2070,1055
179,2017,f0e724b0-4cbf-495a-be47-013907608da9,f0e724b0-4cbf-495a-be47-013907608da92017,408,4.074,23,10,61,33,20,17,46,-104,15,1662,677
180,2017,de760528-1dc0-416a-a978-b510d20692ff,de760528-1dc0-416a-a978-b510d20692ff2017,409,3.389,17,14,33,27,15,16,42,-91,6,1386,815
181,2017,2eff2a03-54d4-46ba-890e-2bc3925548f3,2eff2a03-54d4-46ba-890e-2bc3925548f32017,454,4.302,22,18,57,57,36,10,48,-118,17,1953,840
182,2017,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3d08af9e-c767-4f88-a7dc-b920c6d2b4a82017,409,3.983,24,14,33,30,10,53,51,-117,4,1629,590
183,2018,768c92aa-75ff-4a43-bcc0-f2798c2e1724,768c92aa-75ff-4a43-bcc0-f2798c2e17242018,468,4.239,24,9,45,30,30,54,45,-106,15,1984,1017
184,2018,4809ecb0-abd3-451d-9c4a-92a90b83ca06,4809ecb0-abd3-451d-9c4a-92a90b83ca062018,371,4.685,21,11,75,75,14,11,40,-97,7,1738,720
185,2018,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,5fee86ae-74ab-4bdd-8416-42a9dd9964f32018,410,3.956,28,11,77,77,24,20,47,-116,11,1622,867
186,2018,97354895-8c77-4fd4-a860-32e62ea7382a,97354895-8c77-4fd4-a860-32e62ea7382a2018,478,4.262,22,20,34,34,33,5,23,-52,18,2037,824
187,2018,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,ad4ae08f-d808-42d5-a1e6-e9bc4e34d1232018,359,4.685,9,6,51,27,19,23,42,-104,13,1682,735
188,2018,d5a2eb42-8065-4174-ab79-0a6fa820e35e,d5a2eb42-8065-4174-ab79-0a6fa820e35e2018,411,4.606,41,13,92,92,32,28,43,-130,15,1893,1085
189,2018,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,ebd87119-b331-4469-9ea6-d51fe3ce2f1c2018,547,4.463,32,20,43,25,50,23,31,-101,19,2441,1126
190,2018,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,cb2f9f1f-ac67-424e-9e72-1475cb0ed3982018,345,4.188,24,14,30,22,17,14,29,-55,16,1445,657
191,2018,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd92018,408,4.211,18,24,53,20,21,21,32,-71,13,1718,778
192,2018,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de2018,416,4.142,19,6,43,21,20,55,35,-75,7,1723,679
193,2018,82d2d380-3834-4938-835f-aec541e5ece7,82d2d380-3834-4938-835f-aec541e5ece72018,472,4.282,23,10,97,97,26,58,51,-115,12,2021,794
194,2018,d26a1ca5-722d-4274-8f97-c92e49c96315,d26a1ca5-722d-4274-8f97-c92e49c963152018,454,4.456,58,9,99,99,30,33,51,-105,15,2023,1051
195,2018,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa02018,393,4.852,34,10,65,65,25,12,34,-75,18,1907,765
196,2018,1f6dcffb-9823-43cd-9ff4-e7a8466749b5,1f6dcffb-9823-43cd-9ff4-e7a8466749b52018,399,4.694,40,14,41,34,23,6,33,-82,16,1873,999
197,2018,6680d28d-d4d2-49f6-aace-5292d3ec02c2,6680d28d-d4d2-49f6-aace-5292d3ec02c22018,387,4.793,30,12,45,15,36,27,34,-78,16,1855,777
198,2018,1c1cec48-6352-4556-b789-35304c1a6ae1,1c1cec48-6352-4556-b789-35304c1a6ae12018,387,4.207,28,12,52,24,26,8,33,-66,9,1628,902
199,2018,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,e627eec7-bbae-4fa4-8e73-8e1d6bc5c0602018,439,4.472,23,15,41,23,34,29,42,-78,13,1963,799
200,2018,386bdbf9-9eea-4869-bb9a-274b0bc66e80,386bdbf9-9eea-4869-bb9a-274b0bc66e802018,398,3.945,21,11,32,28,32,18,39,-102,12,1570,749
201,2018,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,04aa1c9d-66da-489d-b16a-1dee3f2eec4d2018,354,4.661,35,5,78,78,27,4,42,-113,13,1650,877
202,2018,22052ff7-c065-42ee-bc8f-c4691c50e624,22052ff7-c065-42ee-bc8f-c4691c50e6242018,414,4.285,26,7,90,90,19,42,56,-129,12,1774,672
203,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,7b112545-38e6-483c-a55c-96cf6ee49cb82018,468,4.141,19,17,42,21,29,38,46,-107,16,1938,806
204,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,c5a59daa-53a7-4de0-851f-fb12be893e9e2018,404,4.109,27,9,71,13,22,13,40,-84,11,1660,777
205,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,a20471b4-a8d9-40c7-95ad-90cc30e469322018,333,5.006,14,6,67,33,19,38,31,-68,14,1667,578
206,2018,33405046-04ee-4058-a950-d606f8c30852,33405046-04ee-4058-a950-d606f8c308522018,357,4.182,22,9,70,38,18,17,39,-79,9,1493,643
207,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,4254d319-1bc7-4f81-b4ab-b5e6f3402b692018,389,3.915,24,10,28,14,26,59,38,-100,11,1523,674
208,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,e6aa13a4-0055-48a9-bc41-be28dc1069292018,351,4.481,20,7,65,43,19,18,53,-138,11,1573,567
209,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,f14bf5cc-9a82-4a38-bc15-d39f75ed53142018,416,5.135,26,14,59,33,34,32,24,-55,17,2136,905
210,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0d855753-ea21-4953-89f9-0e20aff9eb732018,471,4.299,53,25,49,49,61,9,28,-60,26,2025,1079
211,2018,f0e724b0-4cbf-495a-be47-013907608da9,f0e724b0-4cbf-495a-be47-013907608da92018,423,4.496,30,12,66,66,31,17,50,-116,7,1902,869
212,2018,de760528-1dc0-416a-a978-b510d20692ff,de760528-1dc0-416a-a978-b510d20692ff2018,355,3.78,13,8,53,8,16,15,32,-72,9,1342,585
213,2018,2eff2a03-54d4-46ba-890e-2bc3925548f3,2eff2a03-54d4-46ba-890e-2bc3925548f32018,459,4.861,29,22,56,17,44,18,38,-92,23,2231,1034
214,2018,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3d08af9e-c767-4f88-a7dc-b920c6d2b4a82018,534,4.794,42,16,61,20,29,30,36,-64,15,2560,1032
