,Season,Team ID,TKey,Rec Air Yards,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact
138,2016,22052ff7-c065-42ee-bc8f-c4691c50e624,22052ff7-c065-42ee-bc8f-c4691c50e6242016,2977,12.157,15,414,23,80,80,407,27,593,25,4948,1971,625
139,2016,7b112545-38e6-483c-a55c-96cf6ee49cb8,7b112545-38e6-483c-a55c-96cf6ee49cb82016,2485,11.928,19,356,35,64,50,347,30,550,19,4139,1654,613
140,2016,c5a59daa-53a7-4de0-851f-fb12be893e9e,c5a59daa-53a7-4de0-851f-fb12be893e9e2016,2100,11.152,19,383,31,73,73,388,42,580,24,4327,2227,845
141,2016,a20471b4-a8d9-40c7-95ad-90cc30e46932,a20471b4-a8d9-40c7-95ad-90cc30e469322016,2402,11.03,25,405,32,66,66,403,46,614,40,4445,2043,624
142,2016,33405046-04ee-4058-a950-d606f8c30852,33405046-04ee-4058-a950-d606f8c308522016,2089,9.949,27,392,22,71,71,414,32,585,20,4119,2030,584
143,2016,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,4254d319-1bc7-4f81-b4ab-b5e6f3402b692016,2761,11.732,10,337,21,45,45,355,39,571,29,4165,1404,447
144,2016,e6aa13a4-0055-48a9-bc41-be28dc106929,e6aa13a4-0055-48a9-bc41-be28dc1069292016,2693,13.262,21,382,23,76,76,374,35,530,38,4960,2267,587
145,2016,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,f14bf5cc-9a82-4a38-bc15-d39f75ed53142016,2491,12.948,16,319,36,88,88,306,36,553,21,3962,1471,424
146,2016,0d855753-ea21-4953-89f9-0e20aff9eb73,0d855753-ea21-4953-89f9-0e20aff9eb732016,2820,11.14,24,478,27,98,98,472,67,664,38,5258,2438,592
147,2016,f0e724b0-4cbf-495a-be47-013907608da9,f0e724b0-4cbf-495a-be47-013907608da92016,1696,11.031,10,313,36,75,75,287,27,487,21,3166,1470,275
148,2016,de760528-1dc0-416a-a978-b510d20692ff,de760528-1dc0-416a-a978-b510d20692ff2016,2678,11.554,26,396,32,80,80,383,41,636,28,4425,1747,646
149,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,2eff2a03-54d4-46ba-890e-2bc3925548f32016,1689,10.619,29,320,32,66,65,312,25,530,14,3313,1624,712
150,2016,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3d08af9e-c767-4f88-a7dc-b920c6d2b4a82016,2585,12.016,14,369,24,59,57,368,30,548,23,4422,1837,426
151,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,768c92aa-75ff-4a43-bcc0-f2798c2e17242017,1778,10.678,7,28,23,47,26,289,43,469,16,3086,1308,318
152,2017,4809ecb0-abd3-451d-9c4a-92a90b83ca06,4809ecb0-abd3-451d-9c4a-92a90b83ca062017,2111,10.166,19,30,24,65,65,373,28,588,24,3792,1681,519
153,2017,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,5fee86ae-74ab-4bdd-8416-42a9dd9964f32017,1975,10.839,14,28,27,69,69,323,18,496,19,3501,1526,502
154,2017,97354895-8c77-4fd4-a860-32e62ea7382a,97354895-8c77-4fd4-a860-32e62ea7382a2017,2650,11.874,12,34,30,64,64,389,36,584,32,4619,1969,538
155,2017,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,ad4ae08f-d808-42d5-a1e6-e9bc4e34d1232017,1628,11.138,12,28,27,77,77,304,27,488,25,3386,1758,537
156,2017,d5a2eb42-8065-4174-ab79-0a6fa820e35e,d5a2eb42-8065-4174-ab79-0a6fa820e35e2017,1794,11.337,21,41,37,56,56,312,22,566,15,3537,1743,577
157,2017,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,ebd87119-b331-4469-9ea6-d51fe3ce2f1c2017,1729,8.912,11,28,28,66,48,363,31,561,20,3235,1506,449
158,2017,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,cb2f9f1f-ac67-424e-9e72-1475cb0ed3982017,2356,11.807,18,24,23,97,97,384,37,584,29,4534,2178,646
159,2017,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd92017,1580,11.319,17,38,31,80,80,285,14,472,13,3226,1646,545
160,2017,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de2017,1784,11.759,20,34,32,75,75,316,26,517,21,3716,1932,625
161,2017,82d2d380-3834-4938-835f-aec541e5ece7,82d2d380-3834-4938-835f-aec541e5ece72017,2236,12.187,4,27,24,72,72,299,35,516,28,3644,1408,297
162,2017,d26a1ca5-722d-4274-8f97-c92e49c96315,d26a1ca5-722d-4274-8f97-c92e49c963152017,2094,11.092,14,19,18,75,75,306,16,484,14,3394,1300,418
163,2017,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa02017,2041,11.048,17,37,32,54,54,332,26,551,19,3668,1627,573
164,2017,1f6dcffb-9823-43cd-9ff4-e7a8466749b5,1f6dcffb-9823-43cd-9ff4-e7a8466749b52017,2401,12.434,25,30,29,75,75,366,32,573,28,4551,2150,614
165,2017,6680d28d-d4d2-49f6-aace-5292d3ec02c2,6680d28d-d4d2-49f6-aace-5292d3ec02c22017,2192,11.917,31,30,29,79,79,363,30,528,26,4326,2134,602
166,2017,1c1cec48-6352-4556-b789-35304c1a6ae1,1c1cec48-6352-4556-b789-35304c1a6ae12017,2075,10.839,25,39,38,87,87,347,24,552,23,3761,1686,447
167,2017,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,e627eec7-bbae-4fa4-8e73-8e1d6bc5c0602017,1949,10.764,8,25,23,81,81,309,36,485,22,3326,1377,330
168,2017,386bdbf9-9eea-4869-bb9a-274b0bc66e80,386bdbf9-9eea-4869-bb9a-274b0bc66e802017,2417,11.633,9,30,26,72,72,341,39,556,38,3967,1550,356
169,2017,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,04aa1c9d-66da-489d-b16a-1dee3f2eec4d2017,1953,9.866,15,50,45,77,77,373,25,603,20,3680,1727,471
170,2017,22052ff7-c065-42ee-bc8f-c4691c50e624,22052ff7-c065-42ee-bc8f-c4691c50e6242017,1953,11.795,14,30,25,74,52,347,30,534,27,4093,2140,674
171,2017,7b112545-38e6-483c-a55c-96cf6ee49cb8,7b112545-38e6-483c-a55c-96cf6ee49cb82017,1730,10.601,25,32,28,70,46,291,21,468,13,3085,1355,420
172,2017,c5a59daa-53a7-4de0-851f-fb12be893e9e,c5a59daa-53a7-4de0-851f-fb12be893e9e2017,2347,11.952,33,23,22,71,71,374,31,565,29,4470,2123,635
173,2017,a20471b4-a8d9-40c7-95ad-90cc30e46932,a20471b4-a8d9-40c7-95ad-90cc30e469322017,1623,10.034,16,29,24,72,55,352,28,554,25,3532,1909,559
174,2017,33405046-04ee-4058-a950-d606f8c30852,33405046-04ee-4058-a950-d606f8c308522017,1944,11.006,11,27,20,65,65,357,28,521,25,3929,1985,373
175,2017,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,4254d319-1bc7-4f81-b4ab-b5e6f3402b692017,2965,12.188,15,31,26,70,58,378,28,596,26,4607,1642,433
176,2017,e6aa13a4-0055-48a9-bc41-be28dc106929,e6aa13a4-0055-48a9-bc41-be28dc1069292017,2285,12.087,17,36,35,88,88,343,27,517,21,4146,1861,637
177,2017,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,f14bf5cc-9a82-4a38-bc15-d39f75ed53142017,1696,11.328,15,24,20,64,40,293,22,492,22,3319,1623,426
178,2017,0d855753-ea21-4953-89f9-0e20aff9eb73,0d855753-ea21-4953-89f9-0e20aff9eb732017,1975,11.228,15,18,15,54,54,386,39,529,23,4334,2359,723
179,2017,f0e724b0-4cbf-495a-be47-013907608da9,f0e724b0-4cbf-495a-be47-013907608da92017,2325,11.699,16,43,41,83,83,362,43,599,15,4235,1910,527
180,2017,de760528-1dc0-416a-a978-b510d20692ff,de760528-1dc0-416a-a978-b510d20692ff2017,2522,11.737,10,41,35,52,52,339,32,592,21,3979,1457,466
181,2017,2eff2a03-54d4-46ba-890e-2bc3925548f3,2eff2a03-54d4-46ba-890e-2bc3925548f32017,1936,12.572,15,24,20,94,94,320,48,510,28,4023,2087,593
182,2017,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3d08af9e-c767-4f88-a7dc-b920c6d2b4a82017,2370,11.703,14,34,31,74,74,340,34,526,34,3979,1609,308
183,2018,768c92aa-75ff-4a43-bcc0-f2798c2e1724,768c92aa-75ff-4a43-bcc0-f2798c2e17242018,1697,11.373,14,30,24,75,75,271,23,480,13,3082,1385,405
184,2018,4809ecb0-abd3-451d-9c4a-92a90b83ca06,4809ecb0-abd3-451d-9c4a-92a90b83ca062018,1536,11.332,17,18,16,75,75,292,14,435,26,3309,1773,668
185,2018,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,5fee86ae-74ab-4bdd-8416-42a9dd9964f32018,1840,11.385,21,30,26,76,76,299,25,505,18,3404,1564,539
186,2018,97354895-8c77-4fd4-a860-32e62ea7382a,97354895-8c77-4fd4-a860-32e62ea7382a2018,2229,11.653,17,26,25,63,63,378,40,556,29,4405,2176,617
187,2018,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,ad4ae08f-d808-42d5-a1e6-e9bc4e34d1232018,1901,10.782,14,33,30,49,39,331,32,529,27,3569,1668,431
188,2018,d5a2eb42-8065-4174-ab79-0a6fa820e35e,d5a2eb42-8065-4174-ab79-0a6fa820e35e2018,2351,12.071,21,35,36,71,51,353,34,557,29,4261,1910,707
189,2018,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,ebd87119-b331-4469-9ea6-d51fe3ce2f1c2018,2163,11.102,24,30,29,74,68,334,31,539,18,3708,1545,494
190,2018,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,cb2f9f1f-ac67-424e-9e72-1475cb0ed3982018,2354,11.272,35,26,24,97,97,459,51,676,35,5174,2820,809
191,2018,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd92018,2603,10.637,16,45,37,68,68,432,37,634,39,4595,1992,433
192,2018,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de2018,1573,10.429,21,35,33,80,80,329,31,524,15,3431,1858,507
193,2018,82d2d380-3834-4938-835f-aec541e5ece7,82d2d380-3834-4938-835f-aec541e5ece72018,2401,12.072,21,22,17,73,73,345,29,494,26,4165,1764,459
194,2018,d26a1ca5-722d-4274-8f97-c92e49c96315,d26a1ca5-722d-4274-8f97-c92e49c963152018,1616,11.109,24,23,19,66,66,293,29,425,16,3255,1639,472
195,2018,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa02018,2116,10.708,29,45,34,64,64,367,31,564,19,3930,1814,489
196,2018,1f6dcffb-9823-43cd-9ff4-e7a8466749b5,1f6dcffb-9823-43cd-9ff4-e7a8466749b52018,2189,12.402,31,25,23,75,75,348,39,506,32,4316,2127,698
197,2018,6680d28d-d4d2-49f6-aace-5292d3ec02c2,6680d28d-d4d2-49f6-aace-5292d3ec02c22018,2457,13.314,30,31,29,89,89,385,51,564,50,5126,2669,747
198,2018,1c1cec48-6352-4556-b789-35304c1a6ae1,1c1cec48-6352-4556-b789-35304c1a6ae12018,2073,10.62,21,34,33,66,31,382,27,530,19,4057,1984,584
199,2018,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,e627eec7-bbae-4fa4-8e73-8e1d6bc5c0602018,1993,10.913,13,24,22,90,90,356,42,517,22,3885,1892,468
200,2018,386bdbf9-9eea-4869-bb9a-274b0bc66e80,386bdbf9-9eea-4869-bb9a-274b0bc66e802018,2380,10.72,27,30,23,83,83,422,45,592,29,4524,2144,588
201,2018,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,04aa1c9d-66da-489d-b16a-1dee3f2eec4d2018,2215,11.531,29,27,24,58,57,382,34,574,23,4405,2190,589
202,2018,22052ff7-c065-42ee-bc8f-c4691c50e624,22052ff7-c065-42ee-bc8f-c4691c50e6242018,1758,10.569,21,34,29,79,79,311,21,489,16,3287,1529,454
203,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,7b112545-38e6-483c-a55c-96cf6ee49cb82018,2151,10.892,20,18,13,70,70,344,31,504,28,3747,1596,455
204,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,c5a59daa-53a7-4de0-851f-fb12be893e9e2018,1797,10.251,33,34,30,67,45,375,27,561,22,3844,2047,548
205,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,a20471b4-a8d9-40c7-95ad-90cc30e469322018,2442,11.809,15,33,31,75,75,392,27,615,25,4629,2187,510
206,2018,33405046-04ee-4058-a950-d606f8c30852,33405046-04ee-4058-a950-d606f8c308522018,2345,10.113,21,31,25,75,75,425,40,592,30,4298,1953,501
207,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,4254d319-1bc7-4f81-b4ab-b5e6f3402b692018,3581,13.132,19,31,26,75,75,408,40,619,36,5358,1777,392
208,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,e6aa13a4-0055-48a9-bc41-be28dc1069292018,2821,11.563,24,43,37,75,75,428,38,604,36,4949,2128,481
209,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,f14bf5cc-9a82-4a38-bc15-d39f75ed53142018,2026,10.77,33,31,24,82,53,378,40,544,28,4071,2045,627
210,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0d855753-ea21-4953-89f9-0e20aff9eb732018,2276,10.955,23,28,24,72,72,381,66,511,33,4174,1898,549
211,2018,f0e724b0-4cbf-495a-be47-013907608da9,f0e724b0-4cbf-495a-be47-013907608da92018,1939,12.831,30,29,27,85,85,331,41,515,26,4247,2308,588
212,2018,de760528-1dc0-416a-a978-b510d20692ff,de760528-1dc0-416a-a978-b510d20692ff2018,1630,10.191,14,31,26,75,75,283,19,473,15,2884,1254,374
213,2018,2eff2a03-54d4-46ba-890e-2bc3925548f3,2eff2a03-54d4-46ba-890e-2bc3925548f32018,2565,12.853,23,16,14,70,70,368,51,545,32,4730,2165,526
214,2018,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3d08af9e-c767-4f88-a7dc-b920c6d2b4a82018,2073,12.314,15,20,18,66,52,280,32,400,35,3448,1375,368
