,Player Season,Player ID,Team ID,Rush Attempts,Rush Avg Yards,Rush Broken Tackles,Rush Kneel Downs,Rush Longest,Rush Longest TD,Rush Red Zone Attempts,Rush Scrambles,Rush Tackles for Loss,Rush Tackles for Loss Yards,Rush Touchdowns,Rush Yards,Rush Yards After Contact
306,2015,618bedee-9259-4536-b0ff-fec98d2a20de,768c92aa-75ff-4a43-bcc0-f2798c2e1724,1,0.0,0,0,0,0,0,0,0,0,0,0,3
307,2015,7d80b51f-1462-442e-aa7f-8c320a62deed,768c92aa-75ff-4a43-bcc0-f2798c2e1724,1,1.0,0,0,1,0,0,0,0,0,0,1,0
308,2015,7f3ef024-eb34-46af-8b9e-544cdf09378f,768c92aa-75ff-4a43-bcc0-f2798c2e1724,104,5.462,5,16,31,22,19,48,5,-13,4,568,298
309,2015,8fc65820-f565-44e2-8635-3e1cdf165bf6,768c92aa-75ff-4a43-bcc0-f2798c2e1724,1,4.0,0,0,4,0,1,0,0,0,0,4,0
310,2015,d08da2a3-8296-4038-bb46-ab1feca4bbd4,768c92aa-75ff-4a43-bcc0-f2798c2e1724,47,5.681,0,0,60,60,4,0,7,-14,3,267,106
311,2015,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,4809ecb0-abd3-451d-9c4a-92a90b83ca06,18,6.278,4,0,22,22,0,0,2,-3,1,113,77
312,2015,5812204c-6dae-4450-8011-99e0f72864ac,4809ecb0-abd3-451d-9c4a-92a90b83ca06,32,4.406,1,7,28,1,2,6,1,-1,1,141,43
313,2015,90908a56-901b-466d-8689-943075da96fe,4809ecb0-abd3-451d-9c4a-92a90b83ca06,16,3.688,1,0,19,0,1,0,1,-1,0,59,39
314,2015,969a4d68-1d76-4e64-bfff-e898a9ac6bd4,4809ecb0-abd3-451d-9c4a-92a90b83ca06,1,4.0,0,0,4,0,0,0,0,0,0,4,2
315,2015,a212c5d8-67f8-48b9-99be-2c121ee56366,4809ecb0-abd3-451d-9c4a-92a90b83ca06,194,4.495,4,0,85,85,19,0,21,-46,8,872,565
316,2015,bb78a66a-a8ec-4294-8858-c7e5a1d15106,4809ecb0-abd3-451d-9c4a-92a90b83ca06,49,3.816,2,0,24,12,10,0,6,-15,1,187,165
317,2015,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,60,4.5,1,13,19,18,9,33,1,-3,2,270,107
318,2015,170b4c5f-a345-4899-8d81-e8982b0f3d65,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,36,2.5,2,0,13,0,3,0,9,-19,0,90,98
319,2015,4a38cda2-e92f-47f8-b324-0c34e09d83f2,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,70,4.471,2,0,24,12,7,0,11,-22,1,313,203
320,2015,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,247,4.332,17,0,58,31,38,0,26,-60,7,1070,645
321,2015,97c96dce-9b33-4d0e-ba01-5eb629192d19,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2,1.0,0,0,2,0,1,0,0,0,0,2,1
322,2015,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,2,17.0,0,0,29,0,0,2,0,0,0,34,0
323,2015,2bb70d56-a79a-4fa1-ae37-99858a3ffd55,97354895-8c77-4fd4-a860-32e62ea7382a,3,7.667,0,0,12,0,0,0,0,0,0,23,9
324,2015,39f70428-a78a-494c-8676-438d953c289e,97354895-8c77-4fd4-a860-32e62ea7382a,22,2.545,0,0,8,6,5,0,2,-5,2,56,25
325,2015,41c44740-d0f6-44ab-8347-3b5d515e5ecf,97354895-8c77-4fd4-a860-32e62ea7382a,34,1.559,0,14,13,1,6,8,0,0,3,53,17
326,2015,42de9d1d-0352-460b-9172-9452414fd7fd,97354895-8c77-4fd4-a860-32e62ea7382a,5,-1.0,0,5,-1,0,0,0,0,0,0,-5,0
327,2015,5707d2b0-ea9e-4a5e-8289-9d52197301d9,97354895-8c77-4fd4-a860-32e62ea7382a,2,4.5,0,0,9,0,0,0,0,0,0,9,6
328,2015,973bfe3c-6d0d-4130-a79c-f860650b1da6,97354895-8c77-4fd4-a860-32e62ea7382a,2,5.5,0,0,8,0,0,0,0,0,0,11,1
329,2015,b25ba2bd-80bd-4295-9034-cf9242fb207b,97354895-8c77-4fd4-a860-32e62ea7382a,49,4.776,4,0,13,8,10,0,4,-18,2,234,163
330,2015,dba5e3ec-2c77-4f65-ad6e-cee246f816ef,97354895-8c77-4fd4-a860-32e62ea7382a,63,3.286,9,0,14,0,7,0,9,-13,0,207,156
331,2015,f5d20030-d934-45e3-8282-e34c6c83ad84,97354895-8c77-4fd4-a860-32e62ea7382a,165,4.261,4,0,38,38,32,0,10,-27,6,703,419
332,2015,1726a359-9444-4761-a1f2-cb35ee6fa60e,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,10,7.1,0,0,25,25,3,0,0,0,2,71,14
333,2015,1a2fbc23-e6db-4d2f-a152-2c774341b7c4,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,5,6.6,0,0,30,0,1,0,1,-8,0,33,7
334,2015,24cf6148-f0af-4103-a215-e06956764953,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,154,4.74,5,0,28,17,30,0,11,-17,2,730,415
335,2015,59fc3367-5514-4616-a93c-06e4365b2293,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,223,3.561,7,0,38,38,36,0,20,-38,11,794,459
336,2015,bd8052bd-0898-430b-99c9-2529e895ae79,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,4,1.0,0,0,2,0,0,0,1,-2,0,4,4
337,2015,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,57,2.491,0,12,12,7,12,26,2,-6,3,142,82
338,2015,d4b30988-e8c5-4689-8037-f79a0d3c2774,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,14,2.214,0,5,16,0,1,8,0,0,0,31,6
339,2015,31c376b7-2e10-473a-aa54-d9f709a5b93e,d5a2eb42-8065-4174-ab79-0a6fa820e35e,104,3.644,7,0,39,0,10,0,13,-34,0,379,238
340,2015,40cd928f-f228-4ffd-8179-b27a12e14a44,d5a2eb42-8065-4174-ab79-0a6fa820e35e,185,3.816,4,0,54,11,29,0,26,-67,4,706,459
341,2015,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,d5a2eb42-8065-4174-ab79-0a6fa820e35e,4,3.0,0,0,10,0,0,0,1,-7,0,12,3
342,2015,63fd9abe-4bdf-4611-9497-0c67e030ce01,d5a2eb42-8065-4174-ab79-0a6fa820e35e,18,3.333,2,0,22,0,3,0,4,-6,0,60,32
343,2015,a261fd0a-b096-4db7-bd51-2f13bde485da,d5a2eb42-8065-4174-ab79-0a6fa820e35e,20,4.9,0,1,13,10,5,12,0,0,1,98,22
344,2015,af48c3f0-040b-40f9-95ab-6ebcb4c16cf8,d5a2eb42-8065-4174-ab79-0a6fa820e35e,1,-1.0,0,0,-1,0,0,0,1,-1,0,-1,4
345,2015,fa8cfe11-018a-4d4c-9588-c86cab0415c0,d5a2eb42-8065-4174-ab79-0a6fa820e35e,7,4.714,0,0,17,0,0,4,1,-8,0,33,3
346,2015,1f09583f-dcc1-43e8-a7fc-f063d2c96508,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,4,2.5,0,0,7,0,1,2,0,0,0,10,1
347,2015,64797df2-efd3-4b27-86ee-1d48f7edb09f,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,13,1.769,0,1,16,1,4,1,0,0,3,23,4
348,2015,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,2,1.5,0,0,2,0,0,0,0,0,0,3,3
349,2015,9173225c-4e88-4c87-ad78-41aa0d00a1be,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,137,3.752,5,0,44,3,20,0,11,-28,1,514,280
350,2015,16e33176-b73e-49b7-b0aa-c405b47a706e,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,3,9.333,0,0,16,0,0,0,0,0,0,28,4
351,2015,d4dd3d0b-5023-415d-ad15-94f294c561b1,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,5,-1.0,0,5,0,0,0,0,0,0,0,-5,0
352,2015,e9d4ab78-3572-47ab-b4d3-e04c5af231f3,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,5,7.4,0,0,13,11,1,0,0,0,1,37,37
353,2015,ea357add-1a41-4a8b-8f34-bbfade7f4d98,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,15,1.933,0,9,13,0,4,4,0,0,0,29,28
354,2015,6a2b129d-a9e5-4131-b491-82269b323f77,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,260,3.719,7,0,37,37,35,0,29,-59,6,967,582
355,2015,c682e8ea-fe48-45d2-af60-682a6125ab22,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,3,5.667,0,0,11,0,0,0,0,0,0,17,3
356,2015,cc745cc3-d52a-454b-98c8-ac9155a9405c,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,1,1.0,0,0,1,0,1,0,0,0,0,1,0
357,2015,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,33,5.939,1,6,25,0,6,25,0,0,0,196,110
358,2015,4c3c6b63-aa1f-4452-9d1d-662073f06142,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,5,7.6,0,0,12,0,0,0,0,0,0,38,8
359,2015,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,52,5.962,1,6,28,1,8,25,1,-4,2,310,85
360,2015,af944a80-eba7-479d-b3b1-73279abdc67a,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,6,0.333,0,0,11,0,0,0,1,-17,0,2,-3
361,2015,d28afbc1-16c0-4012-b24a-1bd99817e8a9,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,182,4.066,15,0,45,28,22,0,22,-38,2,740,422
362,2015,01291a8d-d97c-4d88-b497-b5ad4b72f626,82d2d380-3834-4938-835f-aec541e5ece7,7,2.429,0,3,7,7,2,4,0,0,1,17,17
363,2015,af4ba620-2f00-4b00-9111-7897f2b1cde8,82d2d380-3834-4938-835f-aec541e5ece7,15,2.933,0,9,15,0,1,4,0,0,0,44,0
364,2015,cbf1cdba-d165-45f7-a695-5e0971dd9042,82d2d380-3834-4938-835f-aec541e5ece7,183,3.814,6,0,41,20,20,0,16,-28,2,698,399
365,2015,0f062def-77f5-4362-86cb-4bdb63a59eba,d26a1ca5-722d-4274-8f97-c92e49c96315,7,1.857,0,0,3,1,3,0,0,0,1,13,9
366,2015,441e8866-33f1-4820-9fa3-3aa2c7535975,d26a1ca5-722d-4274-8f97-c92e49c96315,5,3.4,0,0,13,0,0,0,1,-4,0,17,25
367,2015,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,d26a1ca5-722d-4274-8f97-c92e49c96315,34,7.412,0,1,87,87,4,14,6,-13,2,252,38
368,2015,ccce5e8e-52ca-4f0f-a40f-fe5e7227d156,d26a1ca5-722d-4274-8f97-c92e49c96315,1,36.0,0,0,36,0,0,0,0,0,0,36,32
369,2015,0847010c-9a77-4f0b-9d63-c8b4b224d263,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,21,2.905,1,3,8,7,5,12,0,0,1,61,67
370,2015,e23dc743-ecee-4cf3-a263-69d3da3bae94,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,1,-1.0,0,1,-1,0,0,0,0,0,0,-1,0
371,2015,f7841baa-9284-4c03-b698-442570651c6c,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,152,4.737,9,0,48,48,18,0,12,-21,5,720,448
372,2015,fbb1cc32-4cbd-4089-b8ec-1e7bce8da408,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,2,0.5,0,0,5,0,0,0,1,-4,0,1,2
373,2015,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,3,9.667,0,0,24,0,0,0,0,0,0,29,1
374,2015,0045a36c-f464-49e0-a25a-9210edc94bc1,6680d28d-d4d2-49f6-aace-5292d3ec02c2,2,-1.0,0,2,-1,0,0,0,0,0,0,-2,0
375,2015,2958ea86-e2dc-4719-93e5-cc9d093ca963,6680d28d-d4d2-49f6-aace-5292d3ec02c2,5,5.2,0,0,8,0,0,0,0,0,0,26,21
376,2015,2fda010a-8c62-4c07-b601-4ba03f57e6af,6680d28d-d4d2-49f6-aace-5292d3ec02c2,84,5.929,0,12,49,12,6,54,0,0,2,498,137
377,2015,35823109-daf1-4825-92b8-564271398ecb,6680d28d-d4d2-49f6-aace-5292d3ec02c2,9,3.778,0,0,13,10,1,0,2,-15,1,34,9
378,2015,65f91b8b-6794-4273-bf42-4d00b5973ddd,6680d28d-d4d2-49f6-aace-5292d3ec02c2,160,3.963,3,0,38,38,22,0,19,-42,4,634,367
379,2015,aca06a5e-0e3a-4285-a025-199f8fa0376f,6680d28d-d4d2-49f6-aace-5292d3ec02c2,71,5.127,0,0,34,34,8,0,4,-8,4,364,166
380,2015,bbb63a36-8613-4675-8e5e-34200d245ff0,6680d28d-d4d2-49f6-aace-5292d3ec02c2,72,5.597,5,0,52,10,12,0,5,-7,6,403,282
381,2015,e033ce15-9fc5-430b-90e2-90dfe52b21c1,6680d28d-d4d2-49f6-aace-5292d3ec02c2,1,0.0,0,0,0,0,1,0,0,0,0,0,0
382,2015,00f88be8-45f9-4237-b2b8-3271ec790d07,1c1cec48-6352-4556-b789-35304c1a6ae1,3,-1.0,0,0,2,0,0,0,1,-7,0,-3,1
383,2015,540f8b30-900e-4d17-8756-c262ba5fa039,1c1cec48-6352-4556-b789-35304c1a6ae1,266,4.008,6,0,54,22,33,0,24,-55,6,1066,654
384,2015,5a20a439-bebc-4ef7-8b9f-30e1d677a26b,1c1cec48-6352-4556-b789-35304c1a6ae1,24,4.583,0,0,19,19,6,0,2,-2,1,110,62
385,2015,9f026fc0-4449-4dc5-a226-2e2830619381,1c1cec48-6352-4556-b789-35304c1a6ae1,33,4.182,0,12,24,0,4,17,0,0,0,138,40
386,2015,adadafa1-dc37-486d-8538-7db1e1b5f71e,1c1cec48-6352-4556-b789-35304c1a6ae1,16,4.625,2,0,19,0,0,0,1,-1,0,74,58
387,2015,01291a8d-d97c-4d88-b497-b5ad4b72f626,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,9,3.333,0,4,11,0,0,5,0,0,0,30,18
388,2015,63fd9abe-4bdf-4611-9497-0c67e030ce01,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,32,4.344,1,0,22,7,3,0,4,-8,1,139,94
389,2015,8263e101-aa33-435f-bf0f-388e1c4eeb59,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,15,5.2,1,1,24,0,1,12,1,-10,0,78,31
390,2015,cf8e8522-6220-4612-a8a1-72c496dac536,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,15,3.4,0,0,13,0,0,0,1,-1,0,51,23
391,2015,15b156b5-30cc-4070-b60a-1c09e62c5a9b,386bdbf9-9eea-4869-bb9a-274b0bc66e80,83,3.819,1,0,27,6,10,0,13,-38,3,317,180
392,2015,5ec072b3-2837-4cf1-bb4f-ecd873949626,386bdbf9-9eea-4869-bb9a-274b0bc66e80,28,4.429,1,0,19,0,2,0,2,-7,0,124,64
393,2015,cc3640b0-7560-431f-84ab-599e9dc8cac6,386bdbf9-9eea-4869-bb9a-274b0bc66e80,26,1.5,0,11,14,0,0,10,0,0,0,39,25
394,2015,e6c40f79-1bbd-4f62-9391-7f535f110c0d,386bdbf9-9eea-4869-bb9a-274b0bc66e80,6,3.667,0,1,11,0,0,2,0,0,0,22,0
395,2015,354dec38-b88b-4ba0-8974-859123f27c45,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,1,3.0,0,0,3,0,0,0,0,0,0,3,0
396,2015,5ed2cea8-e0c6-482c-9ee1-548c06612226,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,2,6.0,0,0,11,0,0,0,0,0,0,12,10
397,2015,6cb6226e-f08c-4192-95f1-69709ed686c6,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,20,3.05,0,9,18,0,4,8,0,0,0,61,2
398,2015,0366fd06-19a3-4b69-8448-6bfbfad1250b,22052ff7-c065-42ee-bc8f-c4691c50e624,35,6.171,0,0,42,0,3,0,5,-5,0,216,98
399,2015,3699dfd9-d437-43f7-b674-adbb31e7e64b,22052ff7-c065-42ee-bc8f-c4691c50e624,3,-1.0,0,3,-1,0,2,0,0,0,0,-3,0
400,2015,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,22052ff7-c065-42ee-bc8f-c4691c50e624,2,1.0,0,0,2,0,0,0,0,0,0,2,0
401,2015,bbd0942c-6f77-4f83-a6d0-66ec6548019e,22052ff7-c065-42ee-bc8f-c4691c50e624,26,1.846,0,11,13,13,7,4,0,0,5,48,10
402,2015,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,22052ff7-c065-42ee-bc8f-c4691c50e624,202,3.718,2,0,48,1,25,0,23,-35,1,751,461
403,2015,6512b90e-d6b3-4719-bb0c-a75f97673f37,7b112545-38e6-483c-a55c-96cf6ee49cb8,148,3.628,1,0,23,6,17,0,13,-27,6,537,270
404,2015,91a95850-9514-49d5-b2b0-f8e21156daa0,7b112545-38e6-483c-a55c-96cf6ee49cb8,14,2.929,0,0,5,0,0,0,0,0,0,41,41
405,2015,2a4de276-55bd-4756-9fa5-89fe30f5304f,c5a59daa-53a7-4de0-851f-fb12be893e9e,17,3.529,0,0,12,0,1,0,2,-3,0,60,37
406,2015,40958157-617f-40b4-91e5-9895f66da29c,c5a59daa-53a7-4de0-851f-fb12be893e9e,1,-3.0,0,0,-3,0,0,0,1,-3,0,-3,0
407,2015,62d4e94c-443f-44ed-9404-c6d6bdd9aa64,c5a59daa-53a7-4de0-851f-fb12be893e9e,43,3.093,2,0,16,0,5,0,3,-3,0,133,87
408,2015,80715ecf-ffc9-4a93-a305-2193451b3382,c5a59daa-53a7-4de0-851f-fb12be893e9e,4,0.5,0,0,2,0,1,0,0,0,0,2,1
409,2015,ade43b1a-0601-4672-83b6-d246bc066a19,c5a59daa-53a7-4de0-851f-fb12be893e9e,44,3.614,2,14,18,5,7,24,0,0,1,159,46
410,2015,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,c5a59daa-53a7-4de0-851f-fb12be893e9e,143,4.175,2,0,36,24,11,0,18,-46,2,597,320
411,2015,c88d9352-b835-45ed-a909-1cfec09a58bc,c5a59daa-53a7-4de0-851f-fb12be893e9e,6,6.833,1,0,15,0,0,0,1,-2,0,41,39
412,2015,0c39e276-7a5b-448f-a696-532506f1035a,a20471b4-a8d9-40c7-95ad-90cc30e46932,3,4.667,0,0,9,0,0,0,0,0,0,14,10
413,2015,0ce48193-e2fa-466e-a986-33f751add206,a20471b4-a8d9-40c7-95ad-90cc30e46932,58,5.931,1,12,18,17,7,43,0,0,1,344,62
414,2015,3283f152-d373-43b3-b88f-f6f261c48e81,a20471b4-a8d9-40c7-95ad-90cc30e46932,13,3.846,1,0,12,0,0,0,3,-6,0,50,19
415,2015,e00b3426-238b-4bdb-85c3-bbf08b7469e3,a20471b4-a8d9-40c7-95ad-90cc30e46932,1,11.0,0,0,11,0,0,0,0,0,0,11,2
416,2015,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,33405046-04ee-4058-a950-d606f8c30852,4,22.25,1,0,41,0,0,0,0,0,0,89,18
417,2015,6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3,33405046-04ee-4058-a950-d606f8c30852,1,29.0,0,0,29,0,0,0,0,0,0,29,2
418,2015,8c5067dc-1617-42fa-82eb-0596392ab20a,33405046-04ee-4058-a950-d606f8c30852,6,1.667,0,0,3,1,2,0,0,0,2,10,4
419,2015,a1c40664-b265-4083-aad2-54b4c734f2c5,33405046-04ee-4058-a950-d606f8c30852,3,4.333,0,0,10,0,0,0,1,-6,0,13,5
420,2015,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,33405046-04ee-4058-a950-d606f8c30852,327,4.541,18,0,80,80,45,0,48,-104,11,1485,783
421,2015,b37b5be9-4771-4368-988f-fb936f4fc0ad,33405046-04ee-4058-a950-d606f8c30852,1,6.0,0,0,6,0,0,0,0,0,0,6,0
422,2015,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,33405046-04ee-4058-a950-d606f8c30852,44,4.364,0,9,19,12,9,24,0,0,3,192,83
423,2015,da85107c-365c-4d58-90ab-479d97d798b4,33405046-04ee-4058-a950-d606f8c30852,2,7.5,1,0,9,0,0,0,0,0,0,15,6
424,2015,5c2a0c83-e18a-43dd-bd65-704771157e42,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,288,4.868,22,0,84,14,41,0,36,-78,6,1402,929
425,2015,fb3b36fc-b985-4807-8199-d038d7e62a93,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,54,3.944,1,11,21,10,9,34,0,0,6,213,58
426,2015,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,e6aa13a4-0055-48a9-bc41-be28dc106929,265,3.985,9,0,39,25,47,0,33,-92,11,1056,561
427,2015,349f647e-bfc3-4d84-af89-b33f8a08e26e,e6aa13a4-0055-48a9-bc41-be28dc106929,1,0.0,0,0,0,0,1,0,0,0,0,0,0
428,2015,5827b78b-5150-4ba9-bc46-902428e99a31,e6aa13a4-0055-48a9-bc41-be28dc106929,87,4.506,2,0,46,1,14,0,8,-17,1,392,182
429,2015,7e648a0b-fdc8-4661-a587-5826f2cac11b,e6aa13a4-0055-48a9-bc41-be28dc106929,36,1.75,0,14,18,0,4,13,1,-4,0,63,25
430,2015,214e55e4-a089-412d-9598-a16495df0d25,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,132,4.818,1,13,47,13,29,28,5,-22,10,636,288
431,2015,250199f2-1387-4b55-b96f-17fedea6db7f,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,1,-1.0,0,0,-1,0,0,0,1,-1,0,-1,0
432,2015,3aef6950-1c19-4454-a3d0-0afe9634ea9f,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,4,15.0,0,0,43,0,0,0,0,0,0,60,4
433,2015,72fbe462-91c5-4c84-9640-e8ad7cad6447,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,7,-0.286,0,4,2,0,0,0,0,0,0,-2,0
434,2015,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,242,4.087,6,0,44,16,46,0,26,-70,6,989,627
435,2015,f413d6fb-5105-4110-b915-d92840a3e656,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,45,4.067,0,0,31,11,7,0,4,-11,1,183,115
436,2015,36007e6e-ca6b-42ee-b9f8-79a9a964f5bc,0d855753-ea21-4953-89f9-0e20aff9eb73,1,0.0,0,0,0,0,0,0,0,0,0,0,0
437,2015,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,0d855753-ea21-4953-89f9-0e20aff9eb73,4,3.0,0,0,6,0,1,0,1,-1,0,12,12
438,2015,b6b954eb-4591-4b7a-86b9-a481f15fdd58,0d855753-ea21-4953-89f9-0e20aff9eb73,8,2.25,0,0,11,0,0,0,2,-7,0,18,3
439,2015,bb5957e6-ce7d-47ab-8036-22191ffc1c44,0d855753-ea21-4953-89f9-0e20aff9eb73,24,0.583,0,17,12,1,4,3,0,0,1,14,1
440,2015,f336567d-44a9-4245-8452-1dd485fd70fb,0d855753-ea21-4953-89f9-0e20aff9eb73,166,4.633,5,0,70,11,31,0,17,-31,6,769,490
441,2015,3a29784c-832f-4e41-a4ac-71d4f9ad410c,f0e724b0-4cbf-495a-be47-013907608da9,115,4.087,10,0,22,17,17,0,16,-46,3,470,330
442,2015,617435c6-4a3f-4689-ab15-44bd93b33615,f0e724b0-4cbf-495a-be47-013907608da9,1,7.0,0,0,7,0,0,0,0,0,0,7,1
443,2015,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,f0e724b0-4cbf-495a-be47-013907608da9,7,2.286,0,0,4,0,1,0,0,0,0,16,12
444,2015,de816e24-8442-49a4-99cd-dde7e7c05863,f0e724b0-4cbf-495a-be47-013907608da9,32,5.781,0,7,44,44,2,23,0,0,1,185,62
445,2015,e311a7a2-eddb-439c-86b4-b1f1984186bc,f0e724b0-4cbf-495a-be47-013907608da9,35,1.657,0,0,13,0,7,0,9,-13,0,58,44
446,2015,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,de760528-1dc0-416a-a978-b510d20692ff,13,-1.0,0,13,-1,0,0,0,0,0,0,-13,0
447,2015,2c8670ae-0c23-4d20-9d2b-f4c3e25f8938,de760528-1dc0-416a-a978-b510d20692ff,125,4.648,5,0,47,47,21,0,11,-21,8,581,340
448,2015,617269c1-88b3-45a6-b4a8-b2806a0cdaea,de760528-1dc0-416a-a978-b510d20692ff,1,0.0,0,0,0,0,0,0,0,0,0,0,0
449,2015,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,de760528-1dc0-416a-a978-b510d20692ff,3,7.333,0,0,13,0,0,0,0,0,0,22,0
450,2015,37339e36-741c-4c1c-a9ab-bd89ed866fa0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,2,2.5,0,0,3,0,0,0,0,0,0,5,3
451,2015,409d4cac-ee90-4470-9710-ebe671678339,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,103,5.369,0,15,24,8,10,57,4,-22,1,553,148
452,2015,488c3707-26ee-4e1a-8742-494a06f77801,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,147,5.646,8,0,69,69,16,0,9,-17,4,830,482
453,2015,82bce0be-9a87-4b6d-a85b-623bf8d1674e,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,111,3.757,8,0,24,3,19,0,19,-33,3,417,307
454,2015,cf8e8522-6220-4612-a8a1-72c496dac536,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,39,4.923,0,0,45,0,3,0,3,-9,0,192,150
455,2015,dffa69ad-331e-4f09-ae38-40a5a4406be6,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,5,4.0,0,0,8,0,0,0,1,-1,0,20,12
456,2015,e0a63251-5428-43a1-88c1-c000215ac5ce,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,8,4.0,0,0,19,0,1,0,1,-2,0,32,13
457,2016,166292fc-629e-4c7b-b7bf-f572ca9eeb43,768c92aa-75ff-4a43-bcc0-f2798c2e1724,234,5.415,10,0,75,75,27,0,37,-84,13,1267,541
458,2016,3289f9ce-e1d1-40ed-9d3f-242a1712c586,768c92aa-75ff-4a43-bcc0-f2798c2e1724,3,16.0,0,0,30,0,0,0,0,0,0,48,10
459,2016,618bedee-9259-4536-b0ff-fec98d2a20de,768c92aa-75ff-4a43-bcc0-f2798c2e1724,1,6.0,0,0,6,0,0,0,0,0,0,6,1
460,2016,697200ea-cabb-40b8-aeac-e52763310306,768c92aa-75ff-4a43-bcc0-f2798c2e1724,27,3.481,1,0,20,1,5,0,2,-9,1,94,38
461,2016,7f3ef024-eb34-46af-8b9e-544cdf09378f,768c92aa-75ff-4a43-bcc0-f2798c2e1724,95,6.105,2,5,49,26,10,49,7,-23,6,580,189
462,2016,d08da2a3-8296-4038-bb46-ab1feca4bbd4,768c92aa-75ff-4a43-bcc0-f2798c2e1724,101,5.713,5,0,44,44,9,0,7,-20,8,577,340
