,Player Season,Player ID,Team ID,Rush Attempts,Rush Avg Yards,Rush Broken Tackles,Rush Kneel Downs,Rush Longest,Rush Longest TD,Rush Red Zone Attempts,Rush Scrambles,Rush Tackles for Loss,Rush Tackles for Loss Yards,Rush Touchdowns,Rush Yards,Rush Yards After Contact
149,2013,3283f152-d373-43b3-b88f-f6f261c48e81,a20471b4-a8d9-40c7-95ad-90cc30e46932,4,19.5,0,0,67,0,0,0,0,0,0,78,11
150,2013,8263e101-aa33-435f-bf0f-388e1c4eeb59,33405046-04ee-4058-a950-d606f8c30852,18,3.167,0,5,13,6,4,0,0,0,1,57,20
151,2013,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,33405046-04ee-4058-a950-d606f8c30852,279,4.538,0,0,78,78,36,0,30,-80,10,1266,829
152,2013,da85107c-365c-4d58-90ab-479d97d798b4,33405046-04ee-4058-a950-d606f8c30852,12,13.167,0,0,50,50,0,0,1,-6,3,158,119
153,2013,5c2a0c83-e18a-43dd-bd65-704771157e42,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,127,3.591,0,0,28,5,6,0,17,-37,1,456,274
154,2013,e1235f1e-26ce-438c-8168-3b1ded4ab893,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,27,1.37,0,9,16,0,0,0,0,0,0,37,30
155,2013,0b3217b9-ba37-4222-95cb-a7a222441e8b,e6aa13a4-0055-48a9-bc41-be28dc106929,1,7.0,0,0,7,0,0,0,0,0,0,7,0
156,2013,7e648a0b-fdc8-4661-a587-5826f2cac11b,e6aa13a4-0055-48a9-bc41-be28dc106929,17,3.235,0,7,17,0,1,0,0,0,0,55,38
157,2013,91a95850-9514-49d5-b2b0-f8e21156daa0,e6aa13a4-0055-48a9-bc41-be28dc106929,96,3.458,0,0,19,19,15,0,15,-31,2,332,192
158,2013,214e55e4-a089-412d-9598-a16495df0d25,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,111,5.27,0,11,56,8,20,0,9,-20,6,585,343
159,2013,3aef6950-1c19-4454-a3d0-0afe9634ea9f,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,4,7.25,0,0,14,0,0,0,1,-3,0,29,6
160,2013,5707d2b0-ea9e-4a5e-8289-9d52197301d9,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,2,7.5,0,0,9,0,2,0,0,0,0,15,8
161,2013,5ec072b3-2837-4cf1-bb4f-ecd873949626,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,6,1.167,0,0,2,0,3,0,0,0,0,7,11
162,2013,72fbe462-91c5-4c84-9640-e8ad7cad6447,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,5,0.0,0,4,2,0,1,0,0,0,0,0,1
163,2013,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,48,3.75,0,0,16,0,5,0,5,-7,0,180,123
164,2013,15b156b5-30cc-4070-b60a-1c09e62c5a9b,0d855753-ea21-4953-89f9-0e20aff9eb73,53,4.151,0,0,38,5,10,0,3,-7,2,220,81
165,2013,4734f8dc-2ca4-4437-88f2-c8b8974abefc,0d855753-ea21-4953-89f9-0e20aff9eb73,3,3.333,0,0,4,0,0,0,0,0,0,10,2
166,2013,687cdc33-bd0d-4b70-adb3-33f97dc26a3c,0d855753-ea21-4953-89f9-0e20aff9eb73,1,-8.0,0,0,-8,0,0,0,1,-8,0,-8,0
167,2013,bb5957e6-ce7d-47ab-8036-22191ffc1c44,0d855753-ea21-4953-89f9-0e20aff9eb73,35,1.486,0,19,16,9,5,0,3,-18,3,52,12
168,2013,f336567d-44a9-4245-8452-1dd485fd70fb,0d855753-ea21-4953-89f9-0e20aff9eb73,78,4.949,0,0,34,4,13,0,7,-13,1,386,188
169,2013,3699dfd9-d437-43f7-b674-adbb31e7e64b,f0e724b0-4cbf-495a-be47-013907608da9,6,-1.0,0,6,-1,0,3,0,0,0,0,-6,0
170,2013,6a2b129d-a9e5-4131-b491-82269b323f77,f0e724b0-4cbf-495a-be47-013907608da9,276,4.087,0,0,51,34,57,0,36,-77,9,1128,552
171,2013,b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5,de760528-1dc0-416a-a978-b510d20692ff,2,4.0,0,0,4,0,0,0,0,0,0,8,1
172,2013,409d4cac-ee90-4470-9710-ebe671678339,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,96,5.615,0,15,27,10,16,0,4,-11,1,539,176
173,2013,63fd9abe-4bdf-4611-9497-0c67e030ce01,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,77,3.429,0,0,15,0,4,0,7,-18,0,264,166
174,2013,82bce0be-9a87-4b6d-a85b-623bf8d1674e,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,301,4.176,0,0,43,14,56,0,36,-88,12,1257,752
175,2013,bbb63a36-8613-4675-8e5e-34200d245ff0,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3,3.333,0,0,5,0,3,0,0,0,0,10,4
176,2013,c88d9352-b835-45ed-a909-1cfec09a58bc,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3,10.333,0,0,20,0,0,0,0,0,0,31,25
177,2013,cf8e8522-6220-4612-a8a1-72c496dac536,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,18,4.389,0,0,13,0,1,0,3,-10,0,79,45
178,2013,e0a63251-5428-43a1-88c1-c000215ac5ce,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,2,1.5,0,0,4,0,0,0,1,-1,0,3,10
179,2013,e1b29179-074b-4c91-8797-763b76ac618a,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,2,3.0,0,0,3,0,1,0,0,0,0,6,1
180,2014,7d80b51f-1462-442e-aa7f-8c320a62deed,768c92aa-75ff-4a43-bcc0-f2798c2e1724,2,4.0,0,0,5,0,0,0,0,0,0,8,3
181,2014,bf52ff53-35a6-4696-ac6d-3fa952dc2c87,768c92aa-75ff-4a43-bcc0-f2798c2e1724,3,2.667,0,0,12,0,0,0,1,-8,0,8,0
182,2014,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,4809ecb0-abd3-451d-9c4a-92a90b83ca06,2,-2.0,0,0,4,0,0,0,1,-8,0,-4,2
183,2014,5812204c-6dae-4450-8011-99e0f72864ac,4809ecb0-abd3-451d-9c4a-92a90b83ca06,56,5.554,0,14,40,1,7,0,4,-14,1,311,123
184,2014,90908a56-901b-466d-8689-943075da96fe,4809ecb0-abd3-451d-9c4a-92a90b83ca06,36,3.389,0,0,19,0,11,0,7,-11,0,122,68
185,2014,969a4d68-1d76-4e64-bfff-e898a9ac6bd4,4809ecb0-abd3-451d-9c4a-92a90b83ca06,1,3.0,0,0,3,0,0,0,0,0,0,3,2
186,2014,a212c5d8-67f8-48b9-99be-2c121ee56366,4809ecb0-abd3-451d-9c4a-92a90b83ca06,216,5.088,0,0,97,97,44,0,21,-62,8,1099,486
187,2014,b37b5be9-4771-4368-988f-fb936f4fc0ad,4809ecb0-abd3-451d-9c4a-92a90b83ca06,4,4.0,0,0,12,0,1,0,0,0,0,16,2
188,2014,4a38cda2-e92f-47f8-b324-0c34e09d83f2,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,33,4.273,0,0,15,3,6,0,1,-1,1,141,61
189,2014,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,198,4.146,0,0,71,71,33,0,25,-44,6,821,487
190,2014,769d7178-df4e-4127-8166-8116165921e8,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,4,21.5,0,0,37,0,1,0,0,0,0,86,11
191,2014,97c96dce-9b33-4d0e-ba01-5eb629192d19,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,1,3.0,0,0,3,0,0,0,0,0,0,3,2
192,2014,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,59,4.034,0,3,18,1,9,0,3,-5,1,238,98
193,2014,170b4c5f-a345-4899-8d81-e8982b0f3d65,97354895-8c77-4fd4-a860-32e62ea7382a,94,3.617,0,0,43,1,13,0,9,-16,2,340,166
194,2014,2bb70d56-a79a-4fa1-ae37-99858a3ffd55,97354895-8c77-4fd4-a860-32e62ea7382a,10,9.4,0,0,25,0,0,0,0,0,0,94,29
195,2014,39f70428-a78a-494c-8676-438d953c289e,97354895-8c77-4fd4-a860-32e62ea7382a,9,4.222,0,0,11,0,1,0,0,0,0,38,11
196,2014,41c44740-d0f6-44ab-8347-3b5d515e5ecf,97354895-8c77-4fd4-a860-32e62ea7382a,36,1.583,0,15,17,0,11,0,0,0,0,57,17
197,2014,42de9d1d-0352-460b-9172-9452414fd7fd,97354895-8c77-4fd4-a860-32e62ea7382a,10,0.9,0,6,9,0,1,0,1,-1,0,9,32
198,2014,5707d2b0-ea9e-4a5e-8289-9d52197301d9,97354895-8c77-4fd4-a860-32e62ea7382a,2,6.5,0,0,9,0,0,0,0,0,0,13,2
199,2014,9d04accc-a404-406f-b93c-0878410e55a6,97354895-8c77-4fd4-a860-32e62ea7382a,3,1.667,0,0,5,0,2,0,0,0,0,5,4
200,2014,dba5e3ec-2c77-4f65-ad6e-cee246f816ef,97354895-8c77-4fd4-a860-32e62ea7382a,28,3.179,0,0,17,6,7,0,5,-8,1,89,48
201,2014,f5d20030-d934-45e3-8282-e34c6c83ad84,97354895-8c77-4fd4-a860-32e62ea7382a,60,4.683,0,0,34,3,12,0,10,-16,3,281,202
202,2014,1726a359-9444-4761-a1f2-cb35ee6fa60e,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,7,7.286,0,0,26,0,0,0,0,0,0,51,13
203,2014,24cf6148-f0af-4103-a215-e06956764953,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,168,4.048,0,0,89,89,30,0,12,-28,5,680,421
204,2014,3289f9ce-e1d1-40ed-9d3f-242a1712c586,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,3,7.0,0,0,12,0,0,0,0,0,0,21,21
205,2014,59fc3367-5514-4616-a93c-06e4365b2293,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,222,5.063,0,0,85,85,33,0,21,-44,9,1124,622
206,2014,bd8052bd-0898-430b-99c9-2529e895ae79,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,9,3.0,0,0,10,10,3,0,1,-3,1,27,16
207,2014,c0968ade-8af6-49f3-b812-bf15b6379334,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,3,10.0,0,0,13,0,0,0,0,0,0,30,22
208,2014,c9701373-23f6-4058-9189-8d9c085f3c49,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,2,1.0,0,0,5,0,1,0,1,-3,0,2,0
209,2014,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,60,2.817,0,14,20,20,11,0,1,-1,4,169,34
210,2014,fa26e15f-2375-4acc-aaae-cf32cfe4bc3e,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,1,0.0,0,0,0,0,0,0,0,0,0,0,1
211,2014,40cd928f-f228-4ffd-8179-b27a12e14a44,d5a2eb42-8065-4174-ab79-0a6fa820e35e,148,4.101,0,0,35,26,15,0,23,-59,8,607,277
212,2014,4b3677f5-712e-43f2-b7bb-51ac6f291b86,d5a2eb42-8065-4174-ab79-0a6fa820e35e,4,2.5,0,0,8,0,1,0,1,-10,0,10,2
213,2014,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,d5a2eb42-8065-4174-ab79-0a6fa820e35e,3,3.667,0,0,10,0,0,0,1,-2,0,11,12
214,2014,af4ba620-2f00-4b00-9111-7897f2b1cde8,d5a2eb42-8065-4174-ab79-0a6fa820e35e,24,1.625,0,4,11,0,5,0,3,-12,0,39,8
215,2014,64797df2-efd3-4b27-86ee-1d48f7edb09f,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,39,1.795,0,14,15,1,12,0,0,0,2,70,15
216,2014,7f3ef024-eb34-46af-8b9e-544cdf09378f,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,4,-0.75,0,3,0,0,0,0,0,0,0,-3,0
217,2014,16e33176-b73e-49b7-b0aa-c405b47a706e,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,4,3.25,0,0,9,0,1,0,1,-2,0,13,22
218,2014,e9d4ab78-3572-47ab-b4d3-e04c5af231f3,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,3,4.0,0,0,9,0,0,0,0,0,0,12,4
219,2014,ea357add-1a41-4a8b-8f34-bbfade7f4d98,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,33,0.818,0,16,8,0,6,0,1,-1,0,27,10
220,2014,f5d20030-d934-45e3-8282-e34c6c83ad84,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,65,4.092,0,0,50,8,11,0,7,-27,2,266,196
221,2014,f9036897-99d5-4d9a-8965-0c7e0f9e43bd,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,4,4.75,0,0,12,0,0,0,1,-7,0,19,4
222,2014,b8426cea-f8b9-4061-8d56-e70d1230103e,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,2,10.0,0,0,15,0,0,0,0,0,0,20,0
223,2014,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,64,4.266,0,14,20,13,16,0,2,-6,3,273,62
224,2014,f404283a-7c04-4a1c-899c-3243424a8d70,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,4,4.25,0,0,7,0,1,0,0,0,0,17,7
225,2014,4c3c6b63-aa1f-4452-9d1d-662073f06142,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,3,3.0,0,0,5,0,0,0,0,0,0,9,7
226,2014,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,56,7.482,0,3,34,0,4,0,0,0,0,419,109
227,2014,f55053e4-4bfd-495d-981a-d62e3662f01b,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,4,6.25,0,0,12,0,1,0,0,0,0,25,1
228,2014,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,82d2d380-3834-4938-835f-aec541e5ece7,50,3.68,0,11,16,4,7,0,2,-8,2,184,103
229,2014,1b3d350a-478b-4542-a430-d12cc96adc22,82d2d380-3834-4938-835f-aec541e5ece7,10,3.5,0,2,13,0,1,0,0,0,0,35,4
230,2014,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,82d2d380-3834-4938-835f-aec541e5ece7,6,-1.0,0,2,1,0,0,0,1,-5,0,-6,0
231,2014,cbf1cdba-d165-45f7-a695-5e0971dd9042,82d2d380-3834-4938-835f-aec541e5ece7,169,3.124,0,0,46,1,16,0,22,-48,2,528,333
232,2014,441e8866-33f1-4820-9fa3-3aa2c7535975,d26a1ca5-722d-4274-8f97-c92e49c96315,4,13.5,0,0,38,0,0,0,0,0,0,54,27
233,2014,0847010c-9a77-4f0b-9d63-c8b4b224d263,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,8,0.0,0,6,4,0,0,0,0,0,0,0,3
234,2014,6ef43c53-53d7-4b0f-ad99-17664d663ae8,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,2,1.5,0,0,3,0,0,0,0,0,0,3,7
235,2014,f7841baa-9284-4c03-b698-442570651c6c,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,179,4.743,0,0,27,25,22,0,13,-30,8,849,455
236,2014,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,8,5.5,0,0,13,0,0,0,1,-2,0,44,12
237,2014,0045a36c-f464-49e0-a25a-9210edc94bc1,6680d28d-d4d2-49f6-aace-5292d3ec02c2,4,3.75,0,2,9,0,0,0,0,0,0,15,4
238,2014,2fda010a-8c62-4c07-b601-4ba03f57e6af,6680d28d-d4d2-49f6-aace-5292d3ec02c2,49,5.184,0,8,25,8,3,0,1,-4,1,254,91
239,2014,35823109-daf1-4825-92b8-564271398ecb,6680d28d-d4d2-49f6-aace-5292d3ec02c2,14,8.071,0,0,26,17,2,0,2,-10,1,113,22
240,2014,aca06a5e-0e3a-4285-a025-199f8fa0376f,6680d28d-d4d2-49f6-aace-5292d3ec02c2,206,5.015,0,0,63,63,26,0,15,-41,9,1033,539
241,2014,e033ce15-9fc5-430b-90e2-90dfe52b21c1,6680d28d-d4d2-49f6-aace-5292d3ec02c2,2,4.0,0,0,4,0,1,0,0,0,0,8,4
242,2014,540f8b30-900e-4d17-8756-c262ba5fa039,1c1cec48-6352-4556-b789-35304c1a6ae1,82,5.171,0,0,90,90,10,0,8,-17,2,424,161
243,2014,5a20a439-bebc-4ef7-8b9f-30e1d677a26b,1c1cec48-6352-4556-b789-35304c1a6ae1,2,0.0,0,0,0,0,0,0,0,0,0,0,1
244,2014,9f026fc0-4449-4dc5-a226-2e2830619381,1c1cec48-6352-4556-b789-35304c1a6ae1,29,3.172,0,6,41,0,2,0,1,-9,0,92,7
245,2014,01291a8d-d97c-4d88-b497-b5ad4b72f626,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,6,-0.167,0,3,1,0,0,0,0,0,0,-1,4
246,2014,5ed2cea8-e0c6-482c-9ee1-548c06612226,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,4,1.75,0,0,9,0,0,0,2,-3,0,7,10
247,2014,15b156b5-30cc-4070-b60a-1c09e62c5a9b,386bdbf9-9eea-4869-bb9a-274b0bc66e80,57,5.772,0,0,49,49,9,0,5,-14,6,329,115
248,2014,166292fc-629e-4c7b-b7bf-f572ca9eeb43,386bdbf9-9eea-4869-bb9a-274b0bc66e80,312,4.228,0,0,53,38,56,0,41,-92,5,1319,639
249,2014,bc0f07a4-3e7b-4e61-987a-05533dc225be,386bdbf9-9eea-4869-bb9a-274b0bc66e80,5,2.0,0,0,4,0,0,0,0,0,0,10,4
250,2014,c8232b55-6617-4dd9-a7cf-cf14cd9a29ab,386bdbf9-9eea-4869-bb9a-274b0bc66e80,16,4.25,0,3,14,0,0,0,0,0,0,68,26
251,2014,da7cb0cc-543e-47d5-b29a-2ba2b341bd14,386bdbf9-9eea-4869-bb9a-274b0bc66e80,3,0.0,0,3,0,0,0,0,0,0,0,0,0
252,2014,e6c40f79-1bbd-4f62-9391-7f535f110c0d,386bdbf9-9eea-4869-bb9a-274b0bc66e80,34,2.559,0,11,15,2,5,0,0,0,1,87,23
253,2014,354dec38-b88b-4ba0-8974-859123f27c45,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,7,5.0,0,0,13,0,1,0,1,-2,0,35,11
254,2014,6cb6226e-f08c-4192-95f1-69709ed686c6,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,12,2.583,0,6,18,1,5,0,0,0,1,31,3
255,2014,0366fd06-19a3-4b69-8448-6bfbfad1250b,22052ff7-c065-42ee-bc8f-c4691c50e624,3,4.0,0,0,7,0,0,0,1,-1,0,12,4
256,2014,3699dfd9-d437-43f7-b674-adbb31e7e64b,22052ff7-c065-42ee-bc8f-c4691c50e624,16,4.125,0,2,20,7,3,0,1,-2,1,66,36
257,2014,3e618eb6-41f2-4f20-ad70-2460f9366f43,22052ff7-c065-42ee-bc8f-c4691c50e624,4,1.75,0,0,9,0,0,0,1,-9,0,7,3
258,2014,8dfb370d-460c-4bfc-9d62-888687248783,22052ff7-c065-42ee-bc8f-c4691c50e624,38,4.632,0,2,23,2,6,0,3,-8,1,176,89
259,2014,9691f874-be36-4529-a7eb-dde22ee4a848,22052ff7-c065-42ee-bc8f-c4691c50e624,2,10.5,0,0,19,0,0,0,0,0,0,21,12
260,2014,bbd0942c-6f77-4f83-a6d0-66ec6548019e,22052ff7-c065-42ee-bc8f-c4691c50e624,7,2.857,0,2,12,0,1,0,0,0,0,20,3
261,2014,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,22052ff7-c065-42ee-bc8f-c4691c50e624,265,4.053,0,0,30,28,45,0,27,-65,8,1074,675
262,2014,5c529c33-8a1d-413a-b635-880ac86f30c1,7b112545-38e6-483c-a55c-96cf6ee49cb8,6,5.5,0,0,12,0,0,0,1,-1,0,33,29
263,2014,62d4e94c-443f-44ed-9404-c6d6bdd9aa64,c5a59daa-53a7-4de0-851f-fb12be893e9e,20,2.55,0,0,9,0,3,0,2,-5,0,51,46
264,2014,ade43b1a-0601-4672-83b6-d246bc066a19,c5a59daa-53a7-4de0-851f-fb12be893e9e,43,2.163,0,20,18,5,3,0,0,0,2,93,25
265,2014,c88d9352-b835-45ed-a909-1cfec09a58bc,c5a59daa-53a7-4de0-851f-fb12be893e9e,5,6.0,0,0,13,0,1,0,1,-1,0,30,7
266,2014,0ce48193-e2fa-466e-a986-33f751add206,a20471b4-a8d9-40c7-95ad-90cc30e46932,43,6.256,0,10,19,14,10,0,0,0,2,269,64
267,2014,3283f152-d373-43b3-b88f-f6f261c48e81,a20471b4-a8d9-40c7-95ad-90cc30e46932,11,3.364,0,0,12,0,2,0,1,-1,0,37,19
268,2014,6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3,33405046-04ee-4058-a950-d606f8c30852,5,14.2,0,0,27,0,0,0,1,-5,0,71,14
269,2014,8263e101-aa33-435f-bf0f-388e1c4eeb59,33405046-04ee-4058-a950-d606f8c30852,9,2.0,0,4,13,0,1,0,0,0,0,18,22
270,2014,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,33405046-04ee-4058-a950-d606f8c30852,21,3.571,0,0,17,0,1,0,4,-14,0,75,34
271,2014,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,33405046-04ee-4058-a950-d606f8c30852,47,4.447,0,7,16,13,8,0,0,0,1,209,79
272,2014,da85107c-365c-4d58-90ab-479d97d798b4,33405046-04ee-4058-a950-d606f8c30852,10,11.7,0,0,67,67,0,0,2,-9,1,117,90
273,2014,5c2a0c83-e18a-43dd-bd65-704771157e42,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,134,3.687,0,0,63,7,9,0,11,-28,2,494,290
274,2014,a261fd0a-b096-4db7-bd51-2f13bde485da,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,25,5.08,0,2,16,16,6,0,0,0,3,127,33
275,2014,e1235f1e-26ce-438c-8168-3b1ded4ab893,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,10,4.9,0,0,19,0,0,0,0,0,0,49,3
276,2014,0b3217b9-ba37-4222-95cb-a7a222441e8b,e6aa13a4-0055-48a9-bc41-be28dc106929,1,1.0,0,0,1,0,0,0,0,0,0,1,0
277,2014,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,e6aa13a4-0055-48a9-bc41-be28dc106929,65,3.815,0,0,31,31,3,0,10,-19,1,248,142
278,2014,7e648a0b-fdc8-4661-a587-5826f2cac11b,e6aa13a4-0055-48a9-bc41-be28dc106929,29,5.0,0,4,15,0,0,0,0,0,0,145,60
279,2014,91a95850-9514-49d5-b2b0-f8e21156daa0,e6aa13a4-0055-48a9-bc41-be28dc106929,58,3.741,0,0,17,17,8,0,4,-8,1,217,129
280,2014,214e55e4-a089-412d-9598-a16495df0d25,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,103,5.233,0,7,22,12,19,0,4,-19,5,539,206
281,2014,72fbe462-91c5-4c84-9640-e8ad7cad6447,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,8,3.0,0,1,8,0,2,0,0,0,0,24,3
282,2014,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,175,4.623,0,0,69,69,18,0,25,-63,3,809,455
283,2014,4734f8dc-2ca4-4437-88f2-c8b8974abefc,0d855753-ea21-4953-89f9-0e20aff9eb73,1,-2.0,0,0,-2,0,0,0,1,-2,0,-2,0
284,2014,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,0d855753-ea21-4953-89f9-0e20aff9eb73,10,3.2,0,0,8,0,1,0,1,-2,0,32,19
285,2014,b6b954eb-4591-4b7a-86b9-a481f15fdd58,0d855753-ea21-4953-89f9-0e20aff9eb73,7,10.429,0,0,28,4,3,0,0,0,1,73,4
286,2014,bb5957e6-ce7d-47ab-8036-22191ffc1c44,0d855753-ea21-4953-89f9-0e20aff9eb73,27,2.519,0,9,13,1,6,0,0,0,1,68,11
287,2014,f336567d-44a9-4245-8452-1dd485fd70fb,0d855753-ea21-4953-89f9-0e20aff9eb73,226,4.265,0,0,31,21,43,0,17,-35,9,964,539
288,2014,0a95e792-6455-4927-9539-f95fa7f41fbb,f0e724b0-4cbf-495a-be47-013907608da9,1,4.0,0,0,4,0,0,0,0,0,0,4,3
289,2014,3a29784c-832f-4e41-a4ac-71d4f9ad410c,f0e724b0-4cbf-495a-be47-013907608da9,83,4.012,0,0,28,9,19,0,12,-23,4,333,234
290,2014,617435c6-4a3f-4689-ab15-44bd93b33615,f0e724b0-4cbf-495a-be47-013907608da9,6,4.667,0,0,15,1,2,0,0,0,1,28,16
291,2014,6a2b129d-a9e5-4131-b491-82269b323f77,f0e724b0-4cbf-495a-be47-013907608da9,255,4.337,0,0,52,52,27,0,26,-45,4,1106,569
292,2014,d3fab07b-f02a-433d-9612-cb0a751f324d,f0e724b0-4cbf-495a-be47-013907608da9,1,2.0,0,0,2,0,0,0,0,0,0,2,2
293,2014,de816e24-8442-49a4-99cd-dde7e7c05863,f0e724b0-4cbf-495a-be47-013907608da9,1,5.0,0,0,5,0,0,0,0,0,0,5,4
294,2014,fe767946-236d-4c04-9c59-5e3edd51acfe,f0e724b0-4cbf-495a-be47-013907608da9,1,4.0,0,0,4,0,0,0,0,0,0,4,2
295,2014,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,de760528-1dc0-416a-a978-b510d20692ff,25,2.52,0,12,13,0,4,0,1,-3,0,63,11
296,2014,3aef6950-1c19-4454-a3d0-0afe9634ea9f,de760528-1dc0-416a-a978-b510d20692ff,3,2.0,0,0,4,0,0,0,1,-1,0,6,9
297,2014,471dbe81-54c4-4b52-8bd1-4933c9800e1f,de760528-1dc0-416a-a978-b510d20692ff,1,2.0,0,0,2,0,0,0,0,0,0,2,1
298,2014,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,de760528-1dc0-416a-a978-b510d20692ff,3,-2.0,0,0,2,0,0,0,2,-8,0,-6,0
299,2014,409d4cac-ee90-4470-9710-ebe671678339,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,118,7.195,0,19,55,26,19,0,4,-13,6,849,278
300,2014,63fd9abe-4bdf-4611-9497-0c67e030ce01,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,74,4.189,0,0,17,0,7,0,8,-10,0,310,162
301,2014,7e5b8212-df93-4069-b3f0-be4b5cb47389,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,2,7.5,0,0,11,0,0,0,0,0,0,15,11
302,2014,82bce0be-9a87-4b6d-a85b-623bf8d1674e,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,280,4.664,0,0,79,79,52,0,20,-43,13,1306,829
303,2014,cf8e8522-6220-4612-a8a1-72c496dac536,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,34,5.147,0,0,45,0,2,0,6,-11,0,175,105
304,2014,e1b29179-074b-4c91-8797-763b76ac618a,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,1,8.0,0,0,8,0,0,0,0,0,0,8,5
305,2015,166292fc-629e-4c7b-b7bf-f572ca9eeb43,768c92aa-75ff-4a43-bcc0-f2798c2e1724,203,4.409,10,0,48,48,20,0,29,-72,3,895,422
