,Player ID,Season,Passing Avg Yards,Passing Blitzes,Passing Completion Pct,Passing Completions,Passing Defended Passes,Passing Dropped Passes,Passing Gross Yards,Passing Hurries,Passing Interceptions,Passing Knockdowns,Passing Longest,Passing Longest TD,Passing Net Yds,Passing Pocket Time,Passing Rating,Passing Redzone Attempts,Passing Sack Yds,Passing Sacks,Passing Spikes,Passing Throw Away,Passing Touchdowns,Passing Yards
93,1b3d350a-478b-4542-a430-d12cc96adc22,2014,5.649,21,58.442,45,0,5,435,0,2,0,35,10,420,0.0,72.2,19,15,3,0,2,2,435
94,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,2014,6.684,10,52.632,10,0,2,127,0,1,0,35,0,122,0.0,51.9,0,5,1,0,0,0,127
95,0847010c-9a77-4f0b-9d63-c8b4b224d263,2014,5.2,2,40.0,4,0,3,52,0,0,0,38,1,52,0.0,90.4,1,0,0,0,1,1,52
96,0045a36c-f464-49e0-a25a-9210edc94bc1,2014,5.607,6,57.143,16,0,4,157,0,0,0,30,0,140,0.0,73.1,8,17,4,0,1,0,157
97,2fda010a-8c62-4c07-b601-4ba03f57e6af,2014,7.037,164,65.302,303,0,33,3265,0,6,0,70,70,3036,0.0,93.4,57,229,45,0,22,18,3265
98,1f09583f-dcc1-43e8-a7fc-f063d2c96508,2014,5.7,6,50.0,5,0,0,57,0,2,0,16,0,33,0.0,27.9,0,24,3,0,1,0,57
99,9f026fc0-4449-4dc5-a226-2e2830619381,2014,5.459,203,58.097,348,0,31,3270,0,12,0,77,77,3121,0.0,76.6,44,149,24,0,25,21,3270
100,01291a8d-d97c-4d88-b497-b5ad4b72f626,2014,7.39,15,58.537,24,0,2,303,0,2,0,43,43,294,0.0,85.7,6,9,1,0,1,3,303
101,c8232b55-6617-4dd9-a7cf-cf14cd9a29ab,2014,6.955,69,59.807,186,0,9,2163,0,10,0,68,68,2089,0.0,81.4,35,74,9,0,18,13,2163
102,da7cb0cc-543e-47d5-b29a-2ba2b341bd14,2014,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0.0,39.6,0,0,0,0,0,0,0
103,e6c40f79-1bbd-4f62-9391-7f535f110c0d,2014,7.825,95,64.078,198,0,16,2418,0,11,0,72,44,2267,0.0,88.4,42,151,23,0,5,14,2418
104,354dec38-b88b-4ba0-8974-859123f27c45,2014,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,39.6,0,0,0,0,0,0,0
105,6cb6226e-f08c-4192-95f1-69709ed686c6,2014,7.338,194,63.062,379,0,30,4410,0,14,0,80,80,4223,0.0,92.1,98,187,28,0,28,30,4410
106,3699dfd9-d437-43f7-b674-adbb31e7e64b,2014,8.258,61,71.094,91,0,2,1057,0,3,0,70,70,940,0.0,96.4,10,117,17,0,1,4,1057
107,8dfb370d-460c-4bfc-9d62-888687248783,2014,7.916,68,68.692,147,0,10,1694,0,6,0,69,69,1467,0.0,86.9,31,227,33,0,11,4,1694
108,a824d9ff-12a4-4ed2-812d-404b0b4e52f9,2014,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,39.6,0,0,0,0,0,0,0
109,bbd0942c-6f77-4f83-a6d0-66ec6548019e,2014,8.382,65,61.765,126,0,17,1710,0,9,0,81,81,1640,0.0,86.4,22,70,8,0,5,10,1710
110,ade43b1a-0601-4672-83b6-d246bc066a19,2014,7.071,158,60.299,363,0,36,4257,0,12,0,73,73,4003,0.0,85.7,76,254,45,0,28,22,4257
111,0ce48193-e2fa-466e-a986-33f751add206,2014,8.425,116,65.577,341,0,32,4381,0,5,0,80,80,4207,0.0,112.2,96,174,28,0,20,38,4381
112,8263e101-aa33-435f-bf0f-388e1c4eeb59,2014,5.986,29,57.746,41,0,5,425,0,4,0,28,25,386,0.0,65.8,7,39,6,0,1,3,425
113,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,2014,7.261,131,64.428,259,0,21,2919,0,12,0,87,87,2670,0.0,85.2,25,249,39,0,21,14,2919
114,a261fd0a-b096-4db7-bd51-2f13bde485da,2014,6.746,118,56.269,184,0,19,2206,0,14,0,56,56,1971,0.0,70.5,27,235,36,0,15,11,2206
115,e1235f1e-26ce-438c-8168-3b1ded4ab893,2014,6.98,93,57.635,117,0,9,1417,0,6,0,41,24,1326,0.0,83.3,23,91,16,0,6,10,1417
116,7e648a0b-fdc8-4661-a587-5826f2cac11b,2014,7.475,188,66.083,415,0,34,4694,0,14,0,79,74,4489,0.0,93.9,60,205,31,0,19,28,4694
