,Player Season,Player ID,Rush Attempts,Rush Avg Yards,Rush Broken Tackles,Rush Kneel Downs,Rush Longest,Rush Longest TD,Rush Red Zone Attempts,Rush Scrambles,Rush Tackles for Loss,Rush Tackles for Loss Yards,Rush Touchdowns,Rush Yards,Rush Yards After Contact
213,2014,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,3,3.667,0,0,10,0,0,0,1,-2,0,11,12
214,2014,af4ba620-2f00-4b00-9111-7897f2b1cde8,24,1.625,0,4,11,0,5,0,3,-12,0,39,8
215,2014,64797df2-efd3-4b27-86ee-1d48f7edb09f,39,1.795,0,14,15,1,12,0,0,0,2,70,15
216,2014,7f3ef024-eb34-46af-8b9e-544cdf09378f,4,-0.75,0,3,0,0,0,0,0,0,0,-3,0
217,2014,16e33176-b73e-49b7-b0aa-c405b47a706e,4,3.25,0,0,9,0,1,0,1,-2,0,13,22
218,2014,e9d4ab78-3572-47ab-b4d3-e04c5af231f3,3,4.0,0,0,9,0,0,0,0,0,0,12,4
219,2014,ea357add-1a41-4a8b-8f34-bbfade7f4d98,33,0.818,0,16,8,0,6,0,1,-1,0,27,10
220,2014,f5d20030-d934-45e3-8282-e34c6c83ad84,65,4.092,0,0,50,8,11,0,7,-27,2,266,196
221,2014,f9036897-99d5-4d9a-8965-0c7e0f9e43bd,4,4.75,0,0,12,0,0,0,1,-7,0,19,4
222,2014,b8426cea-f8b9-4061-8d56-e70d1230103e,2,10.0,0,0,15,0,0,0,0,0,0,20,0
223,2014,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,64,4.266,0,14,20,13,16,0,2,-6,3,273,62
224,2014,f404283a-7c04-4a1c-899c-3243424a8d70,4,4.25,0,0,7,0,1,0,0,0,0,17,7
225,2014,4c3c6b63-aa1f-4452-9d1d-662073f06142,3,3.0,0,0,5,0,0,0,0,0,0,9,7
226,2014,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,56,7.482,0,3,34,0,4,0,0,0,0,419,109
227,2014,f55053e4-4bfd-495d-981a-d62e3662f01b,4,6.25,0,0,12,0,1,0,0,0,0,25,1
228,2014,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,50,3.68,0,11,16,4,7,0,2,-8,2,184,103
229,2014,1b3d350a-478b-4542-a430-d12cc96adc22,10,3.5,0,2,13,0,1,0,0,0,0,35,4
230,2014,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,6,-1.0,0,2,1,0,0,0,1,-5,0,-6,0
231,2014,cbf1cdba-d165-45f7-a695-5e0971dd9042,169,3.124,0,0,46,1,16,0,22,-48,2,528,333
232,2014,441e8866-33f1-4820-9fa3-3aa2c7535975,4,13.5,0,0,38,0,0,0,0,0,0,54,27
233,2014,0847010c-9a77-4f0b-9d63-c8b4b224d263,8,0.0,0,6,4,0,0,0,0,0,0,0,3
234,2014,6ef43c53-53d7-4b0f-ad99-17664d663ae8,2,1.5,0,0,3,0,0,0,0,0,0,3,7
235,2014,f7841baa-9284-4c03-b698-442570651c6c,179,4.743,0,0,27,25,22,0,13,-30,8,849,455
236,2014,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,8,5.5,0,0,13,0,0,0,1,-2,0,44,12
237,2014,0045a36c-f464-49e0-a25a-9210edc94bc1,4,3.75,0,2,9,0,0,0,0,0,0,15,4
238,2014,2fda010a-8c62-4c07-b601-4ba03f57e6af,49,5.184,0,8,25,8,3,0,1,-4,1,254,91
239,2014,35823109-daf1-4825-92b8-564271398ecb,14,8.071,0,0,26,17,2,0,2,-10,1,113,22
240,2014,aca06a5e-0e3a-4285-a025-199f8fa0376f,206,5.015,0,0,63,63,26,0,15,-41,9,1033,539
241,2014,e033ce15-9fc5-430b-90e2-90dfe52b21c1,2,4.0,0,0,4,0,1,0,0,0,0,8,4
242,2014,540f8b30-900e-4d17-8756-c262ba5fa039,82,5.171,0,0,90,90,10,0,8,-17,2,424,161
243,2014,5a20a439-bebc-4ef7-8b9f-30e1d677a26b,2,0.0,0,0,0,0,0,0,0,0,0,0,1
244,2014,9f026fc0-4449-4dc5-a226-2e2830619381,29,3.172,0,6,41,0,2,0,1,-9,0,92,7
245,2014,01291a8d-d97c-4d88-b497-b5ad4b72f626,6,-0.167,0,3,1,0,0,0,0,0,0,-1,4
246,2014,5ed2cea8-e0c6-482c-9ee1-548c06612226,4,1.75,0,0,9,0,0,0,2,-3,0,7,10
247,2014,15b156b5-30cc-4070-b60a-1c09e62c5a9b,57,5.772,0,0,49,49,9,0,5,-14,6,329,115
248,2014,166292fc-629e-4c7b-b7bf-f572ca9eeb43,312,4.228,0,0,53,38,56,0,41,-92,5,1319,639
249,2014,bc0f07a4-3e7b-4e61-987a-05533dc225be,5,2.0,0,0,4,0,0,0,0,0,0,10,4
250,2014,c8232b55-6617-4dd9-a7cf-cf14cd9a29ab,16,4.25,0,3,14,0,0,0,0,0,0,68,26
251,2014,da7cb0cc-543e-47d5-b29a-2ba2b341bd14,3,0.0,0,3,0,0,0,0,0,0,0,0,0
252,2014,e6c40f79-1bbd-4f62-9391-7f535f110c0d,34,2.559,0,11,15,2,5,0,0,0,1,87,23
253,2014,354dec38-b88b-4ba0-8974-859123f27c45,7,5.0,0,0,13,0,1,0,1,-2,0,35,11
254,2014,6cb6226e-f08c-4192-95f1-69709ed686c6,12,2.583,0,6,18,1,5,0,0,0,1,31,3
255,2014,0366fd06-19a3-4b69-8448-6bfbfad1250b,3,4.0,0,0,7,0,0,0,1,-1,0,12,4
256,2014,3699dfd9-d437-43f7-b674-adbb31e7e64b,16,4.125,0,2,20,7,3,0,1,-2,1,66,36
257,2014,3e618eb6-41f2-4f20-ad70-2460f9366f43,4,1.75,0,0,9,0,0,0,1,-9,0,7,3
258,2014,8dfb370d-460c-4bfc-9d62-888687248783,38,4.632,0,2,23,2,6,0,3,-8,1,176,89
259,2014,9691f874-be36-4529-a7eb-dde22ee4a848,2,10.5,0,0,19,0,0,0,0,0,0,21,12
260,2014,bbd0942c-6f77-4f83-a6d0-66ec6548019e,7,2.857,0,2,12,0,1,0,0,0,0,20,3
261,2014,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,265,4.053,0,0,30,28,45,0,27,-65,8,1074,675
262,2014,5c529c33-8a1d-413a-b635-880ac86f30c1,6,5.5,0,0,12,0,0,0,1,-1,0,33,29
263,2014,62d4e94c-443f-44ed-9404-c6d6bdd9aa64,20,2.55,0,0,9,0,3,0,2,-5,0,51,46
264,2014,ade43b1a-0601-4672-83b6-d246bc066a19,43,2.163,0,20,18,5,3,0,0,0,2,93,25
265,2014,c88d9352-b835-45ed-a909-1cfec09a58bc,5,6.0,0,0,13,0,1,0,1,-1,0,30,7
266,2014,0ce48193-e2fa-466e-a986-33f751add206,43,6.256,0,10,19,14,10,0,0,0,2,269,64
267,2014,3283f152-d373-43b3-b88f-f6f261c48e81,11,3.364,0,0,12,0,2,0,1,-1,0,37,19
268,2014,6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3,5,14.2,0,0,27,0,0,0,1,-5,0,71,14
269,2014,8263e101-aa33-435f-bf0f-388e1c4eeb59,9,2.0,0,4,13,0,1,0,0,0,0,18,22
270,2014,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,21,3.571,0,0,17,0,1,0,4,-14,0,75,34
271,2014,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,47,4.447,0,7,16,13,8,0,0,0,1,209,79
272,2014,da85107c-365c-4d58-90ab-479d97d798b4,10,11.7,0,0,67,67,0,0,2,-9,1,117,90
273,2014,5c2a0c83-e18a-43dd-bd65-704771157e42,134,3.687,0,0,63,7,9,0,11,-28,2,494,290
274,2014,a261fd0a-b096-4db7-bd51-2f13bde485da,25,5.08,0,2,16,16,6,0,0,0,3,127,33
275,2014,e1235f1e-26ce-438c-8168-3b1ded4ab893,10,4.9,0,0,19,0,0,0,0,0,0,49,3
276,2014,0b3217b9-ba37-4222-95cb-a7a222441e8b,1,1.0,0,0,1,0,0,0,0,0,0,1,0
277,2014,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,65,3.815,0,0,31,31,3,0,10,-19,1,248,142
278,2014,7e648a0b-fdc8-4661-a587-5826f2cac11b,29,5.0,0,4,15,0,0,0,0,0,0,145,60
279,2014,91a95850-9514-49d5-b2b0-f8e21156daa0,58,3.741,0,0,17,17,8,0,4,-8,1,217,129
280,2014,214e55e4-a089-412d-9598-a16495df0d25,103,5.233,0,7,22,12,19,0,4,-19,5,539,206
281,2014,72fbe462-91c5-4c84-9640-e8ad7cad6447,8,3.0,0,1,8,0,2,0,0,0,0,24,3
282,2014,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,175,4.623,0,0,69,69,18,0,25,-63,3,809,455
283,2014,4734f8dc-2ca4-4437-88f2-c8b8974abefc,1,-2.0,0,0,-2,0,0,0,1,-2,0,-2,0
284,2014,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,10,3.2,0,0,8,0,1,0,1,-2,0,32,19
285,2014,b6b954eb-4591-4b7a-86b9-a481f15fdd58,7,10.429,0,0,28,4,3,0,0,0,1,73,4
286,2014,bb5957e6-ce7d-47ab-8036-22191ffc1c44,27,2.519,0,9,13,1,6,0,0,0,1,68,11
287,2014,f336567d-44a9-4245-8452-1dd485fd70fb,226,4.265,0,0,31,21,43,0,17,-35,9,964,539
288,2014,0a95e792-6455-4927-9539-f95fa7f41fbb,1,4.0,0,0,4,0,0,0,0,0,0,4,3
289,2014,3a29784c-832f-4e41-a4ac-71d4f9ad410c,83,4.012,0,0,28,9,19,0,12,-23,4,333,234
290,2014,617435c6-4a3f-4689-ab15-44bd93b33615,6,4.667,0,0,15,1,2,0,0,0,1,28,16
291,2014,6a2b129d-a9e5-4131-b491-82269b323f77,255,4.337,0,0,52,52,27,0,26,-45,4,1106,569
292,2014,d3fab07b-f02a-433d-9612-cb0a751f324d,1,2.0,0,0,2,0,0,0,0,0,0,2,2
293,2014,de816e24-8442-49a4-99cd-dde7e7c05863,1,5.0,0,0,5,0,0,0,0,0,0,5,4
294,2014,fe767946-236d-4c04-9c59-5e3edd51acfe,1,4.0,0,0,4,0,0,0,0,0,0,4,2
295,2014,22fb2b54-4936-4e8a-a48d-62096c0c9bb1,25,2.52,0,12,13,0,4,0,1,-3,0,63,11
296,2014,3aef6950-1c19-4454-a3d0-0afe9634ea9f,3,2.0,0,0,4,0,0,0,1,-1,0,6,9
297,2014,471dbe81-54c4-4b52-8bd1-4933c9800e1f,1,2.0,0,0,2,0,0,0,0,0,0,2,1
298,2014,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,3,-2.0,0,0,2,0,0,0,2,-8,0,-6,0
299,2014,409d4cac-ee90-4470-9710-ebe671678339,118,7.195,0,19,55,26,19,0,4,-13,6,849,278
300,2014,63fd9abe-4bdf-4611-9497-0c67e030ce01,74,4.189,0,0,17,0,7,0,8,-10,0,310,162
301,2014,7e5b8212-df93-4069-b3f0-be4b5cb47389,2,7.5,0,0,11,0,0,0,0,0,0,15,11
302,2014,82bce0be-9a87-4b6d-a85b-623bf8d1674e,280,4.664,0,0,79,79,52,0,20,-43,13,1306,829
303,2014,cf8e8522-6220-4612-a8a1-72c496dac536,34,5.147,0,0,45,0,2,0,6,-11,0,175,105
304,2014,e1b29179-074b-4c91-8797-763b76ac618a,1,8.0,0,0,8,0,0,0,0,0,0,8,5
305,2015,166292fc-629e-4c7b-b7bf-f572ca9eeb43,203,4.409,10,0,48,48,20,0,29,-72,3,895,422
306,2015,618bedee-9259-4536-b0ff-fec98d2a20de,1,0.0,0,0,0,0,0,0,0,0,0,0,3
307,2015,7d80b51f-1462-442e-aa7f-8c320a62deed,1,1.0,0,0,1,0,0,0,0,0,0,1,0
308,2015,7f3ef024-eb34-46af-8b9e-544cdf09378f,104,5.462,5,16,31,22,19,48,5,-13,4,568,298
309,2015,8fc65820-f565-44e2-8635-3e1cdf165bf6,1,4.0,0,0,4,0,1,0,0,0,0,4,0
310,2015,d08da2a3-8296-4038-bb46-ab1feca4bbd4,47,5.681,0,0,60,60,4,0,7,-14,3,267,106
311,2015,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,18,6.278,4,0,22,22,0,0,2,-3,1,113,77
312,2015,5812204c-6dae-4450-8011-99e0f72864ac,32,4.406,1,7,28,1,2,6,1,-1,1,141,43
313,2015,90908a56-901b-466d-8689-943075da96fe,16,3.688,1,0,19,0,1,0,1,-1,0,59,39
314,2015,969a4d68-1d76-4e64-bfff-e898a9ac6bd4,1,4.0,0,0,4,0,0,0,0,0,0,4,2
315,2015,a212c5d8-67f8-48b9-99be-2c121ee56366,194,4.495,4,0,85,85,19,0,21,-46,8,872,565
316,2015,bb78a66a-a8ec-4294-8858-c7e5a1d15106,49,3.816,2,0,24,12,10,0,6,-15,1,187,165
317,2015,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,60,4.5,1,13,19,18,9,33,1,-3,2,270,107
318,2015,170b4c5f-a345-4899-8d81-e8982b0f3d65,36,2.5,2,0,13,0,3,0,9,-19,0,90,98
319,2015,4a38cda2-e92f-47f8-b324-0c34e09d83f2,70,4.471,2,0,24,12,7,0,11,-22,1,313,203
320,2015,72f5a27a-544f-468a-b10b-89a1fc5d0e9f,247,4.332,17,0,58,31,38,0,26,-60,7,1070,645
321,2015,97c96dce-9b33-4d0e-ba01-5eb629192d19,2,1.0,0,0,2,0,1,0,0,0,0,2,1
322,2015,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,2,17.0,0,0,29,0,0,2,0,0,0,34,0
323,2015,2bb70d56-a79a-4fa1-ae37-99858a3ffd55,3,7.667,0,0,12,0,0,0,0,0,0,23,9
324,2015,39f70428-a78a-494c-8676-438d953c289e,22,2.545,0,0,8,6,5,0,2,-5,2,56,25
325,2015,41c44740-d0f6-44ab-8347-3b5d515e5ecf,34,1.559,0,14,13,1,6,8,0,0,3,53,17
326,2015,42de9d1d-0352-460b-9172-9452414fd7fd,5,-1.0,0,5,-1,0,0,0,0,0,0,-5,0
327,2015,5707d2b0-ea9e-4a5e-8289-9d52197301d9,2,4.5,0,0,9,0,0,0,0,0,0,9,6
328,2015,973bfe3c-6d0d-4130-a79c-f860650b1da6,2,5.5,0,0,8,0,0,0,0,0,0,11,1
329,2015,b25ba2bd-80bd-4295-9034-cf9242fb207b,49,4.776,4,0,13,8,10,0,4,-18,2,234,163
330,2015,dba5e3ec-2c77-4f65-ad6e-cee246f816ef,63,3.286,9,0,14,0,7,0,9,-13,0,207,156
331,2015,f5d20030-d934-45e3-8282-e34c6c83ad84,165,4.261,4,0,38,38,32,0,10,-27,6,703,419
332,2015,1726a359-9444-4761-a1f2-cb35ee6fa60e,10,7.1,0,0,25,25,3,0,0,0,2,71,14
333,2015,1a2fbc23-e6db-4d2f-a152-2c774341b7c4,5,6.6,0,0,30,0,1,0,1,-8,0,33,7
334,2015,24cf6148-f0af-4103-a215-e06956764953,154,4.74,5,0,28,17,30,0,11,-17,2,730,415
335,2015,59fc3367-5514-4616-a93c-06e4365b2293,223,3.561,7,0,38,38,36,0,20,-38,11,794,459
336,2015,bd8052bd-0898-430b-99c9-2529e895ae79,4,1.0,0,0,2,0,0,0,1,-2,0,4,4
337,2015,d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1,57,2.491,0,12,12,7,12,26,2,-6,3,142,82
338,2015,d4b30988-e8c5-4689-8037-f79a0d3c2774,14,2.214,0,5,16,0,1,8,0,0,0,31,6
339,2015,31c376b7-2e10-473a-aa54-d9f709a5b93e,104,3.644,7,0,39,0,10,0,13,-34,0,379,238
340,2015,40cd928f-f228-4ffd-8179-b27a12e14a44,185,3.816,4,0,54,11,29,0,26,-67,4,706,459
341,2015,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,4,3.0,0,0,10,0,0,0,1,-7,0,12,3
342,2015,63fd9abe-4bdf-4611-9497-0c67e030ce01,18,3.333,2,0,22,0,3,0,4,-6,0,60,32
343,2015,a261fd0a-b096-4db7-bd51-2f13bde485da,20,4.9,0,1,13,10,5,12,0,0,1,98,22
344,2015,af48c3f0-040b-40f9-95ab-6ebcb4c16cf8,1,-1.0,0,0,-1,0,0,0,1,-1,0,-1,4
345,2015,fa8cfe11-018a-4d4c-9588-c86cab0415c0,7,4.714,0,0,17,0,0,4,1,-8,0,33,3
346,2015,1f09583f-dcc1-43e8-a7fc-f063d2c96508,4,2.5,0,0,7,0,1,2,0,0,0,10,1
347,2015,64797df2-efd3-4b27-86ee-1d48f7edb09f,13,1.769,0,1,16,1,4,1,0,0,3,23,4
348,2015,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,2,1.5,0,0,2,0,0,0,0,0,0,3,3
349,2015,9173225c-4e88-4c87-ad78-41aa0d00a1be,137,3.752,5,0,44,3,20,0,11,-28,1,514,280
350,2015,16e33176-b73e-49b7-b0aa-c405b47a706e,3,9.333,0,0,16,0,0,0,0,0,0,28,4
351,2015,d4dd3d0b-5023-415d-ad15-94f294c561b1,5,-1.0,0,5,0,0,0,0,0,0,0,-5,0
352,2015,e9d4ab78-3572-47ab-b4d3-e04c5af231f3,5,7.4,0,0,13,11,1,0,0,0,1,37,37
353,2015,ea357add-1a41-4a8b-8f34-bbfade7f4d98,15,1.933,0,9,13,0,4,4,0,0,0,29,28
354,2015,6a2b129d-a9e5-4131-b491-82269b323f77,260,3.719,7,0,37,37,35,0,29,-59,6,967,582
355,2015,c682e8ea-fe48-45d2-af60-682a6125ab22,3,5.667,0,0,11,0,0,0,0,0,0,17,3
356,2015,cc745cc3-d52a-454b-98c8-ac9155a9405c,1,1.0,0,0,1,0,1,0,0,0,0,1,0
357,2015,e3181493-6a2a-4e95-aa6f-3fc1ddeb7512,33,5.939,1,6,25,0,6,25,0,0,0,196,110
358,2015,4c3c6b63-aa1f-4452-9d1d-662073f06142,5,7.6,0,0,12,0,0,0,0,0,0,38,8
359,2015,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,52,5.962,1,6,28,1,8,25,1,-4,2,310,85
360,2015,af944a80-eba7-479d-b3b1-73279abdc67a,6,0.333,0,0,11,0,0,0,1,-17,0,2,-3
361,2015,d28afbc1-16c0-4012-b24a-1bd99817e8a9,182,4.066,15,0,45,28,22,0,22,-38,2,740,422
362,2015,01291a8d-d97c-4d88-b497-b5ad4b72f626,7,2.429,0,3,7,7,2,4,0,0,1,17,17
363,2015,af4ba620-2f00-4b00-9111-7897f2b1cde8,15,2.933,0,9,15,0,1,4,0,0,0,44,0
364,2015,cbf1cdba-d165-45f7-a695-5e0971dd9042,183,3.814,6,0,41,20,20,0,16,-28,2,698,399
365,2015,0f062def-77f5-4362-86cb-4bdb63a59eba,7,1.857,0,0,3,1,3,0,0,0,1,13,9
366,2015,441e8866-33f1-4820-9fa3-3aa2c7535975,5,3.4,0,0,13,0,0,0,1,-4,0,17,25
367,2015,7c16c04c-04de-41f3-ac16-ad6a9435e3f7,34,7.412,0,1,87,87,4,14,6,-13,2,252,38
368,2015,ccce5e8e-52ca-4f0f-a40f-fe5e7227d156,1,36.0,0,0,36,0,0,0,0,0,0,36,32
369,2015,0847010c-9a77-4f0b-9d63-c8b4b224d263,21,2.905,1,3,8,7,5,12,0,0,1,61,67
370,2015,e23dc743-ecee-4cf3-a263-69d3da3bae94,1,-1.0,0,1,-1,0,0,0,0,0,0,-1,0
371,2015,f7841baa-9284-4c03-b698-442570651c6c,152,4.737,9,0,48,48,18,0,12,-21,5,720,448
372,2015,fbb1cc32-4cbd-4089-b8ec-1e7bce8da408,2,0.5,0,0,5,0,0,0,1,-4,0,1,2
373,2015,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,3,9.667,0,0,24,0,0,0,0,0,0,29,1
374,2015,0045a36c-f464-49e0-a25a-9210edc94bc1,2,-1.0,0,2,-1,0,0,0,0,0,0,-2,0
375,2015,2958ea86-e2dc-4719-93e5-cc9d093ca963,5,5.2,0,0,8,0,0,0,0,0,0,26,21
376,2015,2fda010a-8c62-4c07-b601-4ba03f57e6af,84,5.929,0,12,49,12,6,54,0,0,2,498,137
377,2015,35823109-daf1-4825-92b8-564271398ecb,9,3.778,0,0,13,10,1,0,2,-15,1,34,9
378,2015,65f91b8b-6794-4273-bf42-4d00b5973ddd,160,3.963,3,0,38,38,22,0,19,-42,4,634,367
379,2015,aca06a5e-0e3a-4285-a025-199f8fa0376f,71,5.127,0,0,34,34,8,0,4,-8,4,364,166
380,2015,bbb63a36-8613-4675-8e5e-34200d245ff0,72,5.597,5,0,52,10,12,0,5,-7,6,403,282
381,2015,e033ce15-9fc5-430b-90e2-90dfe52b21c1,1,0.0,0,0,0,0,1,0,0,0,0,0,0
382,2015,00f88be8-45f9-4237-b2b8-3271ec790d07,3,-1.0,0,0,2,0,0,0,1,-7,0,-3,1
383,2015,540f8b30-900e-4d17-8756-c262ba5fa039,266,4.008,6,0,54,22,33,0,24,-55,6,1066,654
384,2015,5a20a439-bebc-4ef7-8b9f-30e1d677a26b,24,4.583,0,0,19,19,6,0,2,-2,1,110,62
385,2015,9f026fc0-4449-4dc5-a226-2e2830619381,33,4.182,0,12,24,0,4,17,0,0,0,138,40
386,2015,adadafa1-dc37-486d-8538-7db1e1b5f71e,16,4.625,2,0,19,0,0,0,1,-1,0,74,58
387,2015,01291a8d-d97c-4d88-b497-b5ad4b72f626,9,3.333,0,4,11,0,0,5,0,0,0,30,18
388,2015,63fd9abe-4bdf-4611-9497-0c67e030ce01,32,4.344,1,0,22,7,3,0,4,-8,1,139,94
389,2015,8263e101-aa33-435f-bf0f-388e1c4eeb59,15,5.2,1,1,24,0,1,12,1,-10,0,78,31
390,2015,cf8e8522-6220-4612-a8a1-72c496dac536,15,3.4,0,0,13,0,0,0,1,-1,0,51,23
391,2015,15b156b5-30cc-4070-b60a-1c09e62c5a9b,83,3.819,1,0,27,6,10,0,13,-38,3,317,180
392,2015,5ec072b3-2837-4cf1-bb4f-ecd873949626,28,4.429,1,0,19,0,2,0,2,-7,0,124,64
393,2015,cc3640b0-7560-431f-84ab-599e9dc8cac6,26,1.5,0,11,14,0,0,10,0,0,0,39,25
394,2015,e6c40f79-1bbd-4f62-9391-7f535f110c0d,6,3.667,0,1,11,0,0,2,0,0,0,22,0
395,2015,354dec38-b88b-4ba0-8974-859123f27c45,1,3.0,0,0,3,0,0,0,0,0,0,3,0
396,2015,5ed2cea8-e0c6-482c-9ee1-548c06612226,2,6.0,0,0,11,0,0,0,0,0,0,12,10
397,2015,6cb6226e-f08c-4192-95f1-69709ed686c6,20,3.05,0,9,18,0,4,8,0,0,0,61,2
398,2015,0366fd06-19a3-4b69-8448-6bfbfad1250b,35,6.171,0,0,42,0,3,0,5,-5,0,216,98
399,2015,3699dfd9-d437-43f7-b674-adbb31e7e64b,3,-1.0,0,3,-1,0,2,0,0,0,0,-3,0
400,2015,8002dd5e-a75a-4d72-9a8c-0f4dbc80d459,2,1.0,0,0,2,0,0,0,0,0,0,2,0
401,2015,bbd0942c-6f77-4f83-a6d0-66ec6548019e,26,1.846,0,11,13,13,7,4,0,0,5,48,10
402,2015,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,202,3.718,2,0,48,1,25,0,23,-35,1,751,461
403,2015,6512b90e-d6b3-4719-bb0c-a75f97673f37,148,3.628,1,0,23,6,17,0,13,-27,6,537,270
404,2015,91a95850-9514-49d5-b2b0-f8e21156daa0,14,2.929,0,0,5,0,0,0,0,0,0,41,41
405,2015,2a4de276-55bd-4756-9fa5-89fe30f5304f,17,3.529,0,0,12,0,1,0,2,-3,0,60,37
406,2015,40958157-617f-40b4-91e5-9895f66da29c,1,-3.0,0,0,-3,0,0,0,1,-3,0,-3,0
407,2015,62d4e94c-443f-44ed-9404-c6d6bdd9aa64,43,3.093,2,0,16,0,5,0,3,-3,0,133,87
408,2015,80715ecf-ffc9-4a93-a305-2193451b3382,4,0.5,0,0,2,0,1,0,0,0,0,2,1
409,2015,ade43b1a-0601-4672-83b6-d246bc066a19,44,3.614,2,14,18,5,7,24,0,0,1,159,46
410,2015,c5e430c5-7a8e-4e29-b30f-1a527f05cb89,143,4.175,2,0,36,24,11,0,18,-46,2,597,320
411,2015,c88d9352-b835-45ed-a909-1cfec09a58bc,6,6.833,1,0,15,0,0,0,1,-2,0,41,39
412,2015,0c39e276-7a5b-448f-a696-532506f1035a,3,4.667,0,0,9,0,0,0,0,0,0,14,10
413,2015,0ce48193-e2fa-466e-a986-33f751add206,58,5.931,1,12,18,17,7,43,0,0,1,344,62
414,2015,3283f152-d373-43b3-b88f-f6f261c48e81,13,3.846,1,0,12,0,0,0,3,-6,0,50,19
415,2015,e00b3426-238b-4bdb-85c3-bbf08b7469e3,1,11.0,0,0,11,0,0,0,0,0,0,11,2
416,2015,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,4,22.25,1,0,41,0,0,0,0,0,0,89,18
417,2015,6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3,1,29.0,0,0,29,0,0,0,0,0,0,29,2
418,2015,8c5067dc-1617-42fa-82eb-0596392ab20a,6,1.667,0,0,3,1,2,0,0,0,2,10,4
419,2015,a1c40664-b265-4083-aad2-54b4c734f2c5,3,4.333,0,0,10,0,0,0,1,-6,0,13,5
420,2015,ab58c0ac-a747-47e6-9b3c-505e41d2bd3d,327,4.541,18,0,80,80,45,0,48,-104,11,1485,783
421,2015,b37b5be9-4771-4368-988f-fb936f4fc0ad,1,6.0,0,0,6,0,0,0,0,0,0,6,0
422,2015,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,44,4.364,0,9,19,12,9,24,0,0,3,192,83
423,2015,da85107c-365c-4d58-90ab-479d97d798b4,2,7.5,1,0,9,0,0,0,0,0,0,15,6
424,2015,5c2a0c83-e18a-43dd-bd65-704771157e42,288,4.868,22,0,84,14,41,0,36,-78,6,1402,929
425,2015,fb3b36fc-b985-4807-8199-d038d7e62a93,54,3.944,1,11,21,10,9,34,0,0,6,213,58
426,2015,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,265,3.985,9,0,39,25,47,0,33,-92,11,1056,561
427,2015,349f647e-bfc3-4d84-af89-b33f8a08e26e,1,0.0,0,0,0,0,1,0,0,0,0,0,0
428,2015,5827b78b-5150-4ba9-bc46-902428e99a31,87,4.506,2,0,46,1,14,0,8,-17,1,392,182
429,2015,7e648a0b-fdc8-4661-a587-5826f2cac11b,36,1.75,0,14,18,0,4,13,1,-4,0,63,25
430,2015,214e55e4-a089-412d-9598-a16495df0d25,132,4.818,1,13,47,13,29,28,5,-22,10,636,288
431,2015,250199f2-1387-4b55-b96f-17fedea6db7f,1,-1.0,0,0,-1,0,0,0,1,-1,0,-1,0
432,2015,3aef6950-1c19-4454-a3d0-0afe9634ea9f,4,15.0,0,0,43,0,0,0,0,0,0,60,4
433,2015,72fbe462-91c5-4c84-9640-e8ad7cad6447,7,-0.286,0,4,2,0,0,0,0,0,0,-2,0
434,2015,96a1fc85-5af7-49fa-a5ac-ddc06c205ced,242,4.087,6,0,44,16,46,0,26,-70,6,989,627
435,2015,f413d6fb-5105-4110-b915-d92840a3e656,45,4.067,0,0,31,11,7,0,4,-11,1,183,115
436,2015,36007e6e-ca6b-42ee-b9f8-79a9a964f5bc,1,0.0,0,0,0,0,0,0,0,0,0,0,0
437,2015,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,4,3.0,0,0,6,0,1,0,1,-1,0,12,12
438,2015,b6b954eb-4591-4b7a-86b9-a481f15fdd58,8,2.25,0,0,11,0,0,0,2,-7,0,18,3
439,2015,bb5957e6-ce7d-47ab-8036-22191ffc1c44,24,0.583,0,17,12,1,4,3,0,0,1,14,1
440,2015,f336567d-44a9-4245-8452-1dd485fd70fb,166,4.633,5,0,70,11,31,0,17,-31,6,769,490
