,Player ID,Season,Rec Air Yards,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact
1509,294b247f-c8b9-4fe7-9fce-bb4011fff02f,2017,1,18.0,1,0,0,29,29,2,0,2,1,36,35,30
1510,2c35ed5f-7317-4776-8ee7-0438e0286508,2017,11,8.75,0,0,0,16,0,4,0,6,0,35,24,5
1511,6130be96-edf3-4361-b666-860c4ec46e7d,2017,19,7.25,0,0,0,14,0,4,1,13,0,29,10,4
1512,6444feb1-f5a4-4b45-9a45-79308a4445fd,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1513,6e444737-a1e1-4ddd-b963-cd6a9496fde0,2017,650,11.434,3,8,7,40,20,83,8,140,5,949,299,94
1514,6ef43c53-53d7-4b0f-ad99-17664d663ae8,2017,99,13.643,0,5,4,44,2,14,2,22,1,191,92,25
1515,77c7d2cf-2cbf-4901-8a42-863720980754,2017,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
1516,aca06a5e-0e3a-4285-a025-199f8fa0376f,2017,-30,5.609,0,1,1,20,0,23,1,28,0,129,159,35
1517,cd705357-f282-4cbf-8f11-391618d981c3,2017,44,9.167,1,3,3,29,0,30,1,38,0,275,231,61
1518,e23dc743-ecee-4cf3-a263-69d3da3bae94,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1519,f0805b80-e01c-46fd-99a6-dae1134fb764,2017,150,11.789,1,2,2,29,22,19,0,31,2,224,74,21
1520,f7841baa-9284-4c03-b698-442570651c6c,2017,9,8.0,3,2,2,25,16,28,3,40,1,224,215,67
1521,fbb1cc32-4cbd-4089-b8ec-1e7bce8da408,2017,223,15.105,0,2,1,32,25,19,1,31,2,287,64,29
1522,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,2017,388,11.809,0,7,5,38,10,47,4,92,2,555,167,83
1523,0f8ccece-d663-4069-944b-f318f64c60b7,2017,-19,8.207,10,3,3,49,11,58,5,83,4,476,495,114
1524,12f27311-7cd6-4ca5-ba7d-571e9de5e1eb,2017,84,8.636,0,2,2,20,0,11,1,23,0,95,11,9
1525,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,2017,357,16.676,2,5,5,62,62,34,0,65,4,567,210,49
1526,53dc492f-b4cc-4da2-a6cc-f61f7c23272f,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1527,5cc0007b-4561-4ff2-8fa7-242bec47dc5a,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1528,5f424505-f29f-433c-b3f2-1a143a04a010,2017,892,13.657,7,9,8,51,42,102,11,159,6,1393,501,161
1529,61194d09-1caf-4bd6-9ff2-a6b1601a1839,2017,6,4.5,0,0,0,7,0,2,0,4,0,9,3,0
1530,7a3d664b-e4d7-48e8-899d-5f7db6ecc4e4,2017,5,17.5,0,0,0,23,0,2,0,3,0,35,30,15
1531,82da09c2-e542-4f7d-87d9-24dfd8e014de,2017,250,10.533,0,1,1,27,10,30,5,52,3,316,66,22
1532,a6fe5f18-d78d-4a56-aea2-ef4bed7e647a,2017,408,16.93,1,4,4,75,75,43,0,69,4,728,320,71
1533,e47706c7-e14d-41fb-b13b-83a835a1f3bc,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1534,e5b8c439-a48a-4f83-b63b-1a4d30e04cd3,2017,33,10.333,2,2,2,38,28,27,3,35,3,279,246,108
1535,01d8aee3-e1c4-4988-970a-8c0c2d08bd83,2017,732,15.773,7,4,4,79,79,75,2,105,7,1183,451,81
1536,0ef0d0ca-2d2d-455b-ab63-a20c01303e37,2017,44,8.585,11,4,3,78,78,53,4,63,3,455,411,152
1537,11b9bcde-b2c8-412b-9689-4420182ca928,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1538,11cad59d-90dd-449c-a839-dddaba4fe16c,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1539,2958ea86-e2dc-4719-93e5-cc9d093ca963,2017,236,13.19,4,5,5,63,63,42,5,62,3,554,318,83
1540,2fda010a-8c62-4c07-b601-4ba03f57e6af,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1541,35823109-daf1-4825-92b8-564271398ecb,2017,70,10.214,0,0,0,57,57,14,1,16,2,143,73,35
1542,3d655ae8-d510-47d4-b5ab-936cd6a492f1,2017,3,9.0,0,1,1,10,0,2,0,4,0,18,15,0
1543,46b16198-116f-4913-85db-2bc21462bd66,2017,165,10.095,0,2,2,33,0,21,0,39,0,212,47,3
1544,4ceb866c-8eaf-49b5-9043-56228e43a2e5,2017,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
1545,65f91b8b-6794-4273-bf42-4d00b5973ddd,2017,22,5.556,0,0,0,25,8,27,4,34,2,150,128,5
1546,75dfd9cc-5419-49e1-bade-0632d03ca4b4,2017,27,8.6,0,0,0,18,0,5,2,12,0,43,16,4
