,Player ID,Season,Kick Return Yards,Kick Return Avg Yards,Kick Return Fair Catches,Kick Return Longest,Kick Return Returns,Kick Return Touchdowns
201,9480dd9f-151f-4e6d-b5a3-35f07bda4cac,2016,0,0.0,0,0,1,0
202,16e33176-b73e-49b7-b0aa-c405b47a706e,2016,23,23.0,0,0,1,0
203,52d09eea-a580-447a-8062-5841d5a9c8b3,2016,150,25.0,0,0,6,0
204,b8426cea-f8b9-4061-8d56-e70d1230103e,2016,5,2.5,0,0,2,0
205,4c3c6b63-aa1f-4452-9d1d-662073f06142,2016,545,30.278,0,100,18,1
206,af944a80-eba7-479d-b3b1-73279abdc67a,2016,268,20.615,0,0,13,0
207,095e0c1a-0bea-4bc6-868f-e4bbe2ce6c30,2016,31,15.5,0,0,2,0
208,442eb96a-deb6-4e73-b65a-a2bb25ffa968,2016,263,18.786,0,0,14,0
209,441e8866-33f1-4820-9fa3-3aa2c7535975,2016,32,10.667,0,0,3,0
210,4402b8d5-d6bf-43d0-9198-651506abba76,2016,79,19.75,0,0,4,0
211,fbb1cc32-4cbd-4089-b8ec-1e7bce8da408,2016,200,25.0,0,0,8,0
212,01d8aee3-e1c4-4988-970a-8c0c2d08bd83,2016,384,27.429,0,86,14,1
213,2958ea86-e2dc-4719-93e5-cc9d093ca963,2016,13,13.0,0,0,1,0
214,35823109-daf1-4825-92b8-564271398ecb,2016,338,22.533,0,0,15,0
215,8506c15c-15cc-4d2c-aebf-270c605fe0ec,2016,19,19.0,0,0,1,0
216,adadafa1-dc37-486d-8538-7db1e1b5f71e,2016,112,14.0,0,0,8,0
217,c78c299b-7c73-40fc-9155-2ede7f9849c7,2016,402,23.647,0,0,17,0
218,c7b7d27f-97c3-4c12-95c4-36205175c959,2016,20,20.0,0,0,1,0
219,37339e36-741c-4c1c-a9ab-bd89ed866fa0,2016,19,19.0,0,0,1,0
220,433587a5-dabc-4b1b-9545-66e570f806a7,2016,5,5.0,0,0,1,0
221,bd10efdf-d8e7-4e23-ab1a-1e42fb65131b,2016,12,12.0,0,0,1,0
222,15b156b5-30cc-4070-b60a-1c09e62c5a9b,2016,19,19.0,0,0,1,0
223,5274fac8-fa34-46fa-ac4d-7b58bb84999f,2016,36,18.0,0,0,2,0
224,5ec072b3-2837-4cf1-bb4f-ecd873949626,2016,277,30.778,0,0,9,0
225,c7d0a740-fcf2-4971-b1b6-43761d984bf9,2016,261,29.0,0,86,9,1
226,cfb0ff68-51cb-4dad-ba81-f9e019a93a91,2016,92,18.4,0,0,5,0
227,de3421f7-2147-4835-89a5-724e87bad463,2016,8,8.0,0,0,1,0
228,5ed2cea8-e0c6-482c-9ee1-548c06612226,2016,533,24.227,0,0,22,0
229,0366fd06-19a3-4b69-8448-6bfbfad1250b,2016,360,21.176,0,0,17,0
230,38f5843a-8318-4eb7-b517-c83d415e77a4,2016,14,14.0,0,0,1,0
231,c1ca7e3d-f072-41c7-8017-53401dbdd4d4,2016,47,15.667,0,0,3,0
232,1b8db398-7a7e-44df-922e-d979507e6bdb,2016,15,15.0,0,0,1,0
233,c323cdb9-74bc-4d68-9358-609f80eedbb7,2016,804,22.971,0,0,35,0
234,30ff46bc-a039-4af7-9050-81af98901a3e,2016,46,23.0,0,0,2,0
235,9691f874-be36-4529-a7eb-dde22ee4a848,2016,747,22.636,0,0,33,0
236,0c39e276-7a5b-448f-a696-532506f1035a,2016,366,20.333,0,0,18,0
237,bc175901-4a1f-4132-abb4-e49cc7d35e12,2016,64,21.333,0,0,3,0
238,cf8e8522-6220-4612-a8a1-72c496dac536,2016,64,21.333,0,0,3,0
239,e00b3426-238b-4bdb-85c3-bbf08b7469e3,2016,0,0.0,0,0,1,0
240,2e0badcd-b78c-40ee-a83b-a1bbb36bc545,2016,0,0.0,0,0,1,0
241,2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4,2016,19,19.0,0,0,1,0
242,4bff1c89-f4d1-4699-8c85-69bbbbaec5a2,2016,29,14.5,0,0,2,0
243,da85107c-365c-4d58-90ab-479d97d798b4,2016,792,31.68,0,104,25,1
244,d6d41a89-a8af-48b9-bf75-561de99a1d87,2016,47,11.75,0,0,4,0
245,052a93cf-8536-4a12-9831-84b27e8608da,2016,52,17.333,0,0,3,0
246,349f647e-bfc3-4d84-af89-b33f8a08e26e,2016,14,14.0,0,0,1,0
247,b030b668-0f41-484f-8e94-9fc576b8af63,2016,27,13.5,0,0,2,0
248,250199f2-1387-4b55-b96f-17fedea6db7f,2016,131,21.833,0,0,6,0
249,3aef6950-1c19-4454-a3d0-0afe9634ea9f,2016,391,21.722,0,0,18,0
250,48d7bc31-808f-423c-afc8-45c2c5dfa45f,2016,31,31.0,0,0,1,0
251,36007e6e-ca6b-42ee-b9f8-79a9a964f5bc,2016,105,15.0,0,0,7,0
252,b103b096-6be9-4f87-9ae4-5d217f560685,2016,152,19.0,0,0,8,0
253,b4ce3e07-7848-4da2-a33e-4f04ce540ba5,2016,144,14.4,0,0,10,0
254,769d7178-df4e-4127-8166-8116165921e8,2016,32,16.0,0,0,2,0
255,a735765c-3ca8-4557-b06e-a30fd415982c,2016,13,13.0,0,0,1,0
256,b040e601-ec40-4757-bf3d-71bf64ef99cf,2016,35,17.5,0,0,2,0
257,e311a7a2-eddb-439c-86b4-b1f1984186bc,2016,18,9.0,0,0,2,0
258,617269c1-88b3-45a6-b4a8-b2806a0cdaea,2016,53,26.5,0,0,2,0
259,9b13d2bc-b22c-4f91-8eeb-309f43422d6e,2016,51,51.0,0,0,1,0
260,06787c1d-f02b-4217-9152-c269e826928a,2016,599,27.227,0,0,22,0
261,4f724338-aa8c-436d-90b2-45299572c53e,2016,323,23.071,0,0,14,0
262,502b3a6c-e965-478a-858e-964b4ac2296c,2016,5,5.0,0,0,1,0
263,88856dfa-45ce-4b6e-bbf7-4f8413ac89ca,2016,180,20.0,0,0,9,0
264,16c67c97-ffd9-4f92-917d-ad6124ce1f6e,2016,0,0.0,0,0,1,0
265,260e8f87-1d08-4c69-8e2b-afa825c1a68a,2016,22,22.0,0,0,1,0
266,cf1a34f1-1aa7-45a1-b2b3-ffbecc8834f7,2016,105,21.0,0,0,5,0
267,dffa69ad-331e-4f09-ae38-40a5a4406be6,2016,606,26.348,0,0,23,0
268,3289f9ce-e1d1-40ed-9d3f-242a1712c586,2017,548,19.571,0,0,28,0
269,349f647e-bfc3-4d84-af89-b33f8a08e26e,2017,24,24.0,0,0,1,0
270,36007e6e-ca6b-42ee-b9f8-79a9a964f5bc,2017,18,18.0,0,0,1,0
271,adadafa1-dc37-486d-8538-7db1e1b5f71e,2017,50,25.0,0,0,2,0
272,06e41dc1-d5dc-4bdc-8fc3-e0d7c3a99ac4,2017,-5,-5.0,0,0,1,0
273,3d94860c-82db-43fd-aa99-3b72390111a4,2017,202,20.2,0,0,10,0
274,5de11f0b-8da9-42ba-9a93-db7f0a58543b,2017,479,22.81,0,0,21,0
275,a0b93053-d349-4dd1-a840-24577102699b,2017,147,21.0,0,0,7,0
276,f0805b80-e01c-46fd-99a6-dae1134fb764,2017,11,11.0,0,0,1,0
277,13ade86a-20c7-48fe-9d18-b3bfc135f5e9,2017,83,20.75,0,0,4,0
278,2d52ede5-1c65-4f18-a8ac-9306192ef625,2017,325,20.313,0,0,16,0
279,973bfe3c-6d0d-4130-a79c-f860650b1da6,2017,16,16.0,0,0,1,0
280,b25ba2bd-80bd-4295-9034-cf9242fb207b,2017,570,24.783,0,103,23,1
281,bd8052bd-0898-430b-99c9-2529e895ae79,2017,17,17.0,0,0,1,0
282,24cf6148-f0af-4103-a215-e06956764953,2017,7,7.0,0,0,1,0
283,6bb4d6f8-c8fb-4ca7-a416-a7010526114d,2017,663,20.719,0,0,32,0
284,c9a7ce89-90f7-4061-b9ac-dfd4e6c3cedf,2017,18,18.0,0,0,1,0
285,cee77408-f330-4a16-bb6f-dead52f9291f,2017,437,24.278,0,0,18,0
286,0b504d67-639b-4ba8-979a-498a3086257b,2017,346,26.615,0,0,13,0
287,990a689e-200b-4cda-85db-85d6c3af911c,2017,50,25.0,0,0,2,0
288,9547fbb1-0d4f-4d9e-83b9-e2fa30463bb9,2017,240,26.667,0,96,9,1
289,c9557ff2-899f-41e3-8a0e-35ca874db9b2,2017,0,0.0,0,0,1,0
290,e9d4ab78-3572-47ab-b4d3-e04c5af231f3,2017,151,16.778,0,0,9,0
291,413f7971-4d5b-496d-a11b-f623e9bc3b7c,2017,69,23.0,0,0,3,0
292,958c9833-2e55-411a-8e0e-ecc229bbeb14,2017,5,5.0,0,0,1,0
293,97c96dce-9b33-4d0e-ba01-5eb629192d19,2017,14,14.0,0,0,1,0
294,a0498a95-9dc3-4df5-8f51-a1564fb3de57,2017,20,10.0,0,0,2,0
295,a8c96abf-a911-47a0-ac16-dd51a8782b5e,2017,26,13.0,0,0,2,0
296,af944a80-eba7-479d-b3b1-73279abdc67a,2017,473,24.895,0,0,19,0
297,02779042-2b4e-4fa9-b598-364fe01b523a,2017,12,12.0,0,0,1,0
298,442eb96a-deb6-4e73-b65a-a2bb25ffa968,2017,93,18.6,0,0,5,0
