,Season,Team ID,TKey,3D Attempt,3D Successes,3D Pct,4D Attempt,4D Successes,4D Pct,Goal to Go Attempts,Goal to Go Successes,Goal to Go Pct,RedZone Attempts,RedZone Successes,RedZone Pct
136,2016,386bdbf9-9eea-4869-bb9a-274b0bc66e80,386bdbf9-9eea-4869-bb9a-274b0bc66e802016,224,85,37.946,27,13,48.148,28,21,75.0,55,27,49.091
137,2016,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,04aa1c9d-66da-489d-b16a-1dee3f2eec4d2016,219,78,35.616,19,9,47.368,20,14,70.0,43,23,53.488
138,2016,22052ff7-c065-42ee-bc8f-c4691c50e624,22052ff7-c065-42ee-bc8f-c4691c50e6242016,199,90,45.226,14,7,50.0,32,18,56.25,61,28,45.902
139,2016,7b112545-38e6-483c-a55c-96cf6ee49cb8,7b112545-38e6-483c-a55c-96cf6ee49cb82016,185,70,37.838,14,4,28.571,23,17,73.913,49,25,51.02
140,2016,c5a59daa-53a7-4de0-851f-fb12be893e9e,c5a59daa-53a7-4de0-851f-fb12be893e9e2016,195,83,42.564,10,7,70.0,26,20,76.923,48,26,54.167
141,2016,a20471b4-a8d9-40c7-95ad-90cc30e46932,a20471b4-a8d9-40c7-95ad-90cc30e469322016,210,98,46.667,17,7,41.176,35,27,77.143,66,40,60.606
142,2016,33405046-04ee-4058-a950-d606f8c30852,33405046-04ee-4058-a950-d606f8c308522016,213,81,38.028,18,8,44.444,26,16,61.538,50,23,46.0
143,2016,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,4254d319-1bc7-4f81-b4ab-b5e6f3402b692016,214,94,43.925,9,4,44.444,21,18,85.714,54,28,51.852
144,2016,e6aa13a4-0055-48a9-bc41-be28dc106929,e6aa13a4-0055-48a9-bc41-be28dc1069292016,178,75,42.135,14,8,57.143,36,28,77.778,63,39,61.905
145,2016,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,f14bf5cc-9a82-4a38-bc15-d39f75ed53142016,223,83,37.22,17,11,64.706,29,21,72.414,49,29,59.184
146,2016,0d855753-ea21-4953-89f9-0e20aff9eb73,0d855753-ea21-4953-89f9-0e20aff9eb732016,220,107,48.636,15,13,86.667,41,33,80.488,68,45,66.176
147,2016,f0e724b0-4cbf-495a-be47-013907608da9,f0e724b0-4cbf-495a-be47-013907608da92016,222,78,35.135,19,10,52.632,18,15,83.333,44,30,68.182
148,2016,de760528-1dc0-416a-a978-b510d20692ff,de760528-1dc0-416a-a978-b510d20692ff2016,214,87,40.654,10,5,50.0,34,27,79.412,54,35,64.815
149,2016,2eff2a03-54d4-46ba-890e-2bc3925548f3,2eff2a03-54d4-46ba-890e-2bc3925548f32016,213,67,31.455,20,8,40.0,18,12,66.667,34,16,47.059
150,2016,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3d08af9e-c767-4f88-a7dc-b920c6d2b4a82016,207,79,38.164,11,4,36.364,29,17,58.621,56,26,46.429
151,2017,768c92aa-75ff-4a43-bcc0-f2798c2e1724,768c92aa-75ff-4a43-bcc0-f2798c2e17242017,241,101,41.909,15,2,13.333,28,17,60.714,44,23,52.273
152,2017,4809ecb0-abd3-451d-9c4a-92a90b83ca06,4809ecb0-abd3-451d-9c4a-92a90b83ca062017,202,64,31.683,24,7,29.167,21,16,76.19,38,20,52.632
153,2017,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,5fee86ae-74ab-4bdd-8416-42a9dd9964f32017,228,81,35.526,13,7,53.846,19,14,73.684,33,18,54.545
154,2017,97354895-8c77-4fd4-a860-32e62ea7382a,97354895-8c77-4fd4-a860-32e62ea7382a2017,202,82,40.594,13,8,61.538,38,30,78.947,70,42,60.0
155,2017,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,ad4ae08f-d808-42d5-a1e6-e9bc4e34d1232017,199,67,33.668,12,5,41.667,20,16,80.0,43,24,55.814
156,2017,d5a2eb42-8065-4174-ab79-0a6fa820e35e,d5a2eb42-8065-4174-ab79-0a6fa820e35e2017,216,73,33.796,23,12,52.174,21,13,61.905,39,19,48.718
157,2017,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,ebd87119-b331-4469-9ea6-d51fe3ce2f1c2017,223,76,34.081,16,10,62.5,27,20,74.074,52,30,57.692
158,2017,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,cb2f9f1f-ac67-424e-9e72-1475cb0ed3982017,209,92,44.019,8,3,37.5,29,22,75.862,63,32,50.794
159,2017,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd92017,228,87,38.158,17,8,47.059,17,9,52.941,40,16,40.0
160,2017,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de2017,227,85,37.445,13,10,76.923,28,24,85.714,50,32,64.0
161,2017,82d2d380-3834-4938-835f-aec541e5ece7,82d2d380-3834-4938-835f-aec541e5ece72017,209,76,36.364,10,5,50.0,25,18,72.0,42,22,52.381
162,2017,d26a1ca5-722d-4274-8f97-c92e49c96315,d26a1ca5-722d-4274-8f97-c92e49c963152017,202,71,35.149,10,5,50.0,21,15,71.429,40,21,52.5
163,2017,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa02017,241,94,39.004,20,7,35.0,21,11,52.381,48,19,39.583
164,2017,1f6dcffb-9823-43cd-9ff4-e7a8466749b5,1f6dcffb-9823-43cd-9ff4-e7a8466749b52017,209,84,40.191,11,5,45.455,31,19,61.29,47,22,46.809
165,2017,6680d28d-d4d2-49f6-aace-5292d3ec02c2,6680d28d-d4d2-49f6-aace-5292d3ec02c22017,199,78,39.196,10,3,30.0,21,14,66.667,50,21,42.0
166,2017,1c1cec48-6352-4556-b789-35304c1a6ae1,1c1cec48-6352-4556-b789-35304c1a6ae12017,204,82,40.196,24,8,33.333,19,16,84.211,34,20,58.824
167,2017,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,e627eec7-bbae-4fa4-8e73-8e1d6bc5c0602017,203,87,42.857,19,10,52.632,27,20,74.074,52,31,59.615
168,2017,386bdbf9-9eea-4869-bb9a-274b0bc66e80,386bdbf9-9eea-4869-bb9a-274b0bc66e802017,230,96,41.739,26,17,65.385,24,20,83.333,55,36,65.455
169,2017,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,04aa1c9d-66da-489d-b16a-1dee3f2eec4d2017,227,74,32.599,21,8,38.095,20,11,55.0,39,19,48.718
170,2017,22052ff7-c065-42ee-bc8f-c4691c50e624,22052ff7-c065-42ee-bc8f-c4691c50e6242017,204,66,32.353,16,9,56.25,23,14,60.87,46,25,54.348
171,2017,7b112545-38e6-483c-a55c-96cf6ee49cb8,7b112545-38e6-483c-a55c-96cf6ee49cb82017,205,71,34.634,18,7,38.889,19,11,57.895,33,20,60.606
172,2017,c5a59daa-53a7-4de0-851f-fb12be893e9e,c5a59daa-53a7-4de0-851f-fb12be893e9e2017,209,81,38.756,9,1,11.111,24,17,70.833,46,26,56.522
173,2017,a20471b4-a8d9-40c7-95ad-90cc30e46932,a20471b4-a8d9-40c7-95ad-90cc30e469322017,211,83,39.336,28,15,53.571,23,18,78.261,42,26,61.905
174,2017,33405046-04ee-4058-a950-d606f8c30852,33405046-04ee-4058-a950-d606f8c308522017,216,94,43.519,7,1,14.286,31,24,77.419,57,33,57.895
175,2017,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,4254d319-1bc7-4f81-b4ab-b5e6f3402b692017,196,85,43.367,8,4,50.0,26,18,69.231,53,26,49.057
176,2017,e6aa13a4-0055-48a9-bc41-be28dc106929,e6aa13a4-0055-48a9-bc41-be28dc1069292017,197,88,44.67,13,4,30.769,27,21,77.778,54,27,50.0
177,2017,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,f14bf5cc-9a82-4a38-bc15-d39f75ed53142017,222,93,41.892,11,5,45.455,27,19,70.37,52,28,53.846
178,2017,0d855753-ea21-4953-89f9-0e20aff9eb73,0d855753-ea21-4953-89f9-0e20aff9eb732017,194,73,37.629,15,12,80.0,30,22,73.333,55,32,58.182
179,2017,f0e724b0-4cbf-495a-be47-013907608da9,f0e724b0-4cbf-495a-be47-013907608da92017,234,91,38.889,18,8,44.444,28,18,64.286,51,24,47.059
180,2017,de760528-1dc0-416a-a978-b510d20692ff,de760528-1dc0-416a-a978-b510d20692ff2017,233,82,35.193,16,7,43.75,18,7,38.889,48,20,41.667
181,2017,2eff2a03-54d4-46ba-890e-2bc3925548f3,2eff2a03-54d4-46ba-890e-2bc3925548f32017,214,88,41.121,12,5,41.667,33,26,78.788,69,38,55.072
182,2017,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3d08af9e-c767-4f88-a7dc-b920c6d2b4a82017,212,79,37.264,9,5,55.556,21,15,71.429,45,25,55.556
183,2018,768c92aa-75ff-4a43-bcc0-f2798c2e1724,768c92aa-75ff-4a43-bcc0-f2798c2e17242018,215,68,31.628,18,7,38.889,16,13,81.25,37,22,59.459
184,2018,4809ecb0-abd3-451d-9c4a-92a90b83ca06,4809ecb0-abd3-451d-9c4a-92a90b83ca062018,186,56,30.108,13,8,61.538,11,7,63.636,31,16,51.613
185,2018,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,5fee86ae-74ab-4bdd-8416-42a9dd9964f32018,214,69,32.243,22,11,50.0,13,10,76.923,45,20,44.444
186,2018,97354895-8c77-4fd4-a860-32e62ea7382a,97354895-8c77-4fd4-a860-32e62ea7382a2018,201,82,40.796,14,7,50.0,36,23,63.889,57,34,59.649
187,2018,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,ad4ae08f-d808-42d5-a1e6-e9bc4e34d1232018,187,69,36.898,17,9,52.941,26,21,80.769,45,32,71.111
188,2018,d5a2eb42-8065-4174-ab79-0a6fa820e35e,d5a2eb42-8065-4174-ab79-0a6fa820e35e2018,208,73,35.096,21,9,42.857,27,21,77.778,48,32,66.667
189,2018,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,ebd87119-b331-4469-9ea6-d51fe3ce2f1c2018,231,104,45.022,22,13,59.091,31,20,64.516,59,33,55.932
190,2018,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,cb2f9f1f-ac67-424e-9e72-1475cb0ed3982018,198,88,44.444,14,9,64.286,31,26,83.871,49,36,73.469
191,2018,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd92018,214,104,48.598,15,7,46.667,34,26,76.471,64,44,68.75
192,2018,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de2018,230,93,40.435,17,8,47.059,17,10,58.824,34,15,44.118
193,2018,82d2d380-3834-4938-835f-aec541e5ece7,82d2d380-3834-4938-835f-aec541e5ece72018,208,77,37.019,12,8,66.667,31,19,61.29,60,30,50.0
194,2018,d26a1ca5-722d-4274-8f97-c92e49c96315,d26a1ca5-722d-4274-8f97-c92e49c963152018,205,82,40.0,12,7,58.333,23,17,73.913,47,25,53.191
195,2018,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,ce92bd47-93d5-4fe9-ada4-0fc681e6caa02018,207,69,33.333,25,15,60.0,24,19,79.167,44,25,56.818
196,2018,1f6dcffb-9823-43cd-9ff4-e7a8466749b5,1f6dcffb-9823-43cd-9ff4-e7a8466749b52018,177,70,39.548,8,7,87.5,26,20,76.923,53,34,64.151
197,2018,6680d28d-d4d2-49f6-aace-5292d3ec02c2,6680d28d-d4d2-49f6-aace-5292d3ec02c22018,176,83,47.159,15,12,80.0,41,32,78.049,71,51,71.831
198,2018,1c1cec48-6352-4556-b789-35304c1a6ae1,1c1cec48-6352-4556-b789-35304c1a6ae12018,197,73,37.056,16,7,43.75,25,16,64.0,43,23,53.488
199,2018,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,e627eec7-bbae-4fa4-8e73-8e1d6bc5c0602018,215,89,41.395,21,12,57.143,25,13,52.0,50,24,48.0
200,2018,386bdbf9-9eea-4869-bb9a-274b0bc66e80,386bdbf9-9eea-4869-bb9a-274b0bc66e802018,205,84,40.976,23,14,60.87,31,23,74.194,57,33,57.895
201,2018,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,04aa1c9d-66da-489d-b16a-1dee3f2eec4d2018,206,76,36.893,20,12,60.0,26,16,61.538,54,27,50.0
202,2018,22052ff7-c065-42ee-bc8f-c4691c50e624,22052ff7-c065-42ee-bc8f-c4691c50e6242018,206,75,36.408,18,10,55.556,19,15,78.947,40,21,52.5
203,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,7b112545-38e6-483c-a55c-96cf6ee49cb82018,200,82,41.0,15,9,60.0,33,27,81.818,54,36,66.667
204,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,c5a59daa-53a7-4de0-851f-fb12be893e9e2018,208,75,36.058,18,11,61.111,25,19,76.0,49,26,53.061
205,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,a20471b4-a8d9-40c7-95ad-90cc30e469322018,204,75,36.765,20,10,50.0,26,20,76.923,47,29,61.702
206,2018,33405046-04ee-4058-a950-d606f8c30852,33405046-04ee-4058-a950-d606f8c308522018,204,73,35.784,21,9,42.857,20,15,75.0,50,27,54.0
207,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,4254d319-1bc7-4f81-b4ab-b5e6f3402b692018,187,86,45.989,13,9,69.231,30,23,76.667,60,36,60.0
208,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,e6aa13a4-0055-48a9-bc41-be28dc1069292018,203,92,45.32,19,10,52.632,27,19,70.37,50,32,64.0
209,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,f14bf5cc-9a82-4a38-bc15-d39f75ed53142018,185,77,41.622,19,9,47.368,31,26,83.871,58,36,62.069
210,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0d855753-ea21-4953-89f9-0e20aff9eb732018,184,82,44.565,16,13,81.25,39,33,84.615,69,48,69.565
211,2018,f0e724b0-4cbf-495a-be47-013907608da9,f0e724b0-4cbf-495a-be47-013907608da92018,193,73,37.824,10,5,50.0,26,15,57.692,51,21,41.176
212,2018,de760528-1dc0-416a-a978-b510d20692ff,de760528-1dc0-416a-a978-b510d20692ff2018,199,58,29.146,16,6,37.5,15,12,80.0,28,18,64.286
213,2018,2eff2a03-54d4-46ba-890e-2bc3925548f3,2eff2a03-54d4-46ba-890e-2bc3925548f32018,191,86,45.026,15,6,40.0,41,30,73.171,80,46,57.5
214,2018,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,3d08af9e-c767-4f88-a7dc-b920c6d2b4a82018,208,81,38.942,14,11,78.571,29,22,75.862,55,36,65.455
