Key,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact
bd01d907-cd57-48cb-9136-5692a4764a20 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,10.437999999999999,2,5,4,27,15,32,5,52,5,334,140,45
c2a19a09-74a2-4ace-8cc3-6dfb65070a70 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,9.0,0,0,0,11,11,3,1,3,1,27,34,6
c3859e06-5f23-4302-a71b-04820a899d5f 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,12.970999999999998,7,7,7,43,25,103,14,150,10,1336,569,152
e033ce15-9fc5-430b-90e2-90dfe52b21c1 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,12.0,1,1,1,36,36,8,1,9,1,96,56,18
00f88be8-45f9-4237-b2b8-3271ec790d07 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,12.727,1,3,3,36,8,22,2,31,1,280,97,13
0ee05dd7-e99e-43c8-ba2b-0922be1d8be1 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,0.0,0,0,0,0,0,0,0,1,0,0,0,0
14c97c9f-26e8-4944-9299-f90de6aeada3 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,12.5,1,0,0,44,0,6,0,6,0,75,56,44
27e60657-f73d-4125-906d-aa72cc3477dc 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,10.978,2,3,4,44,31,45,1,64,2,494,211,65
2f7650ef-1dcf-40f2-8ce5-f2090b6bc325 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,8.0,0,0,0,8,0,1,0,2,0,8,8,4
3b7a1409-d154-4e5c-8c94-9d4a0e0993c7 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,13.175999999999998,4,9,9,45,25,68,7,101,6,896,343,88
5707d2b0-ea9e-4a5e-8289-9d52197301d9 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,11.25,0,0,0,24,6,12,1,16,2,135,53,6
5c2a0c83-e18a-43dd-bd65-704771157e42 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,6.444,1,2,2,23,0,18,1,24,0,116,94,27
5ed2cea8-e0c6-482c-9ee1-548c06612226 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,6.667000000000001,1,0,0,13,0,6,1,6,0,40,47,20
82bce0be-9a87-4b6d-a85b-623bf8d1674e 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,5.6,1,4,4,17,0,15,3,20,0,84,90,34
955093e0-39aa-48b4-b34d-259b369e6535 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,4.6,0,1,1,8,0,5,0,7,0,23,18,4
9f026fc0-4449-4dc5-a226-2e2830619381 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,-9.0,0,0,0,-9,0,1,0,1,0,-9,-9,0
9f2aebe4-b654-4f0e-a437-ec46f20b6bfe 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,11.73,2,4,3,66,19,63,3,88,3,739,241,61
b2a9b0d4-b5dd-4d6c-9ad3-8491502edb51 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,10.267000000000001,0,3,2,32,9,15,0,31,1,154,31,4
c78c299b-7c73-40fc-9155-2ede7f9849c7 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,8.926,3,3,3,32,0,68,1,81,0,607,495,149
c7b7d27f-97c3-4c12-95c4-36205175c959 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,9.0,1,0,0,9,0,1,0,1,0,9,7,5
cf23126f-055b-4617-819b-bb4bcb84541a 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,7.3,0,0,0,30,3,10,3,11,3,73,55,9
d3fab07b-f02a-433d-9612-cb0a751f324d 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,9.571,0,0,0,23,6,7,2,12,1,67,16,6
e9d4ab78-3572-47ab-b4d3-e04c5af231f3 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,14.0,4,2,2,47,0,19,2,27,0,266,131,45
00f88be8-45f9-4237-b2b8-3271ec790d07 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,13.679,1,3,3,90,90,53,5,76,6,725,318,93
10952a8e-9da1-447b-a016-c699db00c5f0 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,14.75,0,2,2,49,23,20,5,35,2,295,78,39
26b9c11d-c557-4bef-b990-65498858df47 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0.0,0,0,0,0,0,0,0,1,0,0,0,0
36f62824-1cdb-4e9e-8a11-55df97e562b9 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,10.8,0,0,0,22,0,5,2,8,0,54,20,8
37339e36-741c-4c1c-a9ab-bd89ed866fa0 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,6.667000000000001,1,0,0,14,0,9,0,12,0,60,57,17
3c2db5b7-77bf-4c52-bb77-b0fe3cf89e5e 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,9.0,0,0,0,12,0,2,0,3,0,18,6,3
43e8a6ac-d451-4dbd-b145-797764f91494 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,11.37,2,2,2,39,39,27,3,36,3,307,110,47
502b3a6c-e965-478a-858e-964b4ac2296c 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,17.5,0,2,2,64,64,8,1,13,2,140,37,0
5a20a439-bebc-4ef7-8b9f-30e1d677a26b 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,6.5,0,1,1,10,0,2,1,4,0,13,13,0
7092bb09-a161-4ab9-8d19-fdcf1a91bb3d 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,10.338,2,1,1,32,32,65,4,87,3,672,213,46
86197778-8d4b-4eba-affe-08ef7be7c70b 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0.0,0,0,0,0,0,0,1,1,0,0,0,0
8caec1b4-e0b6-4a84-b8c8-617d6e91ef6a 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,9.667,2,1,1,17,0,12,1,17,0,116,66,22
9e174ff2-ca0e-4e6b-96f7-90f0088f7edd 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,15.364,0,6,5,49,49,33,6,68,2,507,173,38
b6ec1773-309e-422c-b82c-b55a557031d6 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0.0,0,0,0,0,0,0,0,1,0,0,0,0
bef8b2b4-78bd-4a4d-bb5d-6b55ada9ef6a 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,7.364,3,2,2,38,38,77,9,95,3,567,576,123
c323cdb9-74bc-4d68-9358-609f80eedbb7 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,8.857000000000001,1,2,2,15,0,14,0,20,0,124,34,9
d0f9112d-2496-450a-9fc5-d2d01b4d2454 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,9.308,1,1,0,43,1,26,3,32,1,242,164,20
ec2db5f2-ffec-4ece-9ca9-7a860c4880b6 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,15.0,0,0,0,32,0,3,1,7,0,45,27,3
15b156b5-30cc-4070-b60a-1c09e62c5a9b 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,10.667,2,4,2,37,37,15,1,23,2,160,127,56
23b17031-de21-412d-8182-5a4bca1049a1 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,8.286,0,3,2,13,0,7,0,13,0,58,65,11
3058b3c8-0fa3-4bd4-9df9-6a56a7b4af88 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,8.833,0,0,0,18,0,6,0,7,0,53,11,4
5c529c33-8a1d-413a-b635-880ac86f30c1 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,12.969000000000001,3,3,3,52,16,65,8,92,6,843,272,112
69568326-f210-4b88-a5cb-10376c64893e 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,8.727,4,0,0,23,0,22,1,25,0,192,264,43
7b96a836-666b-47b6-a0a7-9dbb0b4c53e8 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,15.0,2,1,1,56,56,20,2,28,2,300,83,24
9ae2584a-40c1-4b30-be34-a9567659eacd 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,10.5,0,0,0,11,0,2,0,2,0,21,14,2
9c18801d-bdaa-4036-9663-24280c763bcf 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,13.4,0,2,2,30,0,5,1,11,0,67,16,1
b37b5be9-4771-4368-988f-fb936f4fc0ad 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0.0,0,0,0,0,0,0,0,3,0,0,0,0
bb78a66a-a8ec-4294-8858-c7e5a1d15106 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,4.0,1,0,0,12,0,5,0,6,0,20,30,12
c58e6a2c-2206-4d42-b368-fe6f0ecb1262 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,48.0,0,0,0,48,0,1,0,3,0,48,0,0
c7d0a740-fcf2-4971-b1b6-43761d984bf9 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,8.214,1,2,2,36,36,28,5,35,2,230,226,27
c8232b55-6617-4dd9-a7cf-cf14cd9a29ab 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,10.0,0,0,0,15,0,1,0,1,0,10,2,0
c88d9352-b835-45ed-a909-1cfec09a58bc 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,9.267000000000001,6,3,2,32,6,30,3,44,1,278,152,71
cfb0ff68-51cb-4dad-ba81-f9e019a93a91 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,11.5,3,4,3,83,83,64,7,97,4,736,350,76
de3421f7-2147-4835-89a5-724e87bad463 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,10.026,3,7,5,34,23,116,12,156,8,1163,353,98
e00b3426-238b-4bdb-85c3-bbf08b7469e3 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,7.0,0,0,0,7,0,1,0,1,0,7,9,0
e8029983-87cf-49a2-bc04-04c8233a0630 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,10.121,2,1,1,32,32,33,5,44,4,334,161,51
e9a5c16b-4472-4be9-8030-3f77be7890cb 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,4.0,0,0,0,4,0,1,0,1,0,4,9,0
0f28eda1-8042-4d0c-9392-81ef58be62a5 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,10.0,0,0,0,22,0,4,0,8,0,40,4,2
132721b4-fd32-4795-b214-ab4baaaceb3a 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,12.437999999999999,3,2,2,26,6,16,1,27,1,199,76,27
1ffc735b-74d8-44d2-ab32-00c5485c799f 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,13.212,1,6,5,58,7,66,7,107,4,872,309,53
354dec38-b88b-4ba0-8974-859123f27c45 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,13.662,6,4,4,51,33,77,7,124,6,1052,305,105
567fe739-5425-4d78-896c-f1486813910d 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,6.357,3,2,2,21,0,14,0,22,0,89,81,26
6195ddc9-ab2b-469a-b824-a890736d6db7 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,18.8,0,1,1,49,49,10,1,19,2,188,16,0
6c6a6099-0169-4c9a-b024-0d8f4a795f38 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,6.25,1,0,0,16,0,8,1,9,0,50,51,27
6efb8027-b537-4dd1-883f-459450708ad4 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,14.2,0,1,1,30,0,5,0,8,0,71,8,4
9811b753-347c-467a-b3cb-85937e71e2b9 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,7.922999999999999,13,6,4,57,57,91,6,121,4,721,768,195
b77aa319-b97f-4316-84c5-e51390432644 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,9.556000000000001,0,0,0,24,3,9,3,14,1,86,31,7
cccc9f16-9508-434f-b7a4-9a29cb0cacf9 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,10.88,1,2,2,29,16,25,3,34,1,272,130,26
e21365af-8d66-416e-b0a5-8816d18fcfd9 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,12.822000000000001,1,3,3,54,18,45,5,64,3,577,388,109
fbb1cc32-4cbd-4089-b8ec-1e7bce8da408 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,17.273,0,0,0,39,21,11,0,16,1,190,23,8
0366fd06-19a3-4b69-8448-6bfbfad1250b 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,6.537000000000001,4,6,5,23,13,41,1,55,1,268,219,55
0a95e792-6455-4927-9539-f95fa7f41fbb 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,14.68,1,3,3,53,53,25,1,36,2,367,175,33
2dcc8e56-ac32-4774-a011-b1e65ca73786 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,8.2,1,0,0,15,6,5,1,9,1,41,21,4
35341f6c-bca9-427b-a8eb-f9a24a334184 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,8.333,0,0,0,15,10,9,1,10,1,75,17,1
3d655ae8-d510-47d4-b5ab-936cd6a492f1 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,7.0,0,0,0,7,0,1,0,2,0,7,0,0
4402b8d5-d6bf-43d0-9198-651506abba76 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,7.846,0,3,3,23,23,13,0,18,1,102,100,34
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,10.0,1,4,4,20,7,10,2,24,1,100,29,12
5274fac8-fa34-46fa-ac4d-7b58bb84999f 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,7.5,0,0,0,17,0,4,0,6,0,30,28,4
8002dd5e-a75a-4d72-9a8c-0f4dbc80d459 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,13.379000000000001,0,5,4,79,79,29,3,49,2,388,211,86
9eb60195-a390-4a96-bebd-8a761551c163 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,14.0,0,0,0,14,0,1,0,1,0,14,7,4
ab58c0ac-a747-47e6-9b3c-505e41d2bd3d 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,10.4,7,3,3,52,7,20,2,26,1,208,201,111
c1ca7e3d-f072-41c7-8017-53401dbdd4d4 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,10.857000000000001,0,1,1,42,0,28,2,47,0,304,100,13
c3bf8d3e-3b2e-4f9e-ad74-c0a684035f17 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,10.333,4,5,3,34,9,54,5,84,2,558,231,48
c80914e5-5b9b-4ed8-a993-bcdf5f77f5f6 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,12.091,2,3,3,32,6,44,3,78,2,532,132,36
c99cb557-3364-4755-a353-82737ba1de6b 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,8.0,0,0,0,8,0,1,0,2,0,8,2,1
cf1a34f1-1aa7-45a1-b2b3-ffbecc8834f7 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,13.1,1,1,0,46,46,20,0,35,2,262,46,9
e601812f-ce24-4e99-bee0-e33c1e9014e4 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,1.6669999999999998,0,0,0,8,0,3,0,4,0,5,9,3
f8ca735c-2779-4d0c-914e-e58e11c2356d 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,6.0,0,0,0,6,0,3,0,3,0,18,1,0
0045a36c-f464-49e0-a25a-9210edc94bc1 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,8.0,0,0,0,8,0,1,0,1,0,8,14,2
06787c1d-f02b-4217-9152-c269e826928a 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,9.0,0,0,0,9,0,1,0,2,0,9,13,3
0fd32417-8410-4a8f-8919-386c433bca43 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,13.709000000000001,5,4,3,43,36,55,4,94,4,754,216,139
1b8db398-7a7e-44df-922e-d979507e6bdb 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,8.357000000000001,1,1,1,20,20,14,0,25,1,117,46,12
4b09ab09-1457-4c9d-a99d-6a03d8e76c76 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,7.25,1,1,0,18,0,20,1,27,0,145,127,41
4b3677f5-712e-43f2-b7bb-51ac6f291b86 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,10.269,2,0,0,54,3,67,4,93,2,688,226,51
5b496c58-83ef-4763-b1e0-5f052af46b3e 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,23.0,0,0,0,54,0,4,0,8,0,92,6,0
80715ecf-ffc9-4a93-a305-2193451b3382 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,6.0,0,0,0,6,0,1,0,1,0,6,6,1
87171077-4c1c-4b67-b159-2cc6242988e0 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,9.6,0,0,0,23,2,5,1,6,1,48,13,9
8f249da2-2528-4f68-8587-4400c924aba4 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,8.0,0,0,0,16,0,4,0,5,0,32,2,2
9c04a540-cb7c-41dc-8e7c-50b7af29a3a2 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,4.5,0,1,1,9,0,2,0,4,0,9,9,0
a8342d20-9901-49a6-bc45-79f192418188 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,10.211,9,3,1,70,70,71,5,91,5,725,520,107
b8033c75-de94-46df-a645-284f419c4497 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,9.75,0,0,0,26,10,8,2,10,1,78,34,7
bc0f07a4-3e7b-4e61-987a-05533dc225be 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,10.537,1,3,3,47,39,54,7,76,6,569,190,32
bfaedf99-7618-4925-b362-90415c22a3b6 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,12.818,1,5,4,55,45,33,6,54,7,423,170,48
d76c8e95-7c6e-4def-9fd9-d813df18b3b8 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,14.0,0,0,0,20,0,3,0,5,0,42,4,1
16c67c97-ffd9-4f92-917d-ad6124ce1f6e 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,6.692,2,2,2,13,0,13,0,19,0,87,58,21
1a2fbc23-e6db-4d2f-a152-2c774341b7c4 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,14.514000000000001,2,2,3,39,39,35,4,62,5,508,101,42
2a1658c4-c9fd-4a98-b619-74ec35e30bf5 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,0.0,0,0,0,0,0,0,0,1,0,0,0,0
2a4de276-55bd-4756-9fa5-89fe30f5304f 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,8.0,0,2,2,30,0,7,0,10,0,56,59,37
32d18129-6c6c-4401-9695-8661ab84b288 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,5.5,0,0,0,6,0,2,0,3,0,11,1,0
40958157-617f-40b4-91e5-9895f66da29c 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,10.0,1,0,0,26,23,19,2,27,2,190,36,14
5ec01774-4a79-40aa-be4a-e33c71bd5bf4 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,11.727,1,0,0,41,0,11,0,17,0,129,115,27
617435c6-4a3f-4689-ab15-44bd93b33615 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,5.739,0,2,2,21,0,23,1,30,0,132,84,6
62d4e94c-443f-44ed-9404-c6d6bdd9aa64 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,6.295,3,7,6,20,0,61,5,74,0,384,406,78
659d31a3-9c62-4e3d-a0ea-b2e4967d6947 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,15.186,6,7,4,60,30,70,6,119,5,1063,350,109
67d56171-7522-430c-b7d9-8f7e2b6624d3 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,12.524000000000001,2,0,0,39,8,21,1,24,1,263,110,32
6faa5a10-56b8-4dd0-b8de-0cf1378b6726 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,6.656000000000001,4,0,0,24,13,32,0,39,1,213,267,38
b2c4ef6b-4caf-4f4e-9cdd-3bd9f2e38d01 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,0.0,0,0,0,0,0,0,0,1,0,0,0,0
bb9f0c5a-cbc2-43bb-9aa5-77cdc7e77bb6 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,11.110999999999999,0,3,3,29,15,9,5,20,3,100,23,6
c57b1184-e381-40cc-b603-f703e10d3fad 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,7.273,2,2,1,15,4,11,1,24,1,80,26,11
c5e430c5-7a8e-4e29-b30f-1a527f05cb89 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,9.0,0,0,0,12,0,2,0,2,0,18,19,1
c88d9352-b835-45ed-a909-1cfec09a58bc 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,11.75,9,5,5,67,45,44,1,69,3,517,281,107
eeb9e3f4-e378-44ca-94b6-a724011ad710 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,3.75,0,0,0,8,0,4,0,4,0,15,14,4
f5d20030-d934-45e3-8282-e34c6c83ad84 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,6.7,1,2,2,23,0,10,0,15,0,67,87,15
0b97067d-9e06-4ec0-97b2-e1cb491e12a6 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,15.619000000000002,0,2,2,54,0,21,0,36,0,328,120,44
0c39e276-7a5b-448f-a696-532506f1035a 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,11.333,1,1,1,43,0,15,0,23,0,170,149,46
122e131c-b08c-4b10-901d-481a20aeffb8 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,7.778,2,0,0,26,0,27,0,41,0,210,223,59
27921351-a775-4649-bd49-7b4c486d1ba2 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,8.947000000000001,0,3,3,22,1,19,1,25,1,170,112,34
27dd5b6e-ea65-4622-a6b4-460fd144407c 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,7.922999999999999,2,4,4,24,24,26,1,35,1,206,221,57
3283f152-d373-43b3-b88f-f6f261c48e81 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,10.079,3,4,4,75,75,38,1,61,2,383,233,32
4402b8d5-d6bf-43d0-9198-651506abba76 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,4.333,0,0,0,5,0,3,0,5,0,13,8,3
6a23db75-021b-4808-99e6-21a33d34202b 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,7.0,0,0,0,7,0,1,0,1,0,7,0,1
7c9c7800-69d0-459b-812b-a07ac48e9f2a 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,19.25,0,1,1,54,54,4,0,6,1,77,10,3
9c21e9af-681c-41ef-9b00-fbc9e1668ed1 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,13.0,0,0,0,30,0,3,0,4,0,39,31,4
aa759477-6206-4984-ab9c-eb213abfd020 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,12.875,0,0,0,49,49,8,0,11,1,103,23,12
c95f9fd7-9c7e-43d3-a6aa-2ba78ce09fbb 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,7.5,0,0,0,10,0,2,0,3,0,15,6,0
c9a7ce89-90f7-4061-b9ac-dfd4e6c3cedf 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,2.0,0,0,0,2,0,1,1,2,0,2,0,0
cadecca8-a102-43a5-9a0c-f7cef0b9a579 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,15.15,1,3,3,64,64,20,0,30,2,303,106,30
e0856548-6fd5-4f83-9aa0-91f1bf4cbbd8 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,0.0,0,0,0,0,0,0,0,1,0,0,0,0
e7d6ae25-bf15-4660-8b37-c37716551de3 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,12.485999999999999,4,5,5,57,25,111,14,169,13,1386,475,87
e7f0a505-8060-403e-a3b3-9d4e88dda1dc 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,15.289000000000001,0,5,5,60,40,38,4,73,2,581,209,40
fd85786d-3900-4dc0-9b30-334ee30413ed 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,11.564,2,5,3,54,15,55,5,89,2,636,261,58
1059e9dc-97df-4643-9116-883a0573d8b1 2018 33405046-04ee-4058-a950-d606f8c30852,9.906,1,2,1,44,44,64,7,82,4,634,245,59
16cd3b59-18a2-40a0-9236-e222bed17044 2018 33405046-04ee-4058-a950-d606f8c30852,0.0,0,1,1,0,0,0,0,1,0,0,0,0
2e0badcd-b78c-40ee-a83b-a1bbb36bc545 2018 33405046-04ee-4058-a950-d606f8c30852,8.629,2,6,5,22,14,35,2,53,1,302,120,56
2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4 2018 33405046-04ee-4058-a950-d606f8c30852,12.15,3,6,3,68,45,113,13,153,9,1373,416,85
3885b40b-c31b-4cd6-a0fd-3d24bede2771 2018 33405046-04ee-4058-a950-d606f8c30852,23.0,0,0,0,23,0,1,0,2,0,23,8,0
4bff1c89-f4d1-4699-8c85-69bbbbaec5a2 2018 33405046-04ee-4058-a950-d606f8c30852,7.2,0,0,0,13,0,5,1,6,0,36,27,2
50eb4454-71bf-4012-a216-2fc9770ffd86 2018 33405046-04ee-4058-a950-d606f8c30852,9.75,0,0,0,18,0,4,0,4,0,39,12,0
540f8b30-900e-4d17-8756-c262ba5fa039 2018 33405046-04ee-4058-a950-d606f8c30852,6.409,3,2,2,16,0,22,1,26,0,141,115,39
7fbf8067-075e-4db7-8090-6ead0e5b8910 2018 33405046-04ee-4058-a950-d606f8c30852,10.5,0,0,0,15,0,2,0,4,0,21,12,0
8960d61e-433b-41ea-a7ad-4e76be87b582 2018 33405046-04ee-4058-a950-d606f8c30852,7.625,6,4,4,27,26,40,3,49,2,305,373,107
9424475a-fba7-4bfd-b79c-f372ad28082a 2018 33405046-04ee-4058-a950-d606f8c30852,0.5,0,1,1,1,0,2,0,3,0,1,5,0
971fc9e5-bebb-4a2c-a822-8c52f92a3d07 2018 33405046-04ee-4058-a950-d606f8c30852,7.727,2,2,2,17,0,11,0,15,0,85,84,40
a1c40664-b265-4083-aad2-54b4c734f2c5 2018 33405046-04ee-4058-a950-d606f8c30852,10.01,4,4,3,75,75,102,9,149,9,1021,448,104
b030b668-0f41-484f-8e94-9fc576b8af63 2018 33405046-04ee-4058-a950-d606f8c30852,13.588,0,2,2,40,40,17,4,35,5,231,42,3
bbd0942c-6f77-4f83-a6d0-66ec6548019e 2018 33405046-04ee-4058-a950-d606f8c30852,-1.0,0,0,0,-1,0,1,0,1,0,-1,6,1
c5e430c5-7a8e-4e29-b30f-1a527f05cb89 2018 33405046-04ee-4058-a950-d606f8c30852,10.0,0,0,0,10,0,1,0,2,0,10,9,3
f0d17dfa-ebf3-416c-a8d2-c6bc30675103 2018 33405046-04ee-4058-a950-d606f8c30852,15.4,0,1,1,33,0,5,0,7,0,77,31,2
