Key,Fumble End Zone Touch Downs,Forced Fumbles,Fumbles,Lost Fumbles,Fumbles Opponent Recovery,Fumbles Opponent Recovery Touchdowns,Fumbles Opponent Recovery Yards,Fumbles Out of Bounds,Fumbles Own Recovery,Fumbles Own Recovery Touchdowns,Fumbles Own Recovery Yards
7797f36e-87e8-4282-b6d2-bdb1774fc3b3 2017 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,3,2,0,0,0,0,1,0,0
938b363a-6967-4cef-bcd2-bb358a9f6c98 2017 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,1,1,0,0,0,0,0,0,0
c9701373-23f6-4058-9189-8d9c085f3c49 2017 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,2,2,0,0,0,0,0,0,0
d2a0e5af-3850-4f16-8e40-a0b1d15c2ce1 2017 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,0,0,4,4,0,0,0,0,1,0,-4
2a78e2e7-4ef3-4cdd-85e8-0d254b65143e 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,9,6,0,0,0,0,2,0,-11
31c376b7-2e10-473a-aa54-d9f709a5b93e 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,4,2,0,0,0,0,3,0,0
40cd928f-f228-4ffd-8179-b27a12e14a44 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,1,0,0,0,0,1,0,0
7e34053d-00bf-4f3f-a464-329c8f5057d0 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,1,0,0,0,0,0,0,0
a2451bf7-83dd-496c-b527-c14d8d518598 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,1,0,0,0,0,0,0,0
cd571cfc-9b44-4b69-a801-431db9aaa85e 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,1,0,0,0,0,0,0,0,0
0b504d67-639b-4ba8-979a-498a3086257b 2017 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,0,0,0,0,0,0,2,1,0
52f4a43a-64a9-4d69-a9e2-28bd60f68e49 2017 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,1,1,0,0,0,0,0,0,0
64797df2-efd3-4b27-86ee-1d48f7edb09f 2017 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,6,0,0,0,0,1,4,0,-3
9480dd9f-151f-4e6d-b5a3-35f07bda4cac 2017 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,1,0,0,0,0,0,0,1,0,0
990a689e-200b-4cda-85db-85d6c3af911c 2017 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,4,2,0,0,0,0,1,0,0
b37b5be9-4771-4368-988f-fb936f4fc0ad 2017 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,0,0,0,0,0,0,1,0,0
d81844de-54c3-42ee-9850-072dc4131b6f 2017 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,0,1,0,0,0,0,1,0,0,0
16e33176-b73e-49b7-b0aa-c405b47a706e 2017 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,4,0,0,0,0,2,1,0,0
8f24a248-b328-43ec-8677-67600e42a8f7 2017 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,1,0,0,0,0,0,0,0,0,0
bb818cdc-cc6e-4e57-90bd-5a9d5f23f48e 2017 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,1,1,0,0,0,0,0,0,0
d4dd3d0b-5023-415d-ad15-94f294c561b1 2017 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,1,1,0,0,0,0,3,0,0
e9d4ab78-3572-47ab-b4d3-e04c5af231f3 2017 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,0,0,0,0,0,0,1,0,0
ea357add-1a41-4a8b-8f34-bbfade7f4d98 2017 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,0,3,1,0,0,0,0,2,0,-10
413f7971-4d5b-496d-a11b-f623e9bc3b7c 2017 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,0,0,0,0,0,0,0,0
6a2b129d-a9e5-4131-b491-82269b323f77 2017 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,3,0,0,0,0,1,2,0,-8
a2368d42-9e6b-4268-883a-f23ef7ef5638 2017 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,1,0,0,0,0,0,1,0,0
ad2258ab-67f0-41c2-bcf3-f3ba145187dc 2017 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,8,3,0,0,0,0,5,0,-13
b8426cea-f8b9-4061-8d56-e70d1230103e 2017 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,2,1,0,0,0,1,0,0,0
bd413539-9351-454e-9d61-4e8635d7e9f5 2017 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,2,2,0,0,0,0,0,0,0
046c51bc-319e-4fbb-9cf3-f6ab808b8edf 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,0,0,0,0,1,0,0,0
4c3c6b63-aa1f-4452-9d1d-662073f06142 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,0,0,0,0,1,0,0,0
6723249c-5fb5-4b0a-9373-cb59cdc99ec8 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,9,3,0,0,0,0,3,0,-6
72f5a27a-544f-468a-b10b-89a1fc5d0e9f 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,2,2,0,0,0,0,0,0,0
7f46a7be-286e-4bfe-8778-d03dbe600ce9 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,2,0,0,0,0,1,2,0,0
a0498a95-9dc3-4df5-8f51-a1564fb3de57 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,4,2,0,0,0,0,2,0,0
a8c96abf-a911-47a0-ac16-dd51a8782b5e 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,2,1,0,0,0,1,1,0,0
af944a80-eba7-479d-b3b1-73279abdc67a 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,1,1,0,0,0,0,0,0,0
d28afbc1-16c0-4012-b24a-1bd99817e8a9 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,0,2,1,0,0,0,0,0,0,0
02779042-2b4e-4fa9-b598-364fe01b523a 2017 82d2d380-3834-4938-835f-aec541e5ece7,0,0,2,1,0,0,0,0,0,0,0
5c48ade7-4b9a-4757-9643-87a6e3839e2b 2017 82d2d380-3834-4938-835f-aec541e5ece7,0,0,1,1,0,0,0,0,0,0,0
617435c6-4a3f-4689-ab15-44bd93b33615 2017 82d2d380-3834-4938-835f-aec541e5ece7,0,0,1,0,0,0,0,0,2,0,4
a212c5d8-67f8-48b9-99be-2c121ee56366 2017 82d2d380-3834-4938-835f-aec541e5ece7,0,0,1,0,0,0,0,0,1,0,0
ba2e7ff8-ed39-4fd1-85e3-d263a946a212 2017 82d2d380-3834-4938-835f-aec541e5ece7,0,0,8,7,0,0,0,0,0,0,0
cbf1cdba-d165-45f7-a695-5e0971dd9042 2017 82d2d380-3834-4938-835f-aec541e5ece7,0,1,0,0,0,0,0,0,0,0,0
eec5265c-7731-4bb6-8af2-4f98a67f9ab7 2017 82d2d380-3834-4938-835f-aec541e5ece7,0,0,3,1,0,0,0,1,0,0,0
7c16c04c-04de-41f3-ac16-ad6a9435e3f7 2017 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,2,1,0,0,0,0,1,0,-7
8263e101-aa33-435f-bf0f-388e1c4eeb59 2017 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,2,2,0,0,0,0,0,0,0
87c481c7-7414-43cc-82df-19ca0c2ae22e 2017 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,0,0,0,0,1,0,0,0
ccce5e8e-52ca-4f0f-a40f-fe5e7227d156 2017 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,2,2,0,0,0,0,0,0,0
e21e9081-44aa-464b-8d3e-83918d48b921 2017 d26a1ca5-722d-4274-8f97-c92e49c96315,0,0,1,1,0,0,0,1,0,0,0
0847010c-9a77-4f0b-9d63-c8b4b224d263 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,2,1,0,0,0,0,0,0,0
132721b4-fd32-4795-b214-ab4baaaceb3a 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,0,0,0,0,0,1,0,0
6130be96-edf3-4361-b666-860c4ec46e7d 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,6,2,0,0,0,1,3,0,0
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,1,0,0,0,0,0,0,0
aca06a5e-0e3a-4285-a025-199f8fa0376f 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,2,2,0,0,0,0,0,0,0
cd705357-f282-4cbf-8f11-391618d981c3 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,2,1,0,0,0,0,1,0,0
e23dc743-ecee-4cf3-a263-69d3da3bae94 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,5,2,0,0,0,1,1,0,0
f0805b80-e01c-46fd-99a6-dae1134fb764 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,1,0,0,0,0,0,0,0
f7841baa-9284-4c03-b698-442570651c6c 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,1,0,0,0,0,0,0,0
fbb1cc32-4cbd-4089-b8ec-1e7bce8da408 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,0,1,0,0,0,0,0,1,0,0
0f8ccece-d663-4069-944b-f318f64c60b7 2017 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,1,0,0,0,0,0,0,0,0
4f0053fc-5559-4551-bd81-dcd1cdf3a9ec 2017 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,2,0,0,0,0,0,2,0,0
5f424505-f29f-433c-b3f2-1a143a04a010 2017 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,1,0,0,0,0,0,1,1,27
a6fe5f18-d78d-4a56-aea2-ef4bed7e647a 2017 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,1,1,0,0,0,0,0,0,0
e47706c7-e14d-41fb-b13b-83a835a1f3bc 2017 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,8,1,0,0,0,1,5,0,-4
e5b8c439-a48a-4f83-b63b-1a4d30e04cd3 2017 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,0,0,2,2,0,0,0,0,0,0,0
01d8aee3-e1c4-4988-970a-8c0c2d08bd83 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,2,0,0,0,0,0,2,0,0
0ef0d0ca-2d2d-455b-ab63-a20c01303e37 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,1,1,0,0,0,0,0,0,0
11cad59d-90dd-449c-a839-dddaba4fe16c 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,0,0,0,0,1,0,0
2fda010a-8c62-4c07-b601-4ba03f57e6af 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,2,1,0,0,0,0,3,0,-2
35823109-daf1-4825-92b8-564271398ecb 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,1,0,1,0,0,0,0,0,0
65f91b8b-6794-4273-bf42-4d00b5973ddd 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,1,0,0,0,0,0,1,0,0
75dfd9cc-5419-49e1-bade-0632d03ca4b4 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,1,0,0,0,0,0,1,0,0
b13ba4c3-5761-40fb-aa6a-935f09c39a6b 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,1,1,0,0,0,0,0,0,-4
b6325c85-c313-4cfb-a299-9884d5e9e389 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,0,0,0,0,1,0,0
e033ce15-9fc5-430b-90e2-90dfe52b21c1 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,0,0,0,0,1,0,0,0,0,0,0
00f88be8-45f9-4237-b2b8-3271ec790d07 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,0,0,0,0,1,0,0,0
0ee05dd7-e99e-43c8-ba2b-0922be1d8be1 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,3,2,1,0,0,1,0,0,0
27e60657-f73d-4125-906d-aa72cc3477dc 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,2,2,0,0,0,0,0,0,0
3b7a1409-d154-4e5c-8c94-9d4a0e0993c7 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,1,0,0,0,0,0,0,0
5a20a439-bebc-4ef7-8b9f-30e1d677a26b 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,0,0,0,0,0,1,0,0
82bce0be-9a87-4b6d-a85b-623bf8d1674e 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,1,0,0,0,0,0,0,0
9f026fc0-4449-4dc5-a226-2e2830619381 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,8,3,0,0,0,2,1,0,-2
c78c299b-7c73-40fc-9155-2ede7f9849c7 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,8,3,0,0,0,1,3,0,0
c7b7d27f-97c3-4c12-95c4-36205175c959 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,2,1,0,0,0,0,2,0,0
da85107c-365c-4d58-90ab-479d97d798b4 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,3,0,0,0,0,2,1,0,0
fe767946-236d-4c04-9c59-5e3edd51acfe 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,0,0,1,0,0,0,0,0,1,0,0
6259f62d-e16f-4369-a3be-ca02f79f3026 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,1,1,0,0,0,0,0,0,0
86197778-8d4b-4eba-affe-08ef7be7c70b 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,4,3,0,0,0,0,1,0,0
955093e0-39aa-48b4-b34d-259b369e6535 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,2,0,0,0,0,0,0,0,0,0
bef8b2b4-78bd-4a4d-bb5d-6b55ada9ef6a 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,0,0,1,1,0,0,0,0,0,0,0
15b156b5-30cc-4070-b60a-1c09e62c5a9b 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,1,0,0,0,0,0,0,0
5ec072b3-2837-4cf1-bb4f-ecd873949626 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,3,0,0,0,0,0,3,0,0
69568326-f210-4b88-a5cb-10376c64893e 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,0,0,0,0,1,0,0
93cb5790-1012-4c42-bccb-5748c27ba7d6 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,1,0,-16,0,0,0,0
bb78a66a-a8ec-4294-8858-c7e5a1d15106 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,2,1,0,0,0,0,0,0,0
bc0f07a4-3e7b-4e61-987a-05533dc225be 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,1,0,0,0,0,0,0
c7d0a740-fcf2-4971-b1b6-43761d984bf9 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,1,0,0,0,0,0,0,0,0,0
c8232b55-6617-4dd9-a7cf-cf14cd9a29ab 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,6,2,0,0,0,0,3,0,-8
cfb0ff68-51cb-4dad-ba81-f9e019a93a91 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,0,0,0,0,1,1,0
de3421f7-2147-4835-89a5-724e87bad463 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,1,0,0,0,0,0,0,0
e1c506bd-9e36-45e7-b2b9-fff6a9728a06 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,0,0,-6,0,0,0,0
e9a5c16b-4472-4be9-8030-3f77be7890cb 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,9,3,0,0,0,1,4,0,-23
f5d20030-d934-45e3-8282-e34c6c83ad84 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,1,0,0,0,0,0,0,0
fcfa9d4b-3e09-46ac-b4b6-77d70a5f304c 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,1,1,0,0,0,0,0,0,0
1ffc735b-74d8-44d2-ab32-00c5485c799f 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,1,0,0,0,0,0,1,0,0
567fe739-5425-4d78-896c-f1486813910d 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,3,1,0,0,0,0,2,0,0
6cb6226e-f08c-4192-95f1-69709ed686c6 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,11,5,0,0,0,0,5,0,-5
cfc93f5e-105e-4a5e-88d3-f4279893cfa8 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,0,2,2,0,0,0,0,0,0,0
0366fd06-19a3-4b69-8448-6bfbfad1250b 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,3,2,0,0,0,0,1,0,-2
0a95e792-6455-4927-9539-f95fa7f41fbb 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,2,2,0,0,0,0,0,0,0
8002dd5e-a75a-4d72-9a8c-0f4dbc80d459 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,6,3,0,0,0,0,1,0,0
bbd0942c-6f77-4f83-a6d0-66ec6548019e 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,13,5,0,0,0,1,4,0,-52
c3bf8d3e-3b2e-4f9e-ad74-c0a684035f17 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,1,0,0,0,0,0,2,0,-2
e601812f-ce24-4e99-bee0-e33c1e9014e4 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,2,2,0,0,0,0,1,0,0
06787c1d-f02b-4217-9152-c269e826928a 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,1,0,0,0,1,0,0,0
4b09ab09-1457-4c9d-a99d-6a03d8e76c76 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,1,0,0,0,0,1,0,0
7a1b8f1a-9024-4897-86b0-01c63e00305e 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,10,3,0,0,0,0,6,0,-13
9c04a540-cb7c-41dc-8e7c-50b7af29a3a2 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,1,0,0,0,0,0,0,0,0,0
a8342d20-9901-49a6-bc45-79f192418188 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,3,2,0,0,0,0,0,0,0
c323cdb9-74bc-4d68-9358-609f80eedbb7 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,1,0,0,0,0,0,0,0,0
e1235f1e-26ce-438c-8168-3b1ded4ab893 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,0,0,5,3,0,0,0,0,3,0,-1
2a4de276-55bd-4756-9fa5-89fe30f5304f 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,0,0,0,0,0,0,1,0,0
40958157-617f-40b4-91e5-9895f66da29c 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,0,0,0,0,1,0,0,0
62d4e94c-443f-44ed-9404-c6d6bdd9aa64 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,1,0,0,0,0,0,0,0
9fbcfae9-dd14-415c-8952-9b1b5dff0dfc 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,1,0,0,0,0,0,0,0
ade43b1a-0601-4672-83b6-d246bc066a19 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,11,7,0,0,0,0,2,0,-13
c5e430c5-7a8e-4e29-b30f-1a527f05cb89 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,2,1,0,0,0,0,0,0,0
c88d9352-b835-45ed-a909-1cfec09a58bc 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,1,1,0,0,0,0,0,0,0
0ce48193-e2fa-466e-a986-33f751add206 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,1,1,0,0,0,0,1,0,0
3283f152-d373-43b3-b88f-f6f261c48e81 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,1,0,0,0,0,0,0,0,0
cadecca8-a102-43a5-9a0c-f7cef0b9a579 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,2,1,0,0,0,1,0,0,0
e97f5ca9-186e-4346-ae65-1cd757ada455 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,0,0,4,2,0,0,0,0,1,0,0
1b3d350a-478b-4542-a430-d12cc96adc22 2017 33405046-04ee-4058-a950-d606f8c30852,0,1,1,1,0,0,0,0,0,0,0
2e0badcd-b78c-40ee-a83b-a1bbb36bc545 2017 33405046-04ee-4058-a950-d606f8c30852,0,1,1,0,0,0,0,1,0,0,0
2fa2b2da-4aa9-44b5-b27e-56876dfe2ad4 2017 33405046-04ee-4058-a950-d606f8c30852,0,0,3,2,0,0,0,1,0,0,0
4bff1c89-f4d1-4699-8c85-69bbbbaec5a2 2017 33405046-04ee-4058-a950-d606f8c30852,0,0,0,0,0,0,0,0,1,0,0
540f8b30-900e-4d17-8756-c262ba5fa039 2017 33405046-04ee-4058-a950-d606f8c30852,0,0,1,0,0,0,0,0,0,0,0
8960d61e-433b-41ea-a7ad-4e76be87b582 2017 33405046-04ee-4058-a950-d606f8c30852,0,0,1,1,0,0,0,0,0,0,0
5afe93fd-0caf-4cca-83fc-7f405bebfa3e 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,1,0,0,0,0,0,0,0,-1
5c2a0c83-e18a-43dd-bd65-704771157e42 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,1,1,0,0,0,0,0,0,0
86363c46-567e-41d6-a59a-3fed9ca64591 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,2,1,0,0,0,0,1,0,0
93ed8c6f-b676-46d3-bf82-6155e89b4a68 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,3,2,0,0,0,0,1,0,0
baa61bb5-f8d0-4f90-bbe2-028576b8d33d 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,0,0,1,0,0,0,0,0,0
c48c21d9-0ae5-478c-ad34-30a660cfa9b8 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,1,0,0,0,0,0,1,0,0
d6d41a89-a8af-48b9-bf75-561de99a1d87 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,1,1,1,0,0,0,0,0,0,0
fb3b36fc-b985-4807-8199-d038d7e62a93 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,0,15,7,0,0,0,0,7,0,-9
052a93cf-8536-4a12-9831-84b27e8608da 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,1,0,0,0,0,0,1,0,0
2e50c78f-fa3b-48cf-8531-6eeddc93d88d 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,4,1,0,0,0,0,0,0,0
5827b78b-5150-4ba9-bc46-902428e99a31 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,1,0,0,0,0,0,0,0,0
67d56171-7522-430c-b7d9-8f7e2b6624d3 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,0,0,0,0,0,0,1,1,0
7e648a0b-fdc8-4661-a587-5826f2cac11b 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,4,3,0,0,0,0,1,0,-4
9691f874-be36-4529-a7eb-dde22ee4a848 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,0,0,4,1,0,0,0,0,2,0,0
214e55e4-a089-412d-9598-a16495df0d25 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,9,1,0,0,0,0,3,0,-17
48d7bc31-808f-423c-afc8-45c2c5dfa45f 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,0,0,0,0,1,0,0
6195ddc9-ab2b-469a-b824-a890736d6db7 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,1,1,0,0,0,0,0,0,0,0
96a1fc85-5af7-49fa-a5ac-ddc06c205ced 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,3,3,0,0,0,0,2,0,0
c5f35a06-791b-43e1-befc-df0c54b3b486 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,2,1,0,0,0,0,1,0,0
f413d6fb-5105-4110-b915-d92840a3e656 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,0,0,0,0,0,0,2,0,0
f96db0af-5e25-42d1-a07a-49b4e065b364 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,0,2,1,0,0,0,0,1,0,0
3aef6950-1c19-4454-a3d0-0afe9634ea9f 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,2,0,0,0,0,0,2,0,0
687cdc33-bd0d-4b70-adb3-33f97dc26a3c 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,2,2,0,0,0,0,0,0,0
8482bc94-0eb0-4e92-8f99-ced135f3cd5d 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,1,0,0,0,0,0,0,0
8c5067dc-1617-42fa-82eb-0596392ab20a 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,0,1,0,0,0,0,0,0,0,0,0
b103b096-6be9-4f87-9ae4-5d217f560685 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,1,0,0,0,0,0,0,0
bb5957e6-ce7d-47ab-8036-22191ffc1c44 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,5,0,0,0,0,0,3,0,-12
d9c857b2-97da-4fb8-a527-afbbb2a67413 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,1,1,0,0,0,0,0,0,0
f336567d-44a9-4245-8452-1dd485fd70fb 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,3,3,0,0,0,0,1,0,0
30641ad1-3511-48a4-a63a-95c88846b705 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,1,0,0,0,0,0,0,0,0,0
3a29784c-832f-4e41-a4ac-71d4f9ad410c 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,0,2,1,0,0,0,0,1,0,0
3e2e74e9-18a8-4275-9437-b275db27e2ff 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,1,0,0,0,0,0,0,0
42de9d1d-0352-460b-9172-9452414fd7fd 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,0,1,0,0,0,0,0,1,0,-1
5aba3610-ab55-4922-ac46-806ded5eb8bf 2017 f0e724b0-4cbf-495a-be47-013907608da9,0,1,0,0,0,0,0,0,0,0,0
