Key,Season,Team ID,TD Fumble Returns,TD Interception Return,TD Kick Return,TD Other,TD Pass,TD Punt Return,TD Rush,TD Total,TD Total Return,Rush Attempts,Rush Avg Yards,Rush Broken Tackles,Rush Kneel Downs,Rush Longest,Rush Longest TD,Rush Red Zone Attempts,Rush Scrambles,Rush Tackles for Loss,Rush Tackles for Loss Yards,Rush Touchdowns,Rush Yards,Rush Yards After Contact,Rec Air Yards,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact,Punt Attempts,Punt Avg Hang Time,Punt Avg Net Yards,Punt Avg Yards,Punt Blocked,Punt Hangtime,Punt Inside 20,Punt Longest,Punt Net Yards,Punt Return Yards,Punt Touchbacks,Punt Yards,Punt Returns Avg Yards,Punt Returns Fair Catches,Punt Returns Longest,Punt Returns Longest TD,Punt Returns Returns,Punt Returns Touchdowns,Punt Returns Yards,Penalties,Penalty Yards,Pass Air Yds,Pass Attempts,Pass Avg Pocket Time,Pass Poor Throws,Passing Avg Yards,Passing Blitzes,Passing Completion Pct,Passing Completions,Passing Defended Passes,Passing Dropped Passes,Passing Gross Yards,Passing Hurries,Passing Interceptions,Passing Knockdowns,Passing Longest,Passing Longest TD,Passing Net Yds,Passing Pocket Time,Passing Rating,Passing Redzone Attempts,Passing Sack Yds,Passing Sacks,Passing Spikes,Passing Throw Away,Passing Touchdowns,Passing Yards,Kick Return Yards,Kick Return Avg Yards,Kick Return Fair Catches,Kick Return Longest,Kick Return Returns,Kick Return Touchdowns,Kick Off End Zone,Kick Off Inside 20,Kick Off Kick Offs,Kick Off Onside Attempts,Kick Off Onside Successes,Kick Off OOB,Kick Off Ret Yds,Kick Off Squib Kicks,Kick Off Touchbacks,Kick Off Yds,Interceptions,Interception Return Yards,Interceptions Returned,Int Ret Avg Yds,Int Ret Longest,Int Ret Longest TD,Int Ret Returns,Int Ret Touchdowns,Int Ret Yds,Games Played,Fumble End Zone Touch Downs,Forced Fumbles,Fumbles,Lost Fumbles,Fumbles Opponent Recovery,Fumbles Opponent Recovery Touchdowns,Fumbles Opponent Recovery Yards,Fumbles Out of Bounds,Fumbles Own Recovery,Fumbles Own Recovery Touchdowns,Fumbles Own Recovery Yards,FD Pass,FD Penalty,FD Rush,FD Total,Field Goal Attempts,Field Goal Avg Yards,Field Goal Blocked,Field Goal Longest,Field Goal Made,Field Goal Yards,Extra Pts Attempts,Extra Pts Blocked,Extra Pts Made,3D Attempt,3D Successes,3D Pct,4D Attempt,4D Successes,4D Pct,Goal to Go Attempts,Goal to Go Successes,Goal to Go Pct,RedZone Attempts,RedZone Successes,RedZone Pct,Def Assisted Tackles,Def Blitzes,Def Combined Tackles,Def Defensive Completions,Def Defensive Targets,Def Forced Fumbles,Def Fumble Recoveries,Def Hurries,Def Interceptions,Def Knockdowns,Def Misc Assists,Def Misc Forced Fumbles,Def Misc Fumble Recoveries,Def Misc Tackles,Def Missed Tackles,Def Passes Defended,Def QB Hits,Def Sack Yards,Def Sacks,Def Safeties,Def Special Team Assists,Def Special Team Bocks,Def Special Team Forced Fumbles,Def Special Team Fumble Recoveries,Def Special Team Tackles,Def Tackles,Def Tackles for Loss,Def Tackles for Loss Yards,Converse Defense Attempts,Converse Defense Success,Converse Pass Attempts,Converse Pass Success,Converse Rush Attempts,Converse Rush Success,Converse Turnover Success
82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9 2014,2014,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,1,1,0,0,42,0,9,53,2,415,3.884,0,21,49,49,69,0,39,-83,9,1612,862,2671,12.345999999999998,0,0,40,80,79,410,87,647,42,5062,2391,0,69,4.545,42.841,46.681000000000004,0,313.6,30,61,2956,205,3,3221,6.933,25,22,0,45,0,312,105,848,2671,661,0,0,7.404,224,62.027,410,0,40,5062,0,16,0,80,79,4894,0.0,96,89,168,29,0,22,42,4894,1065,28.026,0,0,38,0,21,15,99,3,3,0,587,0,70,6335,12,143,12,11.917,47,47,12,1,143,16,0,21,31,15,14,1,60,2,14,0,-18,251,40,80,371,31,33.839,0,53,30,1049,50,0,50,217,89,41.013999999999996,15,6,40.0,38,26,68.421,60,33,55.0,253,0,868,320,539,18,13,134,12,56,2,1,12,22,102,75,86,257.0,41.0,0,19,1,2,3,53,615,74.0,329.0,0,0,2,0,1,0,0
f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de 2014,2014,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,2,1,0,0,15,0,9,27,3,360,4.5360000000000005,0,3,62,62,33,0,32,-64,9,1633,796,1585,10.618,0,0,36,63,63,325,43,553,15,3451,1866,0,96,4.479,40.426,47.489,2,421.02,25,69,3800,464,10,4464,7.135,15,23,0,37,0,264,73,573,1585,557,0,0,5.388,209,58.348,325,0,36,3451,0,18,0,63,63,3001,0.0,72,43,450,71,0,10,15,3001,1033,24.023000000000003,1,0,43,0,16,8,65,5,2,1,516,0,37,3955,6,80,6,13.333,55,55,6,1,80,16,1,19,15,8,14,2,49,0,7,0,-6,154,31,86,271,26,34.043,3,53,20,783,23,0,23,216,69,31.944000000000003,19,7,36.842,15,10,66.667,32,13,40.625,309,0,997,349,537,19,13,113,6,37,0,0,6,20,137,47,75,275.0,45.0,1,23,0,0,2,64,688,84.0,299.0,0,0,4,1,0,0,0
82d2d380-3834-4938-835f-aec541e5ece7 2014,2014,82d2d380-3834-4938-835f-aec541e5ece7,1,4,0,1,22,0,12,40,5,551,3.9219999999999997,0,18,51,34,57,0,56,-133,12,2161,1268,1917,11.729000000000001,0,0,27,76,76,295,67,480,22,3460,1543,0,84,4.312,39.145,46.349,1,357.88,27,71,3249,398,10,3847,6.117999999999999,28,21,0,34,0,208,94,834,1917,485,0,0,6.9110000000000005,155,60.825,295,0,27,3460,0,13,0,76,76,3352,0.0,86,67,108,26,0,6,22,3352,422,21.1,0,0,20,0,33,12,87,2,0,0,1169,0,40,5680,20,483,20,24.15,80,80,20,4,483,16,0,17,19,9,14,1,132,1,9,0,-35,171,34,108,313,35,34.303000000000004,2,55,30,1132,40,0,40,235,91,38.723,17,10,58.824,27,21,77.778,48,26,54.167,292,0,948,362,614,16,12,178,20,94,0,0,8,16,106,94,116,251.0,38.0,1,22,2,1,3,67,656,79.0,337.0,0,0,0,0,0,0,0
d26a1ca5-722d-4274-8f97-c92e49c96315 2014,2014,d26a1ca5-722d-4274-8f97-c92e49c96315,1,1,0,0,20,0,6,28,2,356,4.065,0,12,52,11,40,0,21,-41,6,1447,864,2067,12.502,0,0,23,80,80,299,56,505,20,3738,1671,0,89,4.382,41.227,46.795,1,385.62,28,79,3628,350,7,4118,6.9,18,48,0,30,0,207,111,961,2067,513,0,0,6.651,161,58.285,299,0,23,3738,0,16,0,80,80,3412,0.0,81,56,326,50,0,15,20,3412,1121,23.354,0,0,48,0,20,5,65,3,0,0,855,0,31,4086,12,122,12,10.167,34,23,12,1,122,16,0,5,23,10,4,1,105,1,12,0,-24,159,24,75,258,22,30.455,0,51,19,670,27,0,27,196,59,30.101999999999997,17,6,35.294000000000004,20,12,60.0,39,19,48.718,273,0,955,341,562,5,4,148,12,46,2,0,11,15,110,69,67,222.0,39.0,1,15,2,0,1,65,682,89.0,342.0,0,0,0,0,1,0,0
ce92bd47-93d5-4fe9-ada4-0fc681e6caa0 2014,2014,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,1,2,0,0,40,0,15,58,3,443,4.029,0,25,47,37,63,0,37,-85,15,1785,930,2867,11.977,0,0,31,86,86,399,106,603,40,4779,1912,0,69,4.449,37.638000000000005,44.174,0,307.0100000000001,25,65,2597,371,4,3048,7.22,28,22,0,41,0,296,120,1045,2867,607,0,0,7.678999999999999,155,65.733,399,0,31,4779,0,15,0,86,86,4661,0.0,101,106,118,17,0,7,40,4661,802,25.063000000000002,0,0,32,0,22,10,99,0,0,0,905,0,64,6437,18,213,18,11.833,38,33,18,2,213,16,0,15,16,5,7,1,22,0,11,0,-10,227,35,98,360,29,26.448,0,50,24,767,56,0,56,213,94,44.131,13,6,46.153999999999996,37,27,72.973,62,39,62.903,182,0,852,391,628,15,5,184,18,59,0,0,9,16,105,91,93,252.0,41.0,1,14,2,0,4,60,670,88.0,337.0,0,0,2,2,0,0,0
6680d28d-d4d2-49f6-aace-5292d3ec02c2 2014,2014,6680d28d-d4d2-49f6-aace-5292d3ec02c2,1,1,1,0,18,1,18,40,4,420,4.567,0,10,63,63,58,0,36,-104,18,1918,953,1534,10.713,0,0,37,70,70,320,63,485,18,3428,1894,0,71,4.407,40.479,44.563,0,312.87,31,69,2874,190,5,3164,12.1,4,81,81,50,1,605,88,681,1534,493,0,0,6.454,170,64.90899999999999,320,0,37,3428,0,6,0,70,70,3182,0.0,92,66,246,49,0,23,18,3182,1430,28.039,0,99,51,1,29,16,81,1,0,0,1293,0,26,5156,6,95,6,15.833,39,39,6,1,95,16,0,13,22,11,7,0,0,4,7,1,-15,184,33,92,309,30,27.566999999999997,0,53,25,827,38,0,38,201,80,39.801,12,5,41.667,25,17,68.0,48,28,58.333,147,0,844,314,541,10,5,167,6,38,0,0,7,14,117,74,85,253.0,46.0,0,5,0,3,2,83,697,71.0,282.0,0,0,2,0,0,0,0
1c1cec48-6352-4556-b789-35304c1a6ae1 2014,2014,1c1cec48-6352-4556-b789-35304c1a6ae1,1,0,0,1,22,0,4,28,1,337,3.68,0,6,90,90,33,0,31,-82,4,1240,582,1912,9.468,0,0,32,77,77,365,43,619,22,3456,1544,0,109,4.502,39.972,45.229,0,490.71,31,62,4357,513,3,4930,7.053999999999999,17,27,0,37,0,261,116,939,1912,629,0,0,5.494,217,58.028999999999996,365,0,32,3456,0,16,0,77,77,3275,0.0,74,44,181,28,0,27,22,3275,1027,21.851,0,0,47,0,17,4,61,6,0,1,683,0,34,3723,9,76,9,8.443999999999999,30,0,9,0,76,16,0,12,28,13,5,1,39,3,12,0,-50,173,19,56,248,22,36.635999999999996,0,57,19,806,28,0,28,236,80,33.898,15,9,60.0,17,15,88.235,29,21,72.414,226,0,921,341,534,10,4,150,9,42,2,0,11,21,142,58,56,157.0,22.0,0,8,2,2,2,70,695,77.0,276.0,0,0,0,0,0,0,0
e627eec7-bbae-4fa4-8e73-8e1d6bc5c060 2014,2014,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,1,2,0,0,37,0,16,56,3,508,4.6339999999999995,0,17,65,65,59,0,48,-110,16,2354,1308,2221,12.22,0,0,12,68,68,328,55,471,37,4008,1787,0,58,4.497,40.455999999999996,45.368,1,256.35,21,64,2306,240,2,2586,9.167,13,38,0,30,0,275,105,839,2221,476,0,0,7.95,156,68.908,328,0,12,4008,0,11,0,68,68,3784,0.0,110,56,224,30,0,13,37,3784,790,23.939,0,0,33,0,28,16,99,3,1,0,921,0,52,6232,18,228,18,12.667,58,58,18,2,228,16,0,15,22,14,13,1,35,1,7,0,-18,205,31,106,342,29,35.536,1,56,25,995,56,0,56,201,95,47.263999999999996,6,3,50.0,23,19,82.609,51,33,64.706,232,0,874,366,562,15,13,153,18,55,0,0,5,19,126,71,79,156.0,28.0,0,13,1,0,2,67,642,64.0,219.0,0,0,0,0,0,0,0
386bdbf9-9eea-4869-bb9a-274b0bc66e80 2014,2014,386bdbf9-9eea-4869-bb9a-274b0bc66e80,2,2,2,3,27,2,16,54,8,474,4.203,0,17,53,49,87,0,52,-115,16,1992,918,2476,11.93,0,0,25,72,68,384,76,612,27,4581,2105,0,76,4.29,38.855,43.82899999999999,0,326.04,34,68,2953,238,7,3331,12.950999999999999,21,82,82,41,2,531,115,995,2477,621,0,0,7.377000000000001,165,61.836000000000006,384,0,25,4581,0,21,0,72,68,4356,0.0,84,77,225,32,0,23,27,4356,874,27.313000000000002,0,107,32,2,38,20,98,0,0,0,1183,0,46,6401,12,145,12,12.083,53,53,12,2,145,16,1,24,25,15,16,2,103,1,9,0,-32,218,29,109,356,36,30.778000000000002,0,54,32,1108,54,0,54,237,103,43.46,11,7,63.636,32,20,62.5,59,29,49.153,192,0,908,341,590,22,15,209,12,59,3,0,6,29,109,82,80,357.0,49.0,0,11,6,2,4,75,716,95.0,411.0,0,0,0,0,0,0,0
04aa1c9d-66da-489d-b16a-1dee3f2eec4d 2014,2014,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,1,0,0,0,30,0,13,44,1,449,3.57,0,8,50,50,75,0,38,-90,13,1603,953,2489,11.671,0,0,31,80,80,383,98,599,30,4470,1981,0,81,4.122,39.113,45.5,1,329.77,25,71,3129,391,6,3640,7.724,27,25,0,29,0,224,101,896,2489,607,0,0,7.037999999999999,196,63.097,383,0,31,4470,0,14,0,80,80,4272,0.0,92,98,198,30,0,28,30,4272,1025,23.295,0,0,44,0,16,10,82,3,2,1,587,0,46,5021,17,236,17,13.882,39,0,17,0,236,16,0,15,21,14,8,1,32,0,7,0,-30,218,35,83,336,26,34.96,1,53,24,874,44,0,44,235,101,42.979,16,5,31.25,34,26,76.471,61,36,59.016000000000005,257,0,949,321,545,14,7,160,17,62,2,0,6,19,118,75,96,313.0,47.0,0,20,1,1,2,68,692,78.0,330.0,0,0,0,0,0,0,0
22052ff7-c065-42ee-bc8f-c4691c50e624 2014,2014,22052ff7-c065-42ee-bc8f-c4691c50e624,0,0,0,0,18,0,15,33,0,401,4.217,0,6,30,28,69,0,41,-100,15,1691,996,1918,12.255,0,0,29,81,81,364,62,544,18,4461,2543,0,78,4.579,40.545,47.519,1,352.61000000000007,22,77,3122,397,7,3659,7.172000000000001,27,37,0,29,0,208,120,1130,1918,547,0,0,7.399,194,66.545,364,0,29,4461,0,18,0,81,81,4047,0.0,88,63,414,58,0,17,18,4047,783,21.75,0,0,36,0,21,5,72,1,0,0,1111,0,27,4483,7,38,7,5.428999999999999,14,0,7,0,38,16,0,14,31,13,12,0,19,2,17,0,-3,186,44,88,318,27,29.704,0,49,24,802,32,1,31,197,62,31.471999999999998,16,4,25.0,26,16,61.538000000000004,48,23,47.917,265,0,901,340,542,14,9,170,7,50,0,0,15,23,113,48,78,241.0,36.0,0,25,0,0,5,72,636,72.0,293.0,0,0,0,0,1,0,0
7b112545-38e6-483c-a55c-96cf6ee49cb8 2014,2014,7b112545-38e6-483c-a55c-96cf6ee49cb8,0,1,1,0,30,0,8,40,2,355,4.059,0,13,32,13,44,0,35,-83,8,1441,728,1874,10.189,0,0,30,74,45,396,78,608,30,4035,2161,0,72,4.436,38.196999999999996,43.761,1,314.94,20,61,2712,335,3,3107,5.19,13,22,0,21,0,109,113,997,1874,609,0,0,6.227,161,65.025,396,0,30,4035,0,19,0,74,45,3792,0.0,87,78,243,41,0,17,30,3792,1290,23.455,0,101,55,1,16,14,68,6,1,1,614,0,25,3824,14,141,14,10.071,45,45,14,1,141,16,0,18,19,10,10,0,19,2,7,0,-29,194,37,91,322,16,25.688000000000002,0,48,12,411,35,2,33,207,78,37.681,28,13,46.428999999999995,26,19,73.077,47,30,63.83,275,0,898,364,574,15,8,152,14,70,0,1,7,21,91,53,79,228.0,39.0,0,17,3,2,2,59,623,68.0,271.0,0,0,4,4,1,1,0
c5a59daa-53a7-4de0-851f-fb12be893e9e 2014,2014,c5a59daa-53a7-4de0-851f-fb12be893e9e,1,1,0,0,22,0,11,35,2,396,3.591,0,20,57,26,62,0,38,-72,11,1422,895,2048,11.737,0,0,36,73,73,365,75,590,22,4284,2236,0,68,4.686,40.103,46.147,0,318.67,29,71,2727,311,5,3138,8.875,37,28,0,32,0,284,118,989,2048,604,0,0,6.672000000000001,158,60.43,365,0,36,4284,0,12,0,73,73,4030,0.0,85,76,254,45,0,28,22,4030,612,24.48,0,0,25,0,15,10,75,1,0,1,544,0,53,4803,20,388,20,19.4,70,41,20,1,388,16,0,11,21,8,7,1,40,1,12,0,-5,210,28,72,310,38,24.611,2,52,25,886,32,0,32,223,86,38.565,20,10,50.0,25,17,68.0,47,25,53.191,194,0,835,377,596,11,6,183,20,75,0,0,11,15,124,75,119,295.0,42.0,1,8,2,0,2,45,641,103.0,438.0,0,0,2,1,1,0,0
a20471b4-a8d9-40c7-95ad-90cc30e46932 2014,2014,a20471b4-a8d9-40c7-95ad-90cc30e46932,1,3,0,0,38,2,14,58,6,435,4.407,0,20,44,44,77,0,38,-78,14,1917,1087,2355,12.742,0,0,33,80,80,349,96,531,38,4447,2092,0,51,4.23,38.531,44.06100000000001,2,207.27,14,63,1888,191,4,2159,11.482999999999999,12,75,75,29,2,333,92,775,2355,536,0,0,7.95,120,65.112,349,0,33,4447,0,6,0,80,80,4261,0.0,109,96,186,30,0,22,38,4261,555,19.137999999999998,1,0,29,0,36,14,104,4,0,2,1421,0,41,6407,18,396,18,22.0,82,82,18,3,396,16,0,12,19,7,9,1,51,0,12,0,-16,222,30,104,356,33,32.467,3,55,27,974,55,2,53,197,93,47.208,10,4,40.0,37,25,67.568,64,37,57.813,258,0,932,332,566,11,8,168,18,61,0,0,11,9,117,88,96,261.0,41.0,1,17,1,1,2,77,674,70.0,317.0,0,0,2,1,1,0,0
33405046-04ee-4058-a950-d606f8c30852 2014,2014,33405046-04ee-4058-a950-d606f8c30852,2,2,0,2,17,0,12,35,4,413,4.368,0,11,67,67,51,0,30,-87,12,1804,963,1730,11.075,0,0,30,87,87,322,40,510,17,3566,1836,0,76,4.3469999999999995,39.24,44.24,1,326.06,21,62,2943,255,6,3318,11.0,26,35,0,27,0,297,100,836,1730,517,0,0,6.275,181,62.282,322,0,30,3566,0,18,0,87,87,3244,0.0,79,41,322,51,0,23,17,3244,1173,21.721999999999998,0,0,54,0,13,13,77,1,0,1,579,0,48,4842,13,201,13,15.462,81,81,13,2,201,16,0,9,11,2,6,1,27,2,7,1,-29,171,27,90,288,35,29.545,2,55,26,975,29,0,29,211,82,38.863,12,6,50.0,24,16,66.667,39,21,53.846000000000004,251,0,922,346,537,8,5,174,13,60,0,0,7,14,104,61,92,217.0,41.0,0,11,3,1,1,61,671,69.0,296.0,0,0,2,2,2,2,0
4254d319-1bc7-4f81-b4ab-b5e6f3402b69 2014,2014,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,3,0,0,21,0,7,31,3,353,3.895,0,2,63,16,42,0,41,-93,7,1375,651,2469,12.037,0,0,28,56,56,301,48,523,21,3623,1154,0,79,4.381,37.551,40.436,1,341.68,17,56,2929,185,2,3154,10.825999999999999,17,53,0,23,0,249,118,939,2469,531,0,0,6.209,212,56.685,301,0,28,3623,0,20,0,56,56,3297,0.0,75,51,326,52,0,21,21,3297,819,22.75,0,0,36,0,22,9,69,1,0,0,868,0,31,4429,14,155,14,11.071,33,33,14,3,155,16,0,16,29,13,11,0,14,2,14,0,-29,162,29,72,263,24,37.773,2,55,20,831,31,0,31,203,76,37.438,12,4,33.333,23,15,65.217,39,21,53.846000000000004,288,0,1034,385,585,14,10,131,14,47,0,1,12,24,151,64,75,210.0,36.0,0,7,1,1,3,70,746,94.0,316.0,0,0,0,0,0,0,0
e6aa13a4-0055-48a9-bc41-be28dc106929 2014,2014,e6aa13a4-0055-48a9-bc41-be28dc106929,1,1,0,0,28,1,11,42,3,372,4.027,0,4,55,48,47,0,34,-62,11,1498,928,2659,11.383,0,0,34,79,74,418,60,623,28,4758,2099,0,67,4.755,40.791,45.716,0,318.5900000000001,27,66,2733,250,4,3063,13.277999999999999,11,68,62,18,1,239,97,840,2659,632,0,0,7.204,190,66.139,418,0,34,4758,0,15,0,79,74,4553,0.0,93,60,205,31,0,19,28,4553,1174,23.48,0,0,50,0,21,15,83,2,0,0,820,0,46,5172,16,113,16,7.063,23,23,16,1,113,16,0,13,16,8,12,1,125,0,8,0,-3,233,22,75,330,32,34.677,1,54,29,1075,40,0,40,210,93,44.286,16,8,50.0,26,20,76.923,44,27,61.364,322,0,942,358,571,10,8,154,16,47,0,2,9,13,129,66,63,140.0,22.0,0,15,3,1,3,54,620,57.0,211.0,0,0,1,1,1,0,0
f14bf5cc-9a82-4a38-bc15-d39f75ed5314 2014,2014,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,0,2,0,0,23,1,10,36,3,473,4.303999999999999,0,8,69,69,65,0,46,-121,10,2036,1016,2401,11.706,0,0,27,51,47,327,52,540,23,3828,1427,0,74,4.473,37.514,44.943999999999996,2,322.09,26,72,2701,435,5,3236,7.9670000000000005,26,79,79,30,1,239,83,756,2401,545,0,0,6.442,209,60.0,327,0,27,3828,0,12,0,51,47,3511,0.0,86,53,317,42,0,11,23,3511,805,21.756999999999998,0,0,37,0,15,7,79,0,0,0,584,0,61,5196,14,350,14,25.0,84,84,14,2,350,16,0,22,25,11,12,0,39,0,14,0,-24,199,31,117,347,35,30.794,1,53,29,1047,34,0,34,222,93,41.891999999999996,10,6,60.0,21,15,71.429,47,22,46.809,307,0,903,360,569,20,11,155,14,57,0,0,10,18,104,73,80,268.0,40.0,0,8,0,2,5,41,596,66.0,278.0,0,0,2,1,0,0,0
0d855753-ea21-4953-89f9-0e20aff9eb73 2014,2014,0d855753-ea21-4953-89f9-0e20aff9eb73,0,0,0,0,33,0,16,49,0,406,4.478,0,9,67,27,73,0,33,-73,16,1818,907,2779,10.86,0,0,31,69,69,456,80,649,33,4952,2173,0,58,4.583,42.948,46.379,0,265.84,19,63,2491,99,5,2690,7.053,26,32,0,19,0,134,80,670,2779,659,0,0,7.229,178,69.196,456,0,31,4952,0,17,0,69,69,4764,0.0,97,83,188,30,0,24,33,4764,543,25.857,0,0,21,0,33,14,81,2,0,0,1029,0,40,5258,12,120,12,10.0,45,0,12,0,120,16,0,11,22,13,5,0,0,2,7,0,-22,258,36,101,395,22,28.909000000000002,0,50,19,636,47,1,46,203,98,48.276,15,8,53.333,33,28,84.848,65,39,60.0,253,0,893,343,552,10,5,157,12,41,0,1,6,22,144,57,68,188.0,34.0,2,9,0,0,1,60,640,64.0,255.0,0,0,1,0,0,0,0
f0e724b0-4cbf-495a-be47-013907608da9 2014,2014,f0e724b0-4cbf-495a-be47-013907608da9,1,2,0,0,20,0,10,33,3,470,4.63,0,15,90,90,64,0,49,-97,10,2176,1200,2014,11.668,0,0,34,80,80,292,43,484,20,3407,1393,0,73,4.487,40.181,46.792,1,323.05,28,71,2893,336,7,3369,6.486000000000001,13,23,0,35,0,227,116,937,2014,487,0,0,6.29,164,59.958999999999996,292,0,34,3407,0,10,0,80,80,3063,0.0,86,43,344,52,0,27,20,3063,1104,24.533,0,0,45,0,23,12,73,1,0,0,907,0,32,4721,23,315,23,13.696,73,49,23,2,315,16,0,10,18,12,6,1,35,0,6,0,-6,165,34,104,303,31,31.6,1,55,25,948,33,0,33,213,86,40.376,18,10,55.556000000000004,24,15,62.5,44,19,43.181999999999995,170,0,816,324,562,10,6,181,23,45,1,0,5,16,91,83,79,196.0,36.0,0,13,1,0,1,72,646,76.0,304.0,0,0,0,0,0,0,0
de760528-1dc0-416a-a978-b510d20692ff 2014,2014,de760528-1dc0-416a-a978-b510d20692ff,1,3,0,0,21,1,6,32,5,397,3.295,0,15,22,5,38,0,43,-117,6,1308,726,2386,12.469000000000001,0,0,34,81,81,320,58,561,21,3990,1604,0,92,4.508,37.9,42.388999999999996,2,405.69,35,67,3411,284,6,3815,10.654000000000002,24,71,71,26,1,277,91,707,2386,568,0,0,6.704,189,56.338,320,0,34,3990,0,12,0,81,81,3808,0.0,81,60,182,28,0,18,21,3808,417,18.955,0,0,22,0,35,10,76,1,0,0,967,0,38,5054,18,321,18,17.833,88,88,18,3,321,16,0,9,16,5,7,1,23,2,9,0,0,191,44,67,302,33,33.0,0,51,29,1089,27,0,27,224,90,40.179,4,3,75.0,18,10,55.556000000000004,38,16,42.105,152,0,835,363,554,7,6,196,18,53,0,0,7,14,118,62,83,244.0,35.0,0,9,3,2,3,66,683,86.0,361.0,0,0,2,1,3,1,0
3d08af9e-c767-4f88-a7dc-b920c6d2b4a8 2014,2014,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,0,2,0,1,20,0,20,43,2,525,5.261,0,19,79,79,81,0,41,-86,20,2762,1434,1611,12.167,0,0,19,80,80,287,56,432,20,3492,1881,0,62,4.527,38.902,44.066,1,276.15,28,66,2373,195,6,2688,7.0,28,38,0,36,0,252,130,1009,1611,454,0,0,7.159,189,63.216,287,0,19,3492,0,7,0,80,80,3250,0.0,95,57,242,42,0,38,20,3250,820,21.026,0,0,39,0,35,18,89,0,0,0,1035,0,46,5807,13,319,13,24.538,53,49,13,2,319,16,0,18,23,7,10,0,0,1,14,0,-20,160,24,144,328,37,31.057,2,58,31,1087,41,0,41,212,90,42.453,11,3,27.273000000000003,35,21,60.0,60,31,51.667,249,0,831,309,497,15,7,180,13,55,0,0,13,12,100,65,85,226.0,37.0,1,18,2,3,4,49,582,82.0,343.0,0,0,1,0,0,0,0
768c92aa-75ff-4a43-bcc0-f2798c2e1724 2015,2015,768c92aa-75ff-4a43-bcc0-f2798c2e1724,1,2,0,0,23,0,19,45,3,509,4.7780000000000005,24,17,60,60,64,51,58,-133,19,2432,1204,2310,12.203,27,296,27,63,58,295,39,462,23,3600,1290,276,82,4.333,41.268,46.305,0,355.311,22,65,3384,353,3,3797,7.484,22,27,0,31,0,232,143,1249,2306,465,0,91,7.742000000000001,139,63.441,295,43,26,3600,108,9,37,63,58,3343,1265.3789999999995,95,39,257,42,1,10,23,3343,772,18.829,0,0,41,0,25,19,84,2,0,1,688,5,42,5235,17,253,17,14.882,44,44,17,2,253,16,0,9,28,10,8,1,50,3,15,0,-11,155,20,122,297,27,31.778000000000002,0,52,23,858,40,0,34,227,86,37.885,16,7,43.75,18,11,61.111000000000004,38,19,50.0,232,416,854,355,622,5,4,138,17,57,0,1,13,12,108,93,75,125.0,21.0,1,15,0,3,6,73,622,52.0,165.0,0,0,2,0,3,2,0
4809ecb0-abd3-451d-9c4a-92a90b83ca06 2015,2015,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,3,0,0,24,1,11,39,4,344,4.349,12,10,85,85,43,6,34,-74,11,1496,964,2359,11.592,7,375,34,54,54,365,68,581,24,4231,1872,585,92,4.167,39.717,47.608999999999995,0,383.32,30,70,3654,526,10,4380,10.341,16,69,69,41,1,424,134,1090,2359,588,0,89,7.196000000000001,188,62.075,365,75,36,4231,138,12,68,54,54,3811,1467.062,88,68,420,45,2,21,24,3811,958,22.279,0,0,43,0,13,5,72,4,1,1,508,2,44,4391,13,184,13,14.154000000000002,42,30,13,3,184,16,0,8,23,7,3,0,40,4,12,0,-15,194,25,72,291,16,28.25,0,53,13,452,36,0,33,205,63,30.732,22,8,36.364000000000004,25,15,60.0,43,23,53.488,250,196,957,362,567,8,3,138,13,61,0,0,10,13,138,71,89,225.0,31.0,0,23,1,0,2,62,707,93.0,368.0,0,0,2,1,1,1,0
