Key,Season,Team ID,TD Fumble Returns,TD Interception Return,TD Kick Return,TD Other,TD Pass,TD Punt Return,TD Rush,TD Total,TD Total Return,Rush Attempts,Rush Avg Yards,Rush Broken Tackles,Rush Kneel Downs,Rush Longest,Rush Longest TD,Rush Red Zone Attempts,Rush Scrambles,Rush Tackles for Loss,Rush Tackles for Loss Yards,Rush Touchdowns,Rush Yards,Rush Yards After Contact,Rec Air Yards,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact,Punt Attempts,Punt Avg Hang Time,Punt Avg Net Yards,Punt Avg Yards,Punt Blocked,Punt Hangtime,Punt Inside 20,Punt Longest,Punt Net Yards,Punt Return Yards,Punt Touchbacks,Punt Yards,Punt Returns Avg Yards,Punt Returns Fair Catches,Punt Returns Longest,Punt Returns Longest TD,Punt Returns Returns,Punt Returns Touchdowns,Punt Returns Yards,Penalties,Penalty Yards,Pass Air Yds,Pass Attempts,Pass Avg Pocket Time,Pass Poor Throws,Passing Avg Yards,Passing Blitzes,Passing Completion Pct,Passing Completions,Passing Defended Passes,Passing Dropped Passes,Passing Gross Yards,Passing Hurries,Passing Interceptions,Passing Knockdowns,Passing Longest,Passing Longest TD,Passing Net Yds,Passing Pocket Time,Passing Rating,Passing Redzone Attempts,Passing Sack Yds,Passing Sacks,Passing Spikes,Passing Throw Away,Passing Touchdowns,Passing Yards,Kick Return Yards,Kick Return Avg Yards,Kick Return Fair Catches,Kick Return Longest,Kick Return Returns,Kick Return Touchdowns,Kick Off End Zone,Kick Off Inside 20,Kick Off Kick Offs,Kick Off Onside Attempts,Kick Off Onside Successes,Kick Off OOB,Kick Off Ret Yds,Kick Off Squib Kicks,Kick Off Touchbacks,Kick Off Yds,Interceptions,Interception Return Yards,Interceptions Returned,Int Ret Avg Yds,Int Ret Longest,Int Ret Longest TD,Int Ret Returns,Int Ret Touchdowns,Int Ret Yds,Games Played,Fumble End Zone Touch Downs,Forced Fumbles,Fumbles,Lost Fumbles,Fumbles Opponent Recovery,Fumbles Opponent Recovery Touchdowns,Fumbles Opponent Recovery Yards,Fumbles Out of Bounds,Fumbles Own Recovery,Fumbles Own Recovery Touchdowns,Fumbles Own Recovery Yards,FD Pass,FD Penalty,FD Rush,FD Total,Field Goal Attempts,Field Goal Avg Yards,Field Goal Blocked,Field Goal Longest,Field Goal Made,Field Goal Yards,Extra Pts Attempts,Extra Pts Blocked,Extra Pts Made,3D Attempt,3D Successes,3D Pct,4D Attempt,4D Successes,4D Pct,Goal to Go Attempts,Goal to Go Successes,Goal to Go Pct,RedZone Attempts,RedZone Successes,RedZone Pct,Def Assisted Tackles,Def Blitzes,Def Combined Tackles,Def Defensive Completions,Def Defensive Targets,Def Forced Fumbles,Def Fumble Recoveries,Def Hurries,Def Interceptions,Def Knockdowns,Def Misc Assists,Def Misc Forced Fumbles,Def Misc Fumble Recoveries,Def Misc Tackles,Def Missed Tackles,Def Passes Defended,Def QB Hits,Def Sack Yards,Def Sacks,Def Safeties,Def Special Team Assists,Def Special Team Bocks,Def Special Team Forced Fumbles,Def Special Team Fumble Recoveries,Def Special Team Tackles,Def Tackles,Def Tackles for Loss,Def Tackles for Loss Yards,Converse Defense Attempts,Converse Defense Success,Converse Pass Attempts,Converse Pass Success,Converse Rush Attempts,Converse Rush Success,Converse Turnover Success
c5a59daa-53a7-4de0-851f-fb12be893e9e 2012,2012,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,0,0,0,22,0,17,39,0,391,4.125,0,4,67,23,4,0,32,-53,17,1613,817,3044,11.548,0,0,50,57,46,445,6,730,22,5139,2095,0,76,4.283,36.855,41.434,0,325.5,24,58,2801,328,1,3149,8.629,26,48,0,35,0,302,103,944,3044,740,0,0,6.945,176,60.135,445,0,50,5139,0,17,0,57,46,4927,0.0,81,6,212,29,0,0,22,4927,681,20.029,0,0,34,0,34,16,87,2,1,2,1213,0,30,5282,11,135,11,12.273,29,0,11,0,135,16,0,11,24,16,6,0,0,3,5,0,-7,272,26,84,382,36,34.278,0,53,32,1234,38,0,38,228,97,42.544,15,6,40.0,33,24,72.727,55,33,60.0,229,0,870,340,504,9,5,128,11,68,0,0,2,23,110,61,100,230.0,34.0,1,10,1,2,4,80,641,96.0,0.0,0,0,1,1,0,0,0
a20471b4-a8d9-40c7-95ad-90cc30e46932 2012,2012,a20471b4-a8d9-40c7-95ad-90cc30e46932,1,1,0,1,40,1,9,53,3,433,3.931,0,16,41,27,6,0,27,-52,9,1702,943,2256,11.61,0,0,46,73,72,374,9,544,40,4342,2086,0,71,4.43,39.486,43.471000000000004,1,310.1,30,65,2764,179,5,3043,10.972000000000001,22,75,75,36,1,395,103,923,2258,558,0,0,7.781000000000001,166,67.025,374,0,45,4342,0,8,0,73,72,4049,0.0,108,10,293,51,0,0,40,4049,1074,24.976999999999997,0,0,43,0,28,12,88,1,1,1,1193,0,35,5531,18,246,18,13.667,72,72,18,1,246,16,0,8,16,8,5,1,46,0,8,0,-6,213,43,85,341,33,24.605999999999998,0,54,21,812,50,0,50,213,90,42.254,13,7,53.846000000000004,26,22,84.615,47,32,68.085,273,0,907,309,526,8,4,116,18,38,0,0,4,15,67,92,86,296.0,47.0,0,22,1,0,5,66,634,73.0,45.0,0,0,3,1,0,0,0
33405046-04ee-4058-a950-d606f8c30852 2012,2012,33405046-04ee-4058-a950-d606f8c30852,0,3,1,0,18,1,16,39,5,486,5.42,0,16,82,82,15,0,65,-124,16,2634,1593,1325,9.783,0,0,26,65,20,300,6,479,18,2935,1610,0,72,4.3260000000000005,39.667,44.958,0,311.44,18,59,2856,341,2,3237,8.969,27,77,77,32,1,287,90,830,1325,483,0,0,5.696000000000001,197,62.111999999999995,300,0,26,2935,0,12,0,65,20,2751,0.0,81,6,184,32,0,0,18,2751,1171,26.614,1,105,44,1,22,14,86,0,0,0,795,0,53,5633,10,224,10,22.4,56,56,10,3,224,16,0,16,21,11,12,0,3,2,8,0,-12,163,30,113,306,38,37.216,1,56,35,1377,36,0,36,210,78,37.143,11,7,63.636,26,21,80.76899999999999,52,28,53.846000000000004,270,0,949,387,567,13,12,167,10,60,0,0,5,18,106,76,88,284.0,44.0,0,9,4,3,3,71,679,75.0,0.0,0,0,2,1,1,1,0
4254d319-1bc7-4f81-b4ab-b5e6f3402b69 2012,2012,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,0,3,0,1,27,0,13,44,3,416,4.416,0,9,70,70,11,0,39,-87,13,1837,1138,2488,13.325,0,0,33,95,64,311,7,559,27,4144,1656,0,77,4.343,37.895,45.263000000000005,1,330.1,22,64,2880,440,6,3440,9.0,19,39,0,36,0,324,101,819,2488,566,0,0,7.037000000000001,196,54.946999999999996,311,0,33,4144,0,17,0,95,64,3983,0.0,81,7,161,26,0,0,27,3983,630,20.323,0,0,31,0,22,8,87,2,0,0,680,0,58,5593,18,419,18,23.278000000000002,83,83,18,3,419,16,0,11,16,6,8,0,5,1,9,0,-12,188,24,89,301,33,35.063,1,57,28,1122,39,0,39,212,76,35.849000000000004,17,7,41.176,25,17,68.0,47,28,59.574,190,0,877,407,587,10,6,155,18,48,0,0,7,15,120,82,62,193.0,27.0,0,9,3,1,4,65,687,105.0,17.0,0,0,4,1,0,0,0
e6aa13a4-0055-48a9-bc41-be28dc106929 2012,2012,e6aa13a4-0055-48a9-bc41-be28dc106929,1,1,0,0,32,0,12,46,2,378,3.696,0,13,43,17,6,0,45,-88,12,1397,856,2658,11.182,0,0,28,80,80,422,14,611,32,4719,2061,0,62,4.667,42.1,47.45,2,280.0,22,63,2526,241,4,2847,7.885,19,28,0,26,0,205,55,415,2654,615,0,0,7.672999999999999,173,68.618,422,0,27,4719,0,14,0,80,80,4509,0.0,99,14,210,28,0,0,32,4509,640,23.704,0,0,27,0,38,20,94,1,0,0,1065,0,45,6094,20,246,20,12.3,79,79,20,1,246,16,0,15,9,4,11,1,69,2,3,0,-2,246,26,70,342,38,31.526,0,55,33,1198,44,0,44,204,92,45.098,8,2,25.0,36,24,66.667,63,37,58.73,187,0,829,335,521,15,11,153,20,44,0,0,3,15,126,82,70,182.0,29.0,0,9,0,0,0,68,642,70.0,18.0,0,0,1,0,1,0,0
f14bf5cc-9a82-4a38-bc15-d39f75ed5314 2012,2012,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,1,3,0,0,19,0,21,44,4,462,4.519,0,10,72,72,13,0,55,-118,21,2088,1314,2183,13.827,0,0,22,82,53,284,12,485,19,3927,1744,0,77,4.3180000000000005,36.961,42.986999999999995,1,328.2,20,63,2809,318,7,3267,10.222000000000001,18,69,0,27,0,276,98,835,2181,490,0,0,7.516,176,57.958999999999996,284,0,22,3927,0,12,0,82,53,3683,0.0,86,12,244,36,0,0,19,3683,867,22.230999999999998,0,0,39,0,22,14,77,1,0,0,739,0,37,4776,11,181,11,16.455,74,74,11,3,181,16,0,17,22,10,12,0,11,2,10,1,-8,171,34,123,328,21,26.2,1,51,16,524,44,0,43,204,88,43.137,9,3,33.333,30,21,70.0,46,27,58.696000000000005,339,0,957,367,528,15,10,143,11,48,2,0,9,12,124,64,68,284.0,39.0,1,20,0,2,3,70,618,63.0,0.0,0,0,0,0,0,0,0
0d855753-ea21-4953-89f9-0e20aff9eb73 2012,2012,0d855753-ea21-4953-89f9-0e20aff9eb73,0,4,0,1,43,0,10,58,4,370,4.262,0,13,56,56,5,0,37,-84,10,1577,1020,3024,12.262,0,0,49,80,80,423,13,655,43,5187,2163,0,74,4.46,43.18899999999999,50.095,0,330.0100000000001,20,70,3196,391,6,3707,7.6,20,37,0,25,0,190,104,911,3024,671,0,0,7.73,199,63.04,423,0,49,5187,0,19,0,80,80,4997,0.0,96,13,190,26,0,0,43,4997,1266,24.824,0,0,51,0,27,16,92,4,0,2,1049,0,45,5722,15,369,15,24.6,99,99,15,4,369,16,0,11,13,5,11,0,1,3,6,0,1,267,21,64,352,22,26.726999999999997,0,53,18,588,57,0,57,207,91,43.961000000000006,14,8,57.143,32,23,71.875,57,39,68.421,317,0,955,362,563,10,10,156,15,45,0,0,6,15,122,90,81,194.0,30.0,0,11,2,1,1,67,638,60.0,0.0,0,0,0,0,1,1,0
f0e724b0-4cbf-495a-be47-013907608da9 2012,2012,f0e724b0-4cbf-495a-be47-013907608da9,2,2,0,0,23,0,17,44,4,492,5.063,0,16,50,50,14,0,36,-75,17,2491,1155,2071,12.287,0,0,31,57,49,289,2,431,23,3551,1480,0,67,4.439,43.239,48.148999999999994,0,297.4,36,66,2897,249,4,3226,10.5,18,38,0,36,0,378,109,960,2071,436,0,0,8.144,182,66.28399999999999,289,0,31,3551,0,8,0,57,49,3298,0.0,101,2,253,41,0,0,23,3298,1216,24.816,0,0,49,0,33,12,88,0,0,0,1289,0,40,5757,14,216,14,15.429,63,50,14,2,216,16,0,15,26,8,11,1,145,3,15,1,-9,172,22,128,322,42,26.205,3,63,29,1022,44,0,44,194,68,35.052,12,8,66.667,28,18,64.286,55,28,50.909,215,0,869,330,520,12,9,143,14,37,0,0,13,11,64,76,70,270.0,38.0,1,18,2,3,4,79,654,67.0,0.0,0,0,0,0,0,0,0
de760528-1dc0-416a-a978-b510d20692ff 2012,2012,de760528-1dc0-416a-a978-b510d20692ff,1,2,0,1,11,0,10,25,3,352,3.42,0,4,52,31,3,0,52,-125,10,1204,705,2020,10.039,0,0,35,53,46,337,3,605,11,3383,1363,0,112,4.382,41.375,46.50899999999999,0,490.80000000000007,46,70,4634,415,8,5209,8.167,14,26,0,54,0,441,102,857,2020,608,0,0,5.564,183,55.428000000000004,337,0,35,3383,0,21,0,53,46,3005,0.0,63,3,378,58,0,0,11,3005,930,23.25,0,0,40,0,22,6,64,3,0,0,846,0,29,3990,22,306,22,13.909,102,102,22,2,306,16,0,13,25,13,11,1,155,2,10,0,0,168,20,58,246,28,35.407,1,61,25,956,25,0,25,230,58,25.217,24,10,41.667,16,12,75.0,40,16,40.0,190,0,868,268,456,12,8,119,22,62,0,0,4,21,91,78,85,228.0,38.0,0,14,3,1,9,72,678,69.0,23.0,0,0,0,0,0,0,0
3d08af9e-c767-4f88-a7dc-b920c6d2b4a8 2012,2012,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,1,2,1,2,27,0,16,49,4,536,4.812,0,14,77,77,10,0,43,-117,16,2579,1315,1963,12.485999999999999,0,0,26,67,46,259,5,401,27,3234,1271,0,65,4.394,40.785,45.585,0,285.6,30,73,2651,252,3,2963,8.452,18,52,0,42,0,355,110,890,1963,405,0,0,7.985,160,63.951,259,0,26,3234,0,10,0,67,46,3031,0.0,100,5,203,33,0,0,27,3031,787,27.138,0,98,29,1,39,22,88,2,0,0,1147,0,36,5689,18,255,18,14.167,57,57,18,2,255,16,1,18,16,8,13,1,49,1,7,0,-19,153,29,129,311,27,30.576999999999998,1,52,24,795,48,2,46,199,80,40.201,18,11,61.111000000000004,24,17,70.833,54,31,57.407,273,0,846,324,512,16,9,124,18,49,0,0,6,13,79,78,80,247.0,36.0,0,37,2,2,5,59,573,56.0,15.0,0,0,0,0,0,0,0
768c92aa-75ff-4a43-bcc0-f2798c2e1724 2013,2013,768c92aa-75ff-4a43-bcc0-f2798c2e1724,1,2,0,0,16,0,15,34,3,546,4.225,0,18,77,54,92,0,53,-116,15,2307,1163,1865,11.280999999999999,0,0,35,59,59,299,37,519,16,3373,1508,0,96,4.348,36.115,42.958,0,417.4,26,66,3467,477,9,4124,6.231,22,25,0,39,0,243,110,952,1865,522,0,0,5.944,145,57.28,299,0,35,3373,0,15,0,59,59,3103,0.0,75,39,270,48,0,8,16,3103,469,20.391,0,0,23,0,29,19,83,1,0,0,1122,0,34,5286,23,289,23,12.565,57,32,23,2,289,16,0,12,32,12,6,1,88,3,17,0,-10,149,39,113,301,36,32.167,0,55,33,1158,32,0,32,244,83,34.016,14,4,28.570999999999998,23,14,60.87,44,21,47.727,344,0,1035,306,544,12,6,205,23,52,0,0,11,21,92,91,99,395.0,57.0,0,33,0,0,6,82,691,98.0,452.0,0,0,2,2,0,0,0
4809ecb0-abd3-451d-9c4a-92a90b83ca06 2013,2013,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,2,0,0,24,0,8,34,2,349,4.126,0,9,55,10,51,0,37,-65,8,1440,706,2431,11.109000000000002,0,0,33,67,53,357,64,582,24,3966,1535,0,85,4.118,42.388000000000005,48.824,0,350.00000000000006,33,74,3603,407,7,4150,7.765,20,34,0,34,0,264,70,598,2431,594,0,0,6.005,212,60.101000000000006,357,0,32,3966,0,19,0,67,53,0,0.0,80,64,399,58,0,26,24,3567,893,21.261999999999997,0,0,42,0,26,13,75,0,0,1,826,0,38,4836,18,204,18,11.333,94,94,18,2,204,16,0,10,16,7,6,0,0,1,8,0,-32,205,12,61,278,34,29.424,1,54,26,971,33,0,33,217,76,35.023,12,3,25.0,21,16,76.19,46,26,56.522,234,0,954,342,571,8,5,211,18,66,0,0,6,21,111,78,95,272.0,42.0,1,11,2,2,3,75,720,68.0,308.0,0,0,1,0,0,0,0
5fee86ae-74ab-4bdd-8416-42a9dd9964f3 2013,2013,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,1,0,1,13,0,12,27,1,493,4.377,0,10,69,17,54,0,37,-90,12,2158,1208,1925,12.293,0,0,28,69,69,266,49,478,13,3270,1345,0,89,4.372,38.977,45.659,1,384.7000000000001,24,84,3430,488,5,4018,8.96,12,24,0,25,0,224,108,837,1925,480,0,0,6.108,218,55.417,266,0,28,3270,0,22,0,69,69,2932,0.0,66,49,338,47,0,27,13,2932,1021,22.689,0,0,45,0,22,13,73,1,0,0,938,0,30,4582,13,167,13,12.845999999999998,38,23,13,1,167,16,0,10,15,7,2,0,0,0,8,0,-33,154,21,105,280,36,34.361,0,54,33,1237,27,0,27,231,90,38.961,8,1,12.5,19,12,63.158,42,21,50.0,334,0,935,341,562,9,1,164,13,48,2,0,8,18,99,62,83,227.0,41.0,1,32,2,1,1,68,601,85.0,338.0,0,0,0,0,0,0,0
97354895-8c77-4fd4-a860-32e62ea7382a 2013,2013,97354895-8c77-4fd4-a860-32e62ea7382a,1,2,0,0,25,0,19,47,3,470,4.394,0,20,47,47,86,0,33,-65,19,2065,1014,2329,11.429,0,0,53,81,81,380,80,618,25,4343,2014,0,77,4.33,39.779,45.753,0,333.39999999999986,29,65,3063,221,12,3523,10.75,23,43,0,36,0,387,69,625,2329,628,0,0,6.507999999999999,203,60.51,380,0,53,4343,0,11,0,81,81,4087,0.0,87,83,256,40,0,13,25,4087,935,23.974,0,0,39,0,19,15,99,1,1,1,664,0,65,6315,17,220,17,12.940999999999999,79,79,17,2,220,16,1,11,24,9,12,1,49,0,15,0,-10,225,43,110,378,41,34.171,0,54,38,1401,44,0,44,221,83,37.556999999999995,15,7,46.667,36,25,69.444,65,36,55.385,393,0,996,330,588,11,9,169,17,56,0,0,9,11,83,78,96,305.0,48.0,0,33,1,0,9,41,603,68.0,299.0,0,0,2,2,1,0,0
ad4ae08f-d808-42d5-a1e6-e9bc4e34d123 2013,2013,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,2,4,0,1,33,0,14,54,6,481,3.6489999999999996,0,22,35,35,57,0,39,-87,14,1755,949,2238,11.863,0,0,35,82,82,364,64,576,33,4318,2080,0,75,4.313,39.946999999999996,44.4,0,323.50000000000006,27,75,2996,254,4,3330,9.021,16,43,0,47,0,424,102,1000,2238,587,0,0,7.356,214,62.01,364,0,35,4318,0,20,0,82,82,4136,0.0,89,65,182,29,0,21,33,4136,980,25.128,1,0,39,0,33,9,86,1,0,1,1219,0,32,5428,20,200,20,10.0,60,60,20,4,200,16,0,13,20,10,11,1,110,1,9,1,38,205,24,101,330,22,33.318000000000005,0,54,18,733,53,1,52,225,92,40.889,21,12,57.143,25,21,84.0,46,34,73.913,306,0,920,362,627,13,11,171,20,67,2,0,5,25,112,96,105,279.0,43.0,0,25,3,0,4,67,614,65.0,270.0,0,0,1,0,0,0,0
d5a2eb42-8065-4174-ab79-0a6fa820e35e 2013,2013,d5a2eb42-8065-4174-ab79-0a6fa820e35e,1,3,0,0,26,1,4,35,5,348,3.9739999999999998,0,6,45,5,52,0,33,-79,4,1383,691,2397,11.536,0,0,51,95,95,379,73,670,26,4372,1975,0,86,4.205,38.071,43.681999999999995,1,357.4,28,59,3236,357,6,3713,11.0,28,79,79,38,1,418,104,920,2381,681,0,0,5.943,237,55.653,379,0,50,4372,0,20,0,95,95,4047,0.0,75,74,325,49,0,43,26,4047,931,23.275,0,0,40,0,18,10,73,5,0,0,612,0,42,4498,14,274,14,19.570999999999998,44,44,14,3,274,16,0,8,17,9,7,1,58,2,6,0,-12,200,24,77,301,26,30.16,1,51,21,754,33,0,33,237,83,35.021,31,14,45.161,25,15,60.0,36,19,52.778,361,0,978,365,588,7,6,170,14,48,0,0,5,19,129,84,83,185.0,40.0,0,14,0,1,2,59,617,65.0,249.0,0,0,1,1,1,0,0
ebd87119-b331-4469-9ea6-d51fe3ce2f1c 2013,2013,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0,1,1,0,19,1,7,29,3,423,3.139,0,8,47,5,62,0,42,-89,7,1328,668,2163,10.782,0,0,34,74,66,363,75,614,19,3914,1751,0,91,4.228,39.321999999999996,45.978,1,380.5,27,69,3539,419,9,4138,14.163,16,82,82,43,1,609,112,942,2160,619,0,0,5.8,215,58.643,363,0,34,3914,0,23,0,74,66,3590,0.0,72,75,324,48,0,16,19,3590,1163,26.432,0,77,44,1,24,6,82,1,0,1,873,0,42,5114,16,160,16,10.0,37,37,16,1,160,16,0,14,15,6,7,0,7,0,9,0,-20,189,38,68,295,41,34.829,0,61,38,1428,26,0,26,253,92,36.364000000000004,16,6,37.5,25,17,68.0,52,24,46.153999999999996,360,0,945,310,548,14,5,175,16,60,2,0,8,20,102,98,84,257.0,40.0,0,8,0,0,3,78,585,77.0,331.0,0,0,2,2,1,1,0
cb2f9f1f-ac67-424e-9e72-1475cb0ed398 2013,2013,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0,3,0,0,28,1,9,41,4,394,3.51,0,10,43,13,56,0,35,-97,9,1383,781,2279,11.422,0,0,36,56,55,377,87,579,28,4306,2027,0,76,4.121,36.16,41.667,1,309.1,17,70,2712,313,5,3125,12.780999999999999,23,67,67,32,1,409,80,677,2249,586,0,0,6.855,174,64.334,377,0,36,4306,0,14,0,67,55,4017,0.0,92,90,289,43,0,14,28,4017,962,22.372,0,0,43,0,21,16,86,3,0,3,1225,0,24,5123,10,203,10,20.3,40,40,10,3,203,16,0,16,16,10,10,0,87,0,6,0,0,207,24,81,312,32,32.094,0,48,30,1027,39,0,39,216,82,37.963,15,9,60.0,24,18,75.0,53,28,52.83,276,0,915,328,550,14,10,171,10,51,0,0,5,19,109,70,72,198.0,34.0,1,21,1,2,1,81,639,60.0,258.0,0,0,1,0,1,1,0
82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9 2013,2013,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,1,0,1,23,0,15,40,1,409,4.262,0,17,51,51,50,0,27,-65,15,1743,942,1966,11.290999999999999,0,0,34,73,73,350,73,577,23,3952,1986,0,77,4.416,38.986999999999995,46.038999999999994,1,335.60000000000014,27,65,2963,396,7,3499,9.879,25,51,0,33,0,326,66,576,1966,582,0,0,6.4,188,60.137,350,0,34,3952,0,10,0,73,73,3725,0.0,86,74,227,32,0,15,23,3725,1011,23.511999999999997,0,0,43,0,32,18,88,2,0,2,1085,0,41,5647,15,186,15,12.4,46,41,15,1,186,16,0,19,14,4,12,0,39,4,6,0,6,191,39,88,318,40,35.0,1,52,35,1365,34,0,34,213,80,37.559,10,3,30.0,22,14,63.636,50,28,56.0,279,0,920,320,524,15,10,153,15,49,4,0,3,7,95,77,81,248.0,42.0,2,22,2,4,5,63,641,60.0,276.0,0,0,6,4,0,0,0
f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de 2013,2013,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,1,1,0,0,16,0,7,25,2,378,3.333,0,2,48,6,40,0,48,-101,7,1260,749,1673,10.748,0,0,37,67,67,349,76,585,16,3751,2078,0,95,4.425,40.516,45.663000000000004,0,420.4,31,61,3849,330,8,4338,4.7330000000000005,22,17,0,30,0,142,96,797,1673,592,0,0,5.813,191,58.953,349,0,37,3751,0,21,0,67,67,3441,0.0,71,76,310,50,0,24,16,3441,1060,25.854,0,0,41,0,21,16,63,1,0,1,509,0,36,4038,11,172,11,15.636,59,59,11,1,172,16,0,15,18,6,10,1,36,1,12,0,-24,176,24,71,271,25,36.208,1,55,23,869,23,1,22,225,70,31.111,30,13,43.333,20,10,50.0,41,18,43.902,204,0,907,346,548,14,10,142,11,54,2,0,12,16,120,71,78,225.0,31.0,3,10,1,1,0,67,703,58.0,270.0,0,0,2,0,0,0,0
82d2d380-3834-4938-835f-aec541e5ece7 2013,2013,82d2d380-3834-4938-835f-aec541e5ece7,0,1,0,0,19,1,7,28,2,414,4.21,0,1,60,20,52,0,36,-74,7,1743,883,2531,11.275,0,0,30,66,62,371,64,621,19,4183,1652,0,88,4.633,39.989000000000004,47.602,0,407.69999999999993,34,65,3519,530,7,4189,8.571,21,87,87,42,1,360,112,1138,2531,633,0,0,6.024,218,58.61,371,0,30,4183,0,22,0,66,62,3813,0.0,74,64,370,42,0,33,19,3813,1257,24.647,0,0,51,0,26,12,68,0,0,0,1004,0,29,4449,7,86,7,12.286,32,18,7,1,86,16,0,10,21,9,4,0,0,2,10,0,-10,198,19,90,307,35,27.735,1,51,26,943,26,0,26,231,83,35.931,17,6,35.294000000000004,21,14,66.667,40,20,50.0,208,0,848,286,484,8,4,171,7,75,0,1,10,22,108,68,105,183.0,32.0,1,8,2,1,0,75,640,70.0,231.0,0,0,0,0,1,1,0
d26a1ca5-722d-4274-8f97-c92e49c96315 2013,2013,d26a1ca5-722d-4274-8f97-c92e49c96315,2,1,0,0,22,0,16,41,3,462,4.1,0,10,39,30,66,0,43,-90,16,1894,975,2049,11.311,0,0,39,77,77,328,54,526,22,3710,1661,0,79,4.409,40.205,43.41,1,343.9000000000001,32,63,3136,210,2,3386,7.742000000000001,20,35,0,31,0,240,101,900,2055,533,0,0,6.559,184,61.538000000000004,328,0,39,3710,0,16,0,77,77,3496,0.0,83,56,214,37,0,15,22,3496,1096,24.909000000000002,0,0,44,0,29,7,83,5,1,1,1099,0,32,5056,13,113,13,8.692,34,23,13,1,113,16,1,14,27,9,12,2,86,1,17,0,-44,172,36,103,311,29,29.655,0,55,25,860,41,0,41,227,94,41.41,17,11,64.706,24,19,79.167,49,28,57.143,198,0,865,340,543,13,12,170,13,50,0,0,14,19,105,86,75,227.0,36.0,0,28,2,1,3,68,667,68.0,296.0,0,0,0,0,0,0,0
ce92bd47-93d5-4fe9-ada4-0fc681e6caa0 2013,2013,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,1,1,1,1,55,1,16,76,4,461,4.063,0,27,45,25,71,0,34,-77,16,1873,937,2920,12.087,0,0,44,78,78,461,110,670,55,5572,2652,0,66,4.5680000000000005,39.369,44.508,1,296.9,23,60,2559,274,3,2893,7.795,15,81,81,44,1,343,117,1000,2923,675,0,0,8.065,171,68.296,461,0,44,5572,0,10,0,78,78,5444,0.0,114,110,128,20,0,13,55,5444,974,24.974,0,105,39,1,26,11,115,2,0,1,936,0,81,7410,17,141,17,8.294,75,75,17,1,141,16,0,16,27,16,9,1,74,3,9,0,1,293,35,107,435,26,37.961999999999996,0,64,25,987,75,0,75,205,95,46.341,9,8,88.889,47,37,78.723,67,51,76.119,226,0,895,349,598,14,9,241,17,54,0,0,6,15,94,97,92,290.0,41.0,0,15,2,2,3,59,669,94.0,351.0,0,0,1,0,0,0,0
6680d28d-d4d2-49f6-aace-5292d3ec02c2 2013,2013,6680d28d-d4d2-49f6-aace-5292d3ec02c2,2,5,2,0,24,2,17,52,11,442,4.652,0,19,46,31,72,0,28,-56,17,2056,854,1657,10.694,0,0,39,71,71,333,75,535,24,3561,1904,0,89,4.335,40.318000000000005,45.841,1,381.50000000000006,35,65,3548,246,12,4034,11.78,11,89,89,59,2,695,101,774,1657,546,0,0,6.117000000000001,215,60.989,333,0,38,3561,0,8,0,71,71,0,0.0,88,76,221,41,0,19,24,3340,1316,29.909000000000002,0,108,44,2,30,12,92,0,0,2,1048,0,47,5937,21,488,21,23.238000000000003,100,100,21,5,488,16,1,13,21,10,15,2,66,3,8,0,-11,179,34,110,323,28,28.296,1,51,22,764,52,0,52,213,74,34.742,11,4,36.364000000000004,34,25,73.529,57,33,57.895,122,0,826,331,566,12,11,220,21,45,0,0,5,15,96,100,76,309.0,47.0,0,10,0,1,7,73,704,69.0,326.0,0,0,0,0,0,0,0
