Key,Punt Attempts,Punt Avg Hang Time,Punt Avg Net Yards,Punt Avg Yards,Punt Blocked,Punt Hangtime,Punt Inside 20,Punt Longest,Punt Net Yards,Punt Return Yards,Punt Touchbacks,Punt Yards
1f6dcffb-9823-43cd-9ff4-e7a8466749b5 2018,62,4.086,37.803000000000004,43.328,1,249.21900000000002,21,66,2306,257,4,2643
6680d28d-d4d2-49f6-aace-5292d3ec02c2 2018,45,4.44,40.533,44.911,0,199.80300000000003,21,67,1824,97,5,2021
1c1cec48-6352-4556-b789-35304c1a6ae1 2018,70,4.35,38.3,43.17100000000001,0,304.465,17,64,2681,241,5,3022
e627eec7-bbae-4fa4-8e73-8e1d6bc5c060 2018,60,4.4830000000000005,39.6,44.5,0,268.952,17,63,2376,254,2,2670
386bdbf9-9eea-4869-bb9a-274b0bc66e80 2018,61,4.13,42.672,48.148,0,251.924,24,68,2603,194,7,2937
04aa1c9d-66da-489d-b16a-1dee3f2eec4d 2018,71,4.2589999999999995,41.817,45.437,0,302.423,20,60,2969,177,4,3226
22052ff7-c065-42ee-bc8f-c4691c50e624 2018,79,4.397,41.494,45.32899999999999,0,347.391,41,63,3278,303,0,3581
7b112545-38e6-483c-a55c-96cf6ee49cb8 2018,63,4.453,40.339,45.016000000000005,1,276.115,28,65,2501,150,7,2791
c5a59daa-53a7-4de0-851f-fb12be893e9e 2018,74,4.266,39.162,44.73,0,315.6670000000001,32,61,2898,332,4,3310
a20471b4-a8d9-40c7-95ad-90cc30e46932 2018,72,4.5569999999999995,39.296,44.732,1,323.56299999999993,19,67,2790,206,9,3176
33405046-04ee-4058-a950-d606f8c30852 2018,73,4.442,42.042,45.208,1,319.805,27,70,3027,188,2,3255
4254d319-1bc7-4f81-b4ab-b5e6f3402b69 2018,58,4.404,39.579,45.035,1,251.0300000000001,15,64,2256,231,4,2567
e6aa13a4-0055-48a9-bc41-be28dc106929 2018,62,4.4719999999999995,41.417,45.483000000000004,2,268.329,22,57,2485,184,3,2729
f14bf5cc-9a82-4a38-bc15-d39f75ed5314 2018,61,4.456,40.951,45.23,0,271.821,24,59,2498,181,4,2759
0d855753-ea21-4953-89f9-0e20aff9eb73 2018,43,4.487,43.163000000000004,46.419,0,192.93599999999998,15,60,1856,60,4,1996
f0e724b0-4cbf-495a-be47-013907608da9 2018,69,4.44,39.676,43.721000000000004,1,301.9530000000001,22,64,2698,195,4,2973
de760528-1dc0-416a-a978-b510d20692ff 2018,94,4.342,42.638000000000005,48.596000000000004,0,408.156,32,64,4008,420,7,4568
2eff2a03-54d4-46ba-890e-2bc3925548f3 2018,43,4.208,42.977,46.326,0,180.92700000000002,21,68,1848,104,2,1992
3d08af9e-c767-4f88-a7dc-b920c6d2b4a8 2018,79,4.227,43.013000000000005,48.192,1,329.694,28,69,3355,304,5,3759
