Key,Season,Team ID,TD Fumble Returns,TD Interception Return,TD Kick Return,TD Other,TD Pass,TD Punt Return,TD Rush,TD Total,TD Total Return
a20471b4-a8d9-40c7-95ad-90cc30e46932 2017,2017,a20471b4-a8d9-40c7-95ad-90cc30e46932,1,1,0,0,25,0,13,40,2
33405046-04ee-4058-a950-d606f8c30852 2017,2017,33405046-04ee-4058-a950-d606f8c30852,0,1,0,0,25,0,15,41,1
4254d319-1bc7-4f81-b4ab-b5e6f3402b69 2017,2017,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,3,1,0,0,26,0,8,38,4
e6aa13a4-0055-48a9-bc41-be28dc106929 2017,2017,e6aa13a4-0055-48a9-bc41-be28dc106929,3,0,0,0,21,0,12,36,3
f14bf5cc-9a82-4a38-bc15-d39f75ed5314 2017,2017,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,1,0,1,0,22,1,15,40,3
0d855753-ea21-4953-89f9-0e20aff9eb73 2017,2017,0d855753-ea21-4953-89f9-0e20aff9eb73,1,2,1,1,23,0,23,51,4
f0e724b0-4cbf-495a-be47-013907608da9 2017,2017,f0e724b0-4cbf-495a-be47-013907608da9,0,1,0,0,15,0,15,31,1
de760528-1dc0-416a-a978-b510d20692ff 2017,2017,de760528-1dc0-416a-a978-b510d20692ff,1,1,0,0,21,0,6,29,2
2eff2a03-54d4-46ba-890e-2bc3925548f3 2017,2017,2eff2a03-54d4-46ba-890e-2bc3925548f3,0,3,1,2,28,0,17,51,4
3d08af9e-c767-4f88-a7dc-b920c6d2b4a8 2017,2017,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,1,3,1,0,34,0,4,43,5
768c92aa-75ff-4a43-bcc0-f2798c2e1724 2018,2018,768c92aa-75ff-4a43-bcc0-f2798c2e1724,1,0,0,0,13,0,15,29,1
4809ecb0-abd3-451d-9c4a-92a90b83ca06 2018,2018,4809ecb0-abd3-451d-9c4a-92a90b83ca06,0,3,1,0,26,1,7,38,5
5fee86ae-74ab-4bdd-8416-42a9dd9964f3 2018,2018,5fee86ae-74ab-4bdd-8416-42a9dd9964f3,0,3,1,0,18,1,11,34,5
97354895-8c77-4fd4-a860-32e62ea7382a 2018,2018,97354895-8c77-4fd4-a860-32e62ea7382a,1,1,1,1,29,0,18,51,3
ad4ae08f-d808-42d5-a1e6-e9bc4e34d123 2018,2018,ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,2,3,0,0,27,0,13,45,5
d5a2eb42-8065-4174-ab79-0a6fa820e35e 2018,2018,d5a2eb42-8065-4174-ab79-0a6fa820e35e,0,0,0,0,29,0,15,44,0
ebd87119-b331-4469-9ea6-d51fe3ce2f1c 2018,2018,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,3,0,0,0,18,1,19,41,4
cb2f9f1f-ac67-424e-9e72-1475cb0ed398 2018,2018,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,1,2,0,0,35,0,16,54,3
82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9 2018,2018,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,0,0,0,0,39,0,13,52,0
f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de 2018,2018,f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,0,2,0,0,15,1,7,25,3
82d2d380-3834-4938-835f-aec541e5ece7 2018,2018,82d2d380-3834-4938-835f-aec541e5ece7,1,3,0,0,26,0,12,42,4
d26a1ca5-722d-4274-8f97-c92e49c96315 2018,2018,d26a1ca5-722d-4274-8f97-c92e49c96315,0,2,1,0,16,0,15,34,3
ce92bd47-93d5-4fe9-ada4-0fc681e6caa0 2018,2018,ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,0,2,0,0,19,0,18,39,2
1f6dcffb-9823-43cd-9ff4-e7a8466749b5 2018,2018,1f6dcffb-9823-43cd-9ff4-e7a8466749b5,1,1,0,0,32,1,16,51,3
6680d28d-d4d2-49f6-aace-5292d3ec02c2 2018,2018,6680d28d-d4d2-49f6-aace-5292d3ec02c2,1,3,0,0,50,1,16,71,5
1c1cec48-6352-4556-b789-35304c1a6ae1 2018,2018,1c1cec48-6352-4556-b789-35304c1a6ae1,0,1,0,0,19,1,9,30,2
e627eec7-bbae-4fa4-8e73-8e1d6bc5c060 2018,2018,e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,1,0,0,0,22,0,13,36,1
386bdbf9-9eea-4869-bb9a-274b0bc66e80 2018,2018,386bdbf9-9eea-4869-bb9a-274b0bc66e80,0,0,0,0,29,0,12,41,0
04aa1c9d-66da-489d-b16a-1dee3f2eec4d 2018,2018,04aa1c9d-66da-489d-b16a-1dee3f2eec4d,0,3,0,0,23,0,13,39,3
22052ff7-c065-42ee-bc8f-c4691c50e624 2018,2018,22052ff7-c065-42ee-bc8f-c4691c50e624,1,0,0,0,16,0,12,29,1
7b112545-38e6-483c-a55c-96cf6ee49cb8 2018,2018,7b112545-38e6-483c-a55c-96cf6ee49cb8,1,5,0,0,28,0,16,50,6
c5a59daa-53a7-4de0-851f-fb12be893e9e 2018,2018,c5a59daa-53a7-4de0-851f-fb12be893e9e,0,2,0,0,22,0,11,35,2
a20471b4-a8d9-40c7-95ad-90cc30e46932 2018,2018,a20471b4-a8d9-40c7-95ad-90cc30e46932,0,1,0,1,25,0,14,41,1
33405046-04ee-4058-a950-d606f8c30852 2018,2018,33405046-04ee-4058-a950-d606f8c30852,2,1,0,0,30,0,9,42,3
4254d319-1bc7-4f81-b4ab-b5e6f3402b69 2018,2018,4254d319-1bc7-4f81-b4ab-b5e6f3402b69,2,0,0,0,36,0,11,49,2
e6aa13a4-0055-48a9-bc41-be28dc106929 2018,2018,e6aa13a4-0055-48a9-bc41-be28dc106929,1,1,0,0,36,0,11,49,2
f14bf5cc-9a82-4a38-bc15-d39f75ed5314 2018,2018,f14bf5cc-9a82-4a38-bc15-d39f75ed5314,1,0,0,0,28,0,17,46,1
0d855753-ea21-4953-89f9-0e20aff9eb73 2018,2018,0d855753-ea21-4953-89f9-0e20aff9eb73,0,1,0,0,33,0,26,60,1
f0e724b0-4cbf-495a-be47-013907608da9 2018,2018,f0e724b0-4cbf-495a-be47-013907608da9,0,1,1,0,26,0,7,35,2
de760528-1dc0-416a-a978-b510d20692ff 2018,2018,de760528-1dc0-416a-a978-b510d20692ff,2,0,0,1,15,0,9,27,2
2eff2a03-54d4-46ba-890e-2bc3925548f3 2018,2018,2eff2a03-54d4-46ba-890e-2bc3925548f3,1,3,0,1,32,0,23,60,4
3d08af9e-c767-4f88-a7dc-b920c6d2b4a8 2018,2018,3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,1,1,0,0,35,0,15,52,2
