Passing Yards,TD Pass,Interceptions Thrown,2pt Pass Conversions,Rushing Yards,TD Rush,2pt Rush Conversions,Receiving Yards,Receptions,TD Receptions,2pt Receiving Conversions,PAT,Field Goals Missed,FG Made (0-39 yards),FG Made (40-49 yards),FG Made (50+ yards),Kickoff Return TD,Punt return TD,Interception Return TD,Fumble Return TD,Blocked Punt Return TD,Blocked FG Return TD,2pt Return,Safety,Sack,"Blocked Punt, PAT, FG",Interception,Fumble Recovered,Safety,0 points allowed (PA0),1-6 points allowed (PA1),7-13 points allowed (PA7),14-17 points allowed (PA14),28-34 points allowed (PA28),35-45 points allowed (PA35),46+ points allowed (PA46),100-199 total yards allowed (YA199),200-299 total yards allowed (YA299),350-399 total yards allowed (YA399),400-449 total yards allowed (YA449),450-499 total yards allowed (YA499),500-549 total yards allowed (YA549),550+ total yards allowed (YA550)
0.04,4,-2,2,0.1,6,2,0.1,1,6,2,1,-1,3,4,5,6,6,6,6,6,6,2,2,1,2,2,2,2,5,4,3,1,-1,-3,-5,5,3,2,-1,-3,-5,-6
