,Player ID,Season,Rec Air Yards,Team ID,Rec Avg Yards,Rec Broken Tackles,Rec Catchable Passes,Rec Dropped Passes,Rec Longest,Rec Longest TD,Rec Receptions,Rec Red Zone Targets,Rec Targets,Rec Touchdowns,Rec Yards,Rec Yards After Catch,Rec Yards After Contact
124,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,2013,45,d5a2eb42-8065-4174-ab79-0a6fa820e35e,21.0,0,0,1,39,0,5,0,13,0,105,60,0
125,b228c353-bb1f-4ba8-aa6d-d18ecf297259,2013,1015,d5a2eb42-8065-4174-ab79-0a6fa820e35e,18.92,0,0,9,95,95,87,18,159,9,1646,631,0
126,46bb9a85-523c-4530-95c3-2c2a9737e65f,2013,172,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,10.92,0,0,5,43,1,25,2,43,1,273,101,0
127,67da5b5c-0db9-4fbc-b98d-7eb8e97b69f6,2013,0,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,0.0,0,0,0,0,0,0,0,1,0,0,0,0
128,7f3ef024-eb34-46af-8b9e-544cdf09378f,2013,-2,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,6.0,0,0,0,6,0,1,0,1,0,6,8,0
129,a735765c-3ca8-4557-b06e-a30fd415982c,2013,768,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,17.354,0,0,5,74,26,65,17,137,4,1128,360,0
130,c323cdb9-74bc-4d68-9358-609f80eedbb7,2013,79,ebd87119-b331-4469-9ea6-d51fe3ce2f1c,9.6,0,0,0,33,0,10,2,19,0,96,17,0
131,16e33176-b73e-49b7-b0aa-c405b47a706e,2013,879,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,13.627,0,0,8,56,47,110,21,166,8,1499,620,0
132,ea357add-1a41-4a8b-8f34-bbfade7f4d98,2013,11,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,0.0,0,0,0,5,0,0,0,0,0,5,-6,0
133,f9036897-99d5-4d9a-8965-0c7e0f9e43bd,2013,28,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,10.667,0,0,2,21,0,6,2,13,0,64,36,0
134,fd4e8681-f2f4-47c7-b954-a72be9b1ca00,2013,445,cb2f9f1f-ac67-424e-9e72-1475cb0ed398,11.045,0,0,5,55,55,67,16,112,6,740,295,0
135,b8426cea-f8b9-4061-8d56-e70d1230103e,2013,703,82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,13.207,0,0,6,73,73,82,14,138,5,1083,380,0
