Key,Player Name,Player Team,Season,Position,Games Played,Games Started,Season Age,Rec Receptions,Rec Red Zone Targets,Rec Touchdowns,Rec Yards,Fumbles,Lost Fumbles,Rush Attempts,Rush Avg Yards,Rush Red Zone Attempts,Rush Scrambles,Rush Touchdowns,Rush Yards,Passing Completion Pct,Passing Hurries,Passing Interceptions,Passing Redzone Attempts,Passing Touchdowns,Passing Yards,Field Goal Attempts,Field Goal Longest,Field Goal Made,Field Goal Yards,Extra Pts Attempts,Extra Pts Made
72f5a27a-544f-468a-b10b-89a1fc5d0e9f 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Chris Ivory,Jaguars,2016,RB,11,1,28,20.0,0.0,0.0,186.0,5.0,3.0,117.0,3.752,7.0,0.0,3.0,439.0,,,,,,,,,,,,
72f5a27a-544f-468a-b10b-89a1fc5d0e9f 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Chris Ivory,Jaguars,2017,RB,14,3,29,21.0,1.0,1.0,175.0,2.0,2.0,112.0,3.411,10.0,0.0,1.0,382.0,,,,,,,,,,,,
72f5a27a-544f-468a-b10b-89a1fc5d0e9f 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,Chris Ivory,Bills,2018,RB,13,1,30,13.0,0.0,0.0,205.0,1.0,0.0,115.0,3.3480000000000003,6.0,0.0,1.0,385.0,,,,,,,,,,,,
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2012 0d855753-ea21-4953-89f9-0e20aff9eb73,Travaris Cadet,Saints,2012,RB,13,0,23,5.0,0.0,0.0,44.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,5.0,,,,,,,,,,,,
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2013 0d855753-ea21-4953-89f9-0e20aff9eb73,Travaris Cadet,Saints,2013,RB,13,0,24,2.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2014 0d855753-ea21-4953-89f9-0e20aff9eb73,Travaris Cadet,Saints,2014,RB,15,1,25,38.0,5.0,1.0,296.0,2.0,2.0,10.0,3.2,1.0,0.0,0.0,32.0,,,,,,,,,,,,
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2015 97354895-8c77-4fd4-a860-32e62ea7382a,Travaris Cadet,Patriots,2015,RB,1,0,26,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2015 0d855753-ea21-4953-89f9-0e20aff9eb73,Travaris Cadet,Saints,2015,RB,2,1,26,9.0,1.0,1.0,146.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2015 f0e724b0-4cbf-495a-be47-013907608da9,Travaris Cadet,49ers,2015,RB,4,0,26,7.0,0.0,0.0,66.0,,,7.0,2.286,1.0,0.0,0.0,16.0,,,,,,,,,,,,
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2016 0d855753-ea21-4953-89f9-0e20aff9eb73,Travaris Cadet,Saints,2016,RB,15,1,27,40.0,6.0,4.0,281.0,,,4.0,4.75,0.0,0.0,0.0,19.0,,,,,,,,,,,,
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2017 768c92aa-75ff-4a43-bcc0-f2798c2e1724,Travaris Cadet,Bills,2017,RB,6,0,28,13.0,0.0,0.0,93.0,,,22.0,4.227,0.0,0.0,0.0,93.0,,,,,,,,,,,,
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2017 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Travaris Cadet,Jets,2017,RB,3,0,28,3.0,0.0,0.0,26.0,,,1.0,3.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,
b4ce3e07-7848-4da2-a33e-4f04ce540ba5 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Travaris Cadet,Panthers,2018,RB,1,0,29,1.0,1.0,0.0,5.0,,,11.0,1.545,0.0,0.0,0.0,17.0,,,,,,,,,,,,
f336567d-44a9-4245-8452-1dd485fd70fb 2012 0d855753-ea21-4953-89f9-0e20aff9eb73,Mark Ingram II,Saints,2012,RB,16,5,23,6.0,0.0,0.0,29.0,0.0,0.0,156.0,3.859,2.0,0.0,5.0,602.0,,,,,,,,,,,,
f336567d-44a9-4245-8452-1dd485fd70fb 2013 0d855753-ea21-4953-89f9-0e20aff9eb73,Mark Ingram II,Saints,2013,RB,11,3,24,7.0,0.0,0.0,68.0,,,78.0,4.949,13.0,0.0,1.0,386.0,,,,,,,,,,,,
f336567d-44a9-4245-8452-1dd485fd70fb 2014 0d855753-ea21-4953-89f9-0e20aff9eb73,Mark Ingram II,Saints,2014,RB,13,9,25,29.0,5.0,0.0,145.0,3.0,1.0,226.0,4.265,43.0,0.0,9.0,964.0,,,,,,,,,,,,
f336567d-44a9-4245-8452-1dd485fd70fb 2015 0d855753-ea21-4953-89f9-0e20aff9eb73,Mark Ingram II,Saints,2015,RB,12,10,26,50.0,5.0,0.0,405.0,2.0,1.0,166.0,4.633,31.0,0.0,6.0,769.0,,,,,,,,,,,,
f336567d-44a9-4245-8452-1dd485fd70fb 2016 0d855753-ea21-4953-89f9-0e20aff9eb73,Mark Ingram II,Saints,2016,RB,16,14,27,46.0,7.0,4.0,319.0,2.0,2.0,205.0,5.088,9.0,0.0,6.0,1043.0,,,,,,,,,,,,
f336567d-44a9-4245-8452-1dd485fd70fb 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,Mark Ingram II,Saints,2017,RB,16,12,28,58.0,7.0,0.0,416.0,3.0,3.0,230.0,4.887,12.0,0.0,12.0,1124.0,,,,,,,,,,,,
f336567d-44a9-4245-8452-1dd485fd70fb 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,Mark Ingram II,Saints,2018,RB,12,6,29,21.0,1.0,1.0,170.0,3.0,1.0,138.0,4.674,14.0,0.0,6.0,645.0,,,,,,,,,,,,
6a2b129d-a9e5-4131-b491-82269b323f77 2012 f0e724b0-4cbf-495a-be47-013907608da9,Frank Gore,49ers,2012,RB,16,16,29,28.0,0.0,1.0,234.0,2.0,1.0,258.0,4.705,5.0,0.0,8.0,1214.0,,,,,,,,,,,,
6a2b129d-a9e5-4131-b491-82269b323f77 2013 f0e724b0-4cbf-495a-be47-013907608da9,Frank Gore,49ers,2013,RB,16,16,30,16.0,2.0,0.0,141.0,3.0,3.0,276.0,4.087,57.0,0.0,9.0,1128.0,,,,,,,,,,,,
6a2b129d-a9e5-4131-b491-82269b323f77 2014 f0e724b0-4cbf-495a-be47-013907608da9,Frank Gore,49ers,2014,RB,16,16,31,11.0,2.0,1.0,111.0,2.0,2.0,255.0,4.337,27.0,0.0,4.0,1106.0,,,,,,,,,,,,
6a2b129d-a9e5-4131-b491-82269b323f77 2015 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Frank Gore,Colts,2015,RB,16,16,32,34.0,4.0,1.0,267.0,4.0,3.0,260.0,3.719,35.0,0.0,6.0,967.0,,,,,,,,,,,,
6a2b129d-a9e5-4131-b491-82269b323f77 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Frank Gore,Colts,2016,RB,16,16,33,38.0,3.0,4.0,277.0,2.0,1.0,263.0,3.897,9.0,0.0,4.0,1025.0,,,,,,,,,,,,
6a2b129d-a9e5-4131-b491-82269b323f77 2017 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Frank Gore,Colts,2017,RB,16,16,34,29.0,1.0,1.0,245.0,3.0,0.0,261.0,3.682,5.0,0.0,3.0,961.0,,,,,,,,,,,,
6a2b129d-a9e5-4131-b491-82269b323f77 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Frank Gore,Dolphins,2018,RB,14,14,35,12.0,0.0,1.0,124.0,1.0,0.0,156.0,4.628,7.0,0.0,0.0,722.0,,,,,,,,,,,,
63fd9abe-4bdf-4611-9497-0c67e030ce01 2012 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Robert Turbin,Seahawks,2012,RB,16,0,23,19.0,0.0,0.0,181.0,0.0,0.0,80.0,4.425,2.0,0.0,0.0,354.0,,,,,,,,,,,,
63fd9abe-4bdf-4611-9497-0c67e030ce01 2013 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Robert Turbin,Seahawks,2013,RB,16,0,24,8.0,1.0,0.0,60.0,1.0,1.0,77.0,3.429,4.0,0.0,0.0,264.0,,,,,,,,,,,,
63fd9abe-4bdf-4611-9497-0c67e030ce01 2014 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Robert Turbin,Seahawks,2014,RB,16,3,25,16.0,3.0,2.0,186.0,1.0,1.0,74.0,4.189,7.0,0.0,0.0,310.0,,,,,,,,,,,,
63fd9abe-4bdf-4611-9497-0c67e030ce01 2015 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Robert Turbin,Browns,2015,RB,3,0,26,2.0,0.0,0.0,8.0,0.0,0.0,18.0,3.333,3.0,0.0,0.0,60.0,,,,,,,,,,,,
63fd9abe-4bdf-4611-9497-0c67e030ce01 2015 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Robert Turbin,Cowboys,2015,RB,7,0,26,5.0,0.0,0.0,15.0,,,32.0,4.3439999999999985,3.0,0.0,1.0,139.0,,,,,,,,,,,,
63fd9abe-4bdf-4611-9497-0c67e030ce01 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Robert Turbin,Colts,2016,RB,15,0,27,26.0,2.0,1.0,179.0,,,47.0,3.489,8.0,0.0,7.0,164.0,,,,,,,,,,,,
63fd9abe-4bdf-4611-9497-0c67e030ce01 2017 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Robert Turbin,Colts,2017,RB,6,1,28,9.0,0.0,0.0,56.0,,,23.0,2.3040000000000003,2.0,0.0,1.0,53.0,,,,,,,,,,,,
63fd9abe-4bdf-4611-9497-0c67e030ce01 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Robert Turbin,Colts,2018,RB,2,0,29,1.0,0.0,0.0,3.0,1.0,1.0,4.0,2.5,0.0,0.0,0.0,10.0,,,,,,,,,,,,
82bce0be-9a87-4b6d-a85b-623bf8d1674e 2012 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Marshawn Lynch,Seahawks,2012,RB,16,15,26,23.0,1.0,1.0,196.0,5.0,2.0,315.0,5.048,3.0,0.0,11.0,1590.0,,,,,,,,,,,,
82bce0be-9a87-4b6d-a85b-623bf8d1674e 2013 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Marshawn Lynch,Seahawks,2013,RB,16,16,27,36.0,4.0,2.0,316.0,4.0,1.0,301.0,4.176,56.0,0.0,12.0,1257.0,,,,,,,,,,,,
82bce0be-9a87-4b6d-a85b-623bf8d1674e 2014 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Marshawn Lynch,Seahawks,2014,RB,16,14,28,37.0,10.0,4.0,367.0,3.0,2.0,280.0,4.664,52.0,0.0,13.0,1306.0,,,,,,,,,,,,
82bce0be-9a87-4b6d-a85b-623bf8d1674e 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Marshawn Lynch,Seahawks,2015,RB,7,6,29,13.0,3.0,0.0,80.0,,,111.0,3.757,19.0,0.0,3.0,417.0,,,,,,,,,,,,
82bce0be-9a87-4b6d-a85b-623bf8d1674e 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,Marshawn Lynch,Raiders,2017,RB,15,15,31,20.0,1.0,0.0,151.0,1.0,1.0,207.0,4.3039999999999985,9.0,0.0,7.0,891.0,,,,,,,,,,,,
82bce0be-9a87-4b6d-a85b-623bf8d1674e 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,Marshawn Lynch,Raiders,2018,RB,6,6,32,15.0,3.0,0.0,84.0,,,90.0,4.178,7.0,0.0,3.0,376.0,,,,,,,,,,,,
d08da2a3-8296-4038-bb46-ab1feca4bbd4 2013 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Mike Gillislee,Dolphins,2013,RB,3,0,23,,,,,,,6.0,3.5,1.0,0.0,0.0,21.0,,,,,,,,,,,,
d08da2a3-8296-4038-bb46-ab1feca4bbd4 2015 768c92aa-75ff-4a43-bcc0-f2798c2e1724,Mike Gillislee,Bills,2015,RB,5,1,25,6.0,1.0,0.0,29.0,1.0,1.0,47.0,5.681,4.0,0.0,3.0,267.0,,,,,,,,,,,,
d08da2a3-8296-4038-bb46-ab1feca4bbd4 2016 768c92aa-75ff-4a43-bcc0-f2798c2e1724,Mike Gillislee,Bills,2016,RB,15,1,26,9.0,1.0,1.0,50.0,1.0,0.0,101.0,5.712999999999999,9.0,0.0,8.0,577.0,,,,,,,,,,,,
d08da2a3-8296-4038-bb46-ab1feca4bbd4 2017 97354895-8c77-4fd4-a860-32e62ea7382a,Mike Gillislee,Patriots,2017,RB,9,2,27,1.0,0.0,0.0,15.0,1.0,1.0,104.0,3.683,5.0,0.0,5.0,383.0,,,,,,,,,,,,
d08da2a3-8296-4038-bb46-ab1feca4bbd4 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,Mike Gillislee,Saints,2018,RB,4,0,28,1.0,0.0,0.0,9.0,1.0,1.0,16.0,2.688,2.0,0.0,0.0,43.0,,,,,,,,,,,,
eeb9e3f4-e378-44ca-94b6-a724011ad710 2013 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Nick Bellore,Jets,2013,RB,16,0,24,,,,,,,,,,,,,,,,,,,,,,,,
eeb9e3f4-e378-44ca-94b6-a724011ad710 2016 f0e724b0-4cbf-495a-be47-013907608da9,Nick Bellore,49ers,2016,RB,14,10,27,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,
eeb9e3f4-e378-44ca-94b6-a724011ad710 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,Nick Bellore,Lions,2017,RB,13,2,28,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
eeb9e3f4-e378-44ca-94b6-a724011ad710 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,Nick Bellore,Lions,2018,RB,14,4,29,4.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
24cf6148-f0af-4103-a215-e06956764953 2013 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Giovani Bernard,Bengals,2013,RB,16,0,22,56.0,6.0,3.0,514.0,1.0,1.0,170.0,4.088,21.0,0.0,5.0,695.0,,,,,,,,,,,,
24cf6148-f0af-4103-a215-e06956764953 2014 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Giovani Bernard,Bengals,2014,RB,13,9,23,43.0,4.0,2.0,349.0,0.0,0.0,168.0,4.048,30.0,0.0,5.0,680.0,,,,,,,,,,,,
24cf6148-f0af-4103-a215-e06956764953 2015 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Giovani Bernard,Bengals,2015,RB,16,1,24,49.0,3.0,0.0,472.0,2.0,0.0,154.0,4.74,30.0,0.0,2.0,730.0,,,,,,,,,,,,
24cf6148-f0af-4103-a215-e06956764953 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Giovani Bernard,Bengals,2016,RB,10,2,25,39.0,3.0,1.0,336.0,1.0,1.0,91.0,3.703,4.0,0.0,2.0,337.0,,,,,,,,,,,,
24cf6148-f0af-4103-a215-e06956764953 2017 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Giovani Bernard,Bengals,2017,RB,16,2,26,43.0,3.0,2.0,389.0,,,105.0,4.362,4.0,0.0,2.0,458.0,,,,,,,,,,,,
24cf6148-f0af-4103-a215-e06956764953 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Giovani Bernard,Bengals,2018,RB,12,4,27,35.0,1.0,0.0,218.0,0.0,0.0,56.0,3.768,3.0,0.0,3.0,211.0,,,,,,,,,,,,
bd8052bd-0898-430b-99c9-2529e895ae79 2013 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Rex Burkhead,Bengals,2013,RB,1,0,23,,,,,,,,,,,,,,,,,,,,,,,,
bd8052bd-0898-430b-99c9-2529e895ae79 2014 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Rex Burkhead,Bengals,2014,RB,9,0,24,7.0,0.0,0.0,49.0,,,9.0,3.0,3.0,0.0,1.0,27.0,,,,,,,,,,,,
bd8052bd-0898-430b-99c9-2529e895ae79 2015 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Rex Burkhead,Bengals,2015,RB,16,0,25,10.0,1.0,1.0,94.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,
bd8052bd-0898-430b-99c9-2529e895ae79 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Rex Burkhead,Bengals,2016,RB,16,1,26,17.0,0.0,0.0,145.0,1.0,1.0,74.0,4.649,7.0,0.0,2.0,344.0,,,,,,,,,,,,
bd8052bd-0898-430b-99c9-2529e895ae79 2017 97354895-8c77-4fd4-a860-32e62ea7382a,Rex Burkhead,Patriots,2017,RB,10,3,27,30.0,6.0,3.0,254.0,1.0,0.0,64.0,4.125,8.0,0.0,5.0,264.0,,,,,,,,,,,,
bd8052bd-0898-430b-99c9-2529e895ae79 2018 97354895-8c77-4fd4-a860-32e62ea7382a,Rex Burkhead,Patriots,2018,RB,8,4,28,14.0,4.0,1.0,131.0,2.0,1.0,57.0,3.263,0.0,0.0,0.0,186.0,,,,,,,,,,,,
f7841baa-9284-4c03-b698-442570651c6c 2013 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,C.J. Anderson,Broncos,2013,RB,5,0,22,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.4289999999999985,0.0,0.0,0.0,38.0,,,,,,,,,,,,
f7841baa-9284-4c03-b698-442570651c6c 2014 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,C.J. Anderson,Broncos,2014,RB,15,7,23,34.0,7.0,2.0,324.0,1.0,0.0,179.0,4.743,22.0,0.0,8.0,849.0,,,,,,,,,,,,
f7841baa-9284-4c03-b698-442570651c6c 2015 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,C.J. Anderson,Broncos,2015,RB,15,6,24,25.0,3.0,0.0,183.0,2.0,2.0,152.0,4.737,18.0,0.0,5.0,720.0,,,,,,,,,,,,
f7841baa-9284-4c03-b698-442570651c6c 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,C.J. Anderson,Broncos,2016,RB,7,7,25,16.0,1.0,1.0,128.0,,,110.0,3.973,6.0,0.0,4.0,437.0,,,,,,,,,,,,
f7841baa-9284-4c03-b698-442570651c6c 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,C.J. Anderson,Broncos,2017,RB,16,16,26,28.0,3.0,1.0,224.0,1.0,1.0,245.0,4.11,5.0,0.0,3.0,1007.0,,,,,,,,,,,,
f7841baa-9284-4c03-b698-442570651c6c 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,C.J. Anderson,Raiders,2018,RB,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,
f7841baa-9284-4c03-b698-442570651c6c 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,C.J. Anderson,Panthers,2018,RB,9,1,27,1.0,0.0,1.0,24.0,,,24.0,4.333,0.0,0.0,0.0,104.0,,,,,,,,,,,,
f7841baa-9284-4c03-b698-442570651c6c 2018 2eff2a03-54d4-46ba-890e-2bc3925548f3,C.J. Anderson,Rams,2018,RB,2,2,27,4.0,2.0,0.0,17.0,,,43.0,6.9529999999999985,4.0,0.0,2.0,299.0,,,,,,,,,,,,
0366fd06-19a3-4b69-8448-6bfbfad1250b 2013 22052ff7-c065-42ee-bc8f-c4691c50e624,Chris Thompson,Redskins,2013,RB,4,0,23,,,,,,,,,,,,,,,,,,,,,,,,
0366fd06-19a3-4b69-8448-6bfbfad1250b 2014 22052ff7-c065-42ee-bc8f-c4691c50e624,Chris Thompson,Redskins,2014,RB,2,0,24,6.0,1.0,1.0,27.0,,,3.0,4.0,0.0,0.0,0.0,12.0,,,,,,,,,,,,
0366fd06-19a3-4b69-8448-6bfbfad1250b 2015 22052ff7-c065-42ee-bc8f-c4691c50e624,Chris Thompson,Redskins,2015,RB,13,0,25,35.0,8.0,2.0,240.0,2.0,0.0,35.0,6.171,3.0,0.0,0.0,216.0,,,,,,,,,,,,
0366fd06-19a3-4b69-8448-6bfbfad1250b 2016 22052ff7-c065-42ee-bc8f-c4691c50e624,Chris Thompson,Redskins,2016,RB,16,0,26,49.0,3.0,2.0,349.0,2.0,1.0,68.0,5.235,4.0,0.0,3.0,356.0,,,,,,,,,,,,
0366fd06-19a3-4b69-8448-6bfbfad1250b 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,Chris Thompson,Redskins,2017,RB,10,1,27,39.0,3.0,4.0,510.0,3.0,2.0,64.0,4.5939999999999985,5.0,0.0,2.0,294.0,,,,,,,,,,,,
0366fd06-19a3-4b69-8448-6bfbfad1250b 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,Chris Thompson,Redskins,2018,RB,10,0,28,41.0,1.0,1.0,268.0,1.0,0.0,43.0,4.14,0.0,0.0,0.0,178.0,,,,,,,,,,,,
62d4e94c-443f-44ed-9404-c6d6bdd9aa64 2013 c5a59daa-53a7-4de0-851f-fb12be893e9e,Theo Riddick,Lions,2013,RB,14,0,22,4.0,1.0,0.0,26.0,,,9.0,2.778,1.0,0.0,1.0,25.0,,,,,,,,,,,,
62d4e94c-443f-44ed-9404-c6d6bdd9aa64 2014 c5a59daa-53a7-4de0-851f-fb12be893e9e,Theo Riddick,Lions,2014,RB,14,2,23,34.0,10.0,4.0,316.0,,,20.0,2.55,3.0,0.0,0.0,51.0,,,,,,,,,,,,
62d4e94c-443f-44ed-9404-c6d6bdd9aa64 2015 c5a59daa-53a7-4de0-851f-fb12be893e9e,Theo Riddick,Lions,2015,RB,16,1,24,80.0,13.0,3.0,697.0,1.0,1.0,43.0,3.093,5.0,0.0,0.0,133.0,,,,,,,,,,,,
62d4e94c-443f-44ed-9404-c6d6bdd9aa64 2016 c5a59daa-53a7-4de0-851f-fb12be893e9e,Theo Riddick,Lions,2016,RB,10,8,25,53.0,8.0,5.0,371.0,,,92.0,3.88,1.0,0.0,1.0,357.0,,,,,,,,,,,,
62d4e94c-443f-44ed-9404-c6d6bdd9aa64 2017 c5a59daa-53a7-4de0-851f-fb12be893e9e,Theo Riddick,Lions,2017,RB,16,5,26,53.0,4.0,2.0,444.0,1.0,1.0,84.0,3.405,4.0,0.0,3.0,286.0,,,,,,,,,,,,
62d4e94c-443f-44ed-9404-c6d6bdd9aa64 2018 c5a59daa-53a7-4de0-851f-fb12be893e9e,Theo Riddick,Lions,2018,RB,14,3,27,61.0,5.0,0.0,384.0,,,40.0,4.275,3.0,0.0,0.0,171.0,,,,,,,,,,,,
5ec072b3-2837-4cf1-bb4f-ecd873949626 2013 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Kenjon Barner,Panthers,2013,RB,8,0,24,2.0,1.0,0.0,7.0,1.0,0.0,6.0,1.167,3.0,0.0,0.0,7.0,,,,,,,,,,,,
5ec072b3-2837-4cf1-bb4f-ecd873949626 2015 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Kenjon Barner,Eagles,2015,RB,10,0,26,9.0,0.0,0.0,22.0,1.0,1.0,28.0,4.4289999999999985,2.0,0.0,0.0,124.0,,,,,,,,,,,,
5ec072b3-2837-4cf1-bb4f-ecd873949626 2016 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Kenjon Barner,Eagles,2016,RB,13,0,27,5.0,1.0,0.0,42.0,,,27.0,4.7780000000000005,2.0,0.0,2.0,129.0,,,,,,,,,,,,
5ec072b3-2837-4cf1-bb4f-ecd873949626 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Kenjon Barner,Eagles,2017,RB,13,1,28,5.0,0.0,0.0,56.0,3.0,0.0,16.0,3.563,2.0,0.0,1.0,57.0,,,,,,,,,,,,
5ec072b3-2837-4cf1-bb4f-ecd873949626 2018 97354895-8c77-4fd4-a860-32e62ea7382a,Kenjon Barner,Patriots,2018,RB,5,0,29,,,,,,,19.0,3.737,1.0,0.0,0.0,71.0,,,,,,,,,,,,
5ec072b3-2837-4cf1-bb4f-ecd873949626 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Kenjon Barner,Panthers,2018,RB,4,0,29,1.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,
bbb63a36-8613-4675-8e5e-34200d245ff0 2013 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Spencer Ware,Seahawks,2013,RB,2,0,22,,,,,,,3.0,3.333,3.0,0.0,0.0,10.0,,,,,,,,,,,,
bbb63a36-8613-4675-8e5e-34200d245ff0 2016 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Spencer Ware,Chiefs,2016,RB,14,14,25,33.0,0.0,2.0,447.0,4.0,3.0,214.0,4.3039999999999985,7.0,0.0,3.0,921.0,,,,,,,,,,,,
bbb63a36-8613-4675-8e5e-34200d245ff0 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Spencer Ware,Chiefs,2018,RB,13,2,27,20.0,1.0,0.0,224.0,,,51.0,4.824,5.0,0.0,2.0,246.0,,,,,,,,,,,,
cf8e8522-6220-4612-a8a1-72c496dac536 2013 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Christine Michael,Seahawks,2013,RB,4,0,23,,,,,,,18.0,4.3889999999999985,1.0,0.0,0.0,79.0,,,,,,,,,,,,
cf8e8522-6220-4612-a8a1-72c496dac536 2014 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Christine Michael,Seahawks,2014,RB,10,0,24,1.0,1.0,0.0,12.0,1.0,0.0,34.0,5.147,2.0,0.0,0.0,175.0,,,,,,,,,,,,
cf8e8522-6220-4612-a8a1-72c496dac536 2015 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Christine Michael,Cowboys,2015,RB,5,0,25,1.0,0.0,0.0,2.0,,,15.0,3.4,0.0,0.0,0.0,51.0,,,,,,,,,,,,
cf8e8522-6220-4612-a8a1-72c496dac536 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Christine Michael,Seahawks,2015,RB,3,2,25,2.0,0.0,0.0,14.0,0.0,0.0,39.0,4.923,3.0,0.0,0.0,192.0,,,,,,,,,,,,
cf8e8522-6220-4612-a8a1-72c496dac536 2016 a20471b4-a8d9-40c7-95ad-90cc30e46932,Christine Michael,Packers,2016,RB,6,0,26,2.0,0.0,0.0,11.0,,,31.0,3.677,0.0,0.0,1.0,114.0,,,,,,,,,,,,
cf8e8522-6220-4612-a8a1-72c496dac536 2016 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Christine Michael,Seahawks,2016,RB,9,7,26,20.0,1.0,1.0,96.0,2.0,1.0,117.0,4.009,6.0,0.0,6.0,469.0,,,,,,,,,,,,
cf8e8522-6220-4612-a8a1-72c496dac536 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Christine Michael,Colts,2018,RB,1,0,28,,,,,,,2.0,4.5,0.0,0.0,0.0,9.0,,,,,,,,,,,,
90908a56-901b-466d-8689-943075da96fe 2014 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Damien Williams,Dolphins,2014,RB,16,0,22,21.0,6.0,1.0,187.0,0.0,0.0,36.0,3.389,11.0,0.0,0.0,122.0,,,,,,,,,,,,
