Key,Player Name,Player Team,Season,Position,Games Played,Games Started,Season Age,Rec Receptions,Rec Red Zone Targets,Rec Touchdowns,Rec Yards,Fumbles,Lost Fumbles,Rush Attempts,Rush Avg Yards,Rush Red Zone Attempts,Rush Scrambles,Rush Touchdowns,Rush Yards,Passing Completion Pct,Passing Hurries,Passing Interceptions,Passing Redzone Attempts,Passing Touchdowns,Passing Yards,Field Goal Attempts,Field Goal Longest,Field Goal Made,Field Goal Yards,Extra Pts Attempts,Extra Pts Made
c323cdb9-74bc-4d68-9358-609f80eedbb7 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Deonte Thompson,Cowboys,2018,WR,8,4,29,14.0,0.0,0.0,124.0,,,,,,,,,,,,,,,,,,,,
16e33176-b73e-49b7-b0aa-c405b47a706e 2012 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Antonio Brown,Steelers,2012,WR,13,10,24,66.0,2.0,5.0,787.0,4.0,2.0,7.0,3.429,1.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
16e33176-b73e-49b7-b0aa-c405b47a706e 2013 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Antonio Brown,Steelers,2013,WR,16,14,25,110.0,21.0,8.0,1499.0,1.0,0.0,7.0,0.5710000000000001,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,15.0,,,,,,
16e33176-b73e-49b7-b0aa-c405b47a706e 2014 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Antonio Brown,Steelers,2014,WR,16,16,26,129.0,33.0,13.0,1698.0,2.0,2.0,4.0,3.25,1.0,0.0,0.0,13.0,100.0,0.0,0.0,1.0,1.0,20.0,,,,,,
16e33176-b73e-49b7-b0aa-c405b47a706e 2015 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Antonio Brown,Steelers,2015,WR,16,16,27,136.0,23.0,10.0,1834.0,3.0,2.0,3.0,9.333,0.0,0.0,0.0,28.0,,,,,,,,,,,,
16e33176-b73e-49b7-b0aa-c405b47a706e 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Antonio Brown,Steelers,2016,WR,15,15,28,106.0,6.0,12.0,1284.0,,,3.0,3.0,0.0,0.0,0.0,9.0,,,,,,,,,,,,
16e33176-b73e-49b7-b0aa-c405b47a706e 2017 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Antonio Brown,Steelers,2017,WR,14,14,29,101.0,9.0,9.0,1533.0,4.0,0.0,,,,,,,,,,,,,,,,,,
16e33176-b73e-49b7-b0aa-c405b47a706e 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Antonio Brown,Steelers,2018,WR,15,15,30,104.0,12.0,15.0,1297.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
b37b5be9-4771-4368-988f-fb936f4fc0ad 2012 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Mike Wallace,Steelers,2012,WR,15,14,26,64.0,1.0,8.0,836.0,2.0,1.0,5.0,1.4,0.0,0.0,0.0,7.0,,,,,,,,,,,,
b37b5be9-4771-4368-988f-fb936f4fc0ad 2013 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Mike Wallace,Dolphins,2013,WR,16,16,27,73.0,11.0,5.0,930.0,,,3.0,11.0,0.0,0.0,0.0,33.0,,,,,,,,,,,,
b37b5be9-4771-4368-988f-fb936f4fc0ad 2014 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Mike Wallace,Dolphins,2014,WR,16,16,28,67.0,19.0,10.0,862.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
b37b5be9-4771-4368-988f-fb936f4fc0ad 2015 33405046-04ee-4058-a950-d606f8c30852,Mike Wallace,Vikings,2015,WR,16,12,29,39.0,7.0,2.0,473.0,,,1.0,6.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,
b37b5be9-4771-4368-988f-fb936f4fc0ad 2016 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Mike Wallace,Ravens,2016,WR,16,16,30,72.0,2.0,4.0,1017.0,1.0,0.0,5.0,6.2,0.0,0.0,0.0,31.0,,,,,,,,,,,,
b37b5be9-4771-4368-988f-fb936f4fc0ad 2017 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Mike Wallace,Ravens,2017,WR,15,14,31,52.0,5.0,4.0,748.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,
b37b5be9-4771-4368-988f-fb936f4fc0ad 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Mike Wallace,Eagles,2018,WR,2,2,32,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
fd4e8681-f2f4-47c7-b954-a72be9b1ca00 2012 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Emmanuel Sanders,Steelers,2012,WR,16,7,25,44.0,0.0,1.0,626.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,
fd4e8681-f2f4-47c7-b954-a72be9b1ca00 2013 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Emmanuel Sanders,Steelers,2013,WR,16,10,26,67.0,16.0,6.0,740.0,1.0,0.0,1.0,25.0,0.0,0.0,0.0,25.0,,,,,,,,,,,,
fd4e8681-f2f4-47c7-b954-a72be9b1ca00 2014 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Emmanuel Sanders,Broncos,2014,WR,16,16,27,101.0,19.0,9.0,1404.0,1.0,0.0,8.0,5.5,0.0,0.0,0.0,44.0,,,,,,,,,,,,
fd4e8681-f2f4-47c7-b954-a72be9b1ca00 2015 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Emmanuel Sanders,Broncos,2015,WR,15,15,28,76.0,8.0,6.0,1135.0,2.0,2.0,3.0,9.667,0.0,0.0,0.0,29.0,,,,,,,,,,,,
fd4e8681-f2f4-47c7-b954-a72be9b1ca00 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Emmanuel Sanders,Broncos,2016,WR,16,16,29,79.0,6.0,5.0,1032.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,
fd4e8681-f2f4-47c7-b954-a72be9b1ca00 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Emmanuel Sanders,Broncos,2017,WR,12,11,30,47.0,4.0,2.0,555.0,,,,,,,,,,,,,,,,,,,,
fd4e8681-f2f4-47c7-b954-a72be9b1ca00 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Emmanuel Sanders,Broncos,2018,WR,12,12,31,71.0,6.0,4.0,868.0,1.0,0.0,4.0,13.25,0.0,0.0,1.0,53.0,100.0,0.0,0.0,0.0,1.0,28.0,,,,,,
b8426cea-f8b9-4061-8d56-e70d1230103e 2012 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,T.Y. Hilton,Colts,2012,WR,15,1,23,50.0,1.0,7.0,861.0,1.0,0.0,5.0,5.8,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
b8426cea-f8b9-4061-8d56-e70d1230103e 2013 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,T.Y. Hilton,Colts,2013,WR,16,10,24,82.0,14.0,5.0,1083.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,
b8426cea-f8b9-4061-8d56-e70d1230103e 2014 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,T.Y. Hilton,Colts,2014,WR,15,15,25,82.0,11.0,7.0,1345.0,3.0,1.0,2.0,10.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,
b8426cea-f8b9-4061-8d56-e70d1230103e 2015 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,T.Y. Hilton,Colts,2015,WR,16,15,26,69.0,15.0,5.0,1124.0,1.0,0.0,,,,,,,,,,,,,,,,,,
b8426cea-f8b9-4061-8d56-e70d1230103e 2016 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,T.Y. Hilton,Colts,2016,WR,16,16,27,91.0,4.0,6.0,1448.0,,,,,,,,,,,,,,,,,,,,
b8426cea-f8b9-4061-8d56-e70d1230103e 2017 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,T.Y. Hilton,Colts,2017,WR,16,16,28,57.0,3.0,4.0,966.0,2.0,1.0,,,,,,,,,,,,,,,,,,
b8426cea-f8b9-4061-8d56-e70d1230103e 2018 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,T.Y. Hilton,Colts,2018,WR,14,14,29,76.0,7.0,6.0,1270.0,,,,,,,,,,,,,,,,,,,,
441e8866-33f1-4820-9fa3-3aa2c7535975 2012 d26a1ca5-722d-4274-8f97-c92e49c96315,Kendall Wright,Titans,2012,WR,15,5,23,64.0,1.0,4.0,626.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,
441e8866-33f1-4820-9fa3-3aa2c7535975 2013 d26a1ca5-722d-4274-8f97-c92e49c96315,Kendall Wright,Titans,2013,WR,16,12,24,94.0,8.0,2.0,1079.0,2.0,0.0,,,,,,,,,,,,,,,,,,
441e8866-33f1-4820-9fa3-3aa2c7535975 2014 d26a1ca5-722d-4274-8f97-c92e49c96315,Kendall Wright,Titans,2014,WR,14,11,25,57.0,8.0,6.0,715.0,1.0,1.0,4.0,13.5,0.0,0.0,0.0,54.0,,,,,,,,,,,,
441e8866-33f1-4820-9fa3-3aa2c7535975 2015 d26a1ca5-722d-4274-8f97-c92e49c96315,Kendall Wright,Titans,2015,WR,10,9,26,36.0,5.0,3.0,408.0,,,5.0,3.4,0.0,0.0,0.0,17.0,,,,,,,,,,,,
441e8866-33f1-4820-9fa3-3aa2c7535975 2016 d26a1ca5-722d-4274-8f97-c92e49c96315,Kendall Wright,Titans,2016,WR,11,4,27,29.0,1.0,3.0,416.0,,,1.0,15.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,
441e8866-33f1-4820-9fa3-3aa2c7535975 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,Kendall Wright,Bears,2017,WR,16,4,28,59.0,3.0,1.0,614.0,,,,,,,,,,,,,,,,,,,,
441e8866-33f1-4820-9fa3-3aa2c7535975 2018 de760528-1dc0-416a-a978-b510d20692ff,Kendall Wright,Cardinals,2018,WR,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2012 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Demaryius Thomas,Broncos,2012,WR,16,16,25,94.0,3.0,10.0,1434.0,3.0,3.0,,,,,,,,,,,,,,,,,,
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2013 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Demaryius Thomas,Broncos,2013,WR,16,16,26,92.0,19.0,14.0,1430.0,1.0,0.0,,,,,,,,,,,,,,,,,,
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2014 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Demaryius Thomas,Broncos,2014,WR,16,16,27,111.0,39.0,11.0,1619.0,,,,,,,,,,,,,,,,,,,,
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2015 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Demaryius Thomas,Broncos,2015,WR,16,16,28,105.0,19.0,6.0,1304.0,2.0,2.0,,,,,,,,,,,,,,,,,,
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Demaryius Thomas,Broncos,2016,WR,16,16,29,90.0,9.0,5.0,1083.0,2.0,2.0,,,,,,,,,,,,,,,,,,
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Demaryius Thomas,Broncos,2017,WR,16,16,30,83.0,8.0,5.0,949.0,1.0,1.0,,,,,,,,,,,,,,,,,,
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2018 82d2d380-3834-4938-835f-aec541e5ece7,Demaryius Thomas,Texans,2018,WR,7,7,31,23.0,2.0,2.0,275.0,,,,,,,,,,,,,,,,,,,,
6e444737-a1e1-4ddd-b963-cd6a9496fde0 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Demaryius Thomas,Broncos,2018,WR,8,8,31,36.0,4.0,3.0,402.0,,,,,,,,,,,,,,,,,,,,
1b8db398-7a7e-44df-922e-d979507e6bdb 2012 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Josh Bellamy,Chiefs,2012,WR,3,0,23,,,,,,,,,,,,,,,,,,,,,,,,
1b8db398-7a7e-44df-922e-d979507e6bdb 2013 22052ff7-c065-42ee-bc8f-c4691c50e624,Josh Bellamy,Redskins,2013,WR,5,0,24,,,,,,,,,,,,,,,,,,,,,,,,
1b8db398-7a7e-44df-922e-d979507e6bdb 2014 7b112545-38e6-483c-a55c-96cf6ee49cb8,Josh Bellamy,Bears,2014,WR,4,0,25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
1b8db398-7a7e-44df-922e-d979507e6bdb 2015 7b112545-38e6-483c-a55c-96cf6ee49cb8,Josh Bellamy,Bears,2015,WR,16,3,26,19.0,4.0,2.0,224.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1b8db398-7a7e-44df-922e-d979507e6bdb 2016 7b112545-38e6-483c-a55c-96cf6ee49cb8,Josh Bellamy,Bears,2016,WR,16,2,27,19.0,1.0,1.0,282.0,0.0,0.0,4.0,9.25,0.0,0.0,0.0,37.0,,,,,,,,,,,,
1b8db398-7a7e-44df-922e-d979507e6bdb 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,Josh Bellamy,Bears,2017,WR,15,7,28,24.0,0.0,1.0,376.0,,,1.0,6.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,
1b8db398-7a7e-44df-922e-d979507e6bdb 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,Josh Bellamy,Bears,2018,WR,16,2,29,14.0,0.0,1.0,117.0,,,,,,,,,,,,,,,,,,,,
af48c3f0-040b-40f9-95ab-6ebcb4c16cf8 2012 1c1cec48-6352-4556-b789-35304c1a6ae1,Terrelle Pryor Sr.,Raiders,2012,WR,3,1,23,1.0,0.0,0.0,22.0,,,10.0,5.1,3.0,0.0,1.0,51.0,46.667,0.0,1.0,3.0,2.0,155.0,,,,,,
af48c3f0-040b-40f9-95ab-6ebcb4c16cf8 2013 1c1cec48-6352-4556-b789-35304c1a6ae1,Terrelle Pryor Sr.,Raiders,2013,WR,11,9,24,,,,,7.0,2.0,83.0,6.94,6.0,0.0,2.0,576.0,57.353,0.0,11.0,23.0,7.0,1798.0,,,,,,
af48c3f0-040b-40f9-95ab-6ebcb4c16cf8 2015 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Terrelle Pryor Sr.,Browns,2015,WR,3,2,26,1.0,3.0,0.0,42.0,,,1.0,-1.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,
af48c3f0-040b-40f9-95ab-6ebcb4c16cf8 2016 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Terrelle Pryor Sr.,Browns,2016,WR,16,15,27,77.0,8.0,4.0,1007.0,1.0,0.0,8.0,2.625,0.0,1.0,1.0,21.0,55.556,3.0,0.0,1.0,0.0,41.0,,,,,,
af48c3f0-040b-40f9-95ab-6ebcb4c16cf8 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,Terrelle Pryor Sr.,Redskins,2017,WR,9,2,28,20.0,3.0,1.0,240.0,,,,,,,,,,,,,,,,,,,,
af48c3f0-040b-40f9-95ab-6ebcb4c16cf8 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,Terrelle Pryor Sr.,Bills,2018,WR,2,1,29,2.0,0.0,0.0,17.0,,,1.0,-1.0,0.0,0.0,0.0,-1.0,,,,,,,,,,,,
af48c3f0-040b-40f9-95ab-6ebcb4c16cf8 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Terrelle Pryor Sr.,Jets,2018,WR,6,0,29,14.0,2.0,2.0,235.0,,,,,,,,,,,,,,,,,,,,
c456e060-d4d8-46cb-acf4-296edfb4f7bd 2012 1c1cec48-6352-4556-b789-35304c1a6ae1,Darrius Heyward-Bey,Raiders,2012,WR,15,14,25,41.0,2.0,5.0,606.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,16.0,,,,,,,,,,,,
c456e060-d4d8-46cb-acf4-296edfb4f7bd 2013 82cf9565-6eb9-4f01-bdbd-5aa0d472fcd9,Darrius Heyward-Bey,Colts,2013,WR,16,11,26,29.0,10.0,1.0,309.0,,,3.0,8.667,0.0,0.0,0.0,26.0,,,,,,,,,,,,
c456e060-d4d8-46cb-acf4-296edfb4f7bd 2014 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Darrius Heyward-Bey,Steelers,2014,WR,16,1,27,3.0,0.0,0.0,33.0,1.0,1.0,,,,,,,,,,,,,,,,,,
c456e060-d4d8-46cb-acf4-296edfb4f7bd 2015 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Darrius Heyward-Bey,Steelers,2015,WR,16,4,28,21.0,2.0,2.0,314.0,0.0,0.0,,,,,,,,,,,,,,,,,,
c456e060-d4d8-46cb-acf4-296edfb4f7bd 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Darrius Heyward-Bey,Steelers,2016,WR,10,0,29,6.0,0.0,2.0,114.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,60.0,,,,,,,,,,,,
c456e060-d4d8-46cb-acf4-296edfb4f7bd 2017 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Darrius Heyward-Bey,Steelers,2017,WR,16,0,30,2.0,1.0,0.0,47.0,,,2.0,16.0,0.0,0.0,1.0,32.0,,,,,,,,,,,,
c456e060-d4d8-46cb-acf4-296edfb4f7bd 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Darrius Heyward-Bey,Steelers,2018,WR,14,2,31,1.0,0.0,0.0,9.0,,,1.0,-7.0,0.0,0.0,0.0,-7.0,,,,,,,,,,,,
d2cad5f8-b35f-4cf4-9567-57c387ba6225 2012 1c1cec48-6352-4556-b789-35304c1a6ae1,Rod Streater,Raiders,2012,WR,16,2,24,39.0,0.0,3.0,584.0,1.0,1.0,,,,,,,,,,,,,,,,,,
d2cad5f8-b35f-4cf4-9567-57c387ba6225 2013 1c1cec48-6352-4556-b789-35304c1a6ae1,Rod Streater,Raiders,2013,WR,16,14,25,60.0,10.0,4.0,888.0,1.0,1.0,2.0,8.5,0.0,0.0,0.0,17.0,,,,,,,,,,,,
d2cad5f8-b35f-4cf4-9567-57c387ba6225 2014 1c1cec48-6352-4556-b789-35304c1a6ae1,Rod Streater,Raiders,2014,WR,3,3,26,9.0,1.0,1.0,84.0,,,,,,,,,,,,,,,,,,,,
d2cad5f8-b35f-4cf4-9567-57c387ba6225 2015 1c1cec48-6352-4556-b789-35304c1a6ae1,Rod Streater,Raiders,2015,WR,1,0,27,1.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,
d2cad5f8-b35f-4cf4-9567-57c387ba6225 2016 f0e724b0-4cbf-495a-be47-013907608da9,Rod Streater,49ers,2016,WR,16,2,28,18.0,1.0,2.0,191.0,,,,,,,,,,,,,,,,,,,,
d2cad5f8-b35f-4cf4-9567-57c387ba6225 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Rod Streater,Browns,2018,WR,3,0,30,,,,,,,1.0,-11.0,0.0,0.0,0.0,-11.0,,,,,,,,,,,,
5ed2cea8-e0c6-482c-9ee1-548c06612226 2012 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Dwayne Harris,Cowboys,2012,WR,16,0,25,17.0,0.0,1.0,222.0,1.0,0.0,,,,,,,,,,,,,,,,,,
5ed2cea8-e0c6-482c-9ee1-548c06612226 2013 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Dwayne Harris,Cowboys,2013,WR,13,3,26,9.0,2.0,2.0,80.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,
5ed2cea8-e0c6-482c-9ee1-548c06612226 2014 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Dwayne Harris,Cowboys,2014,WR,16,0,27,7.0,1.0,0.0,116.0,4.0,2.0,4.0,1.75,0.0,0.0,0.0,7.0,,,,,,,,,,,,
5ed2cea8-e0c6-482c-9ee1-548c06612226 2015 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,Dwayne Harris,Giants,2015,WR,15,6,28,36.0,8.0,4.0,396.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,12.0,,,,,,,,,,,,
5ed2cea8-e0c6-482c-9ee1-548c06612226 2016 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,Dwayne Harris,Giants,2016,WR,16,1,29,1.0,1.0,1.0,13.0,3.0,1.0,,,,,,,,,,,,,,,,,,
5ed2cea8-e0c6-482c-9ee1-548c06612226 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,Dwayne Harris,Giants,2017,WR,5,0,30,,,,,,,,,,,,,,,,,,,,,,,,
5ed2cea8-e0c6-482c-9ee1-548c06612226 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,Dwayne Harris,Raiders,2018,WR,15,1,31,6.0,1.0,0.0,40.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,12.0,,,,,,,,,,,,
7092bb09-a161-4ab9-8d19-fdcf1a91bb3d 2012 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Cole Beasley,Cowboys,2012,WR,10,0,23,15.0,1.0,0.0,128.0,,,,,,,,,,,,,,,,,,,,
7092bb09-a161-4ab9-8d19-fdcf1a91bb3d 2013 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Cole Beasley,Cowboys,2013,WR,14,3,24,39.0,7.0,2.0,368.0,1.0,0.0,,,,,,,,,,,,,,,,,,
7092bb09-a161-4ab9-8d19-fdcf1a91bb3d 2014 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Cole Beasley,Cowboys,2014,WR,16,2,25,37.0,6.0,4.0,420.0,2.0,2.0,,,,,,,,,,,,,,,,,,
7092bb09-a161-4ab9-8d19-fdcf1a91bb3d 2015 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Cole Beasley,Cowboys,2015,WR,16,3,26,52.0,17.0,5.0,536.0,2.0,2.0,,,,,,,,,,,,,,,,,,
7092bb09-a161-4ab9-8d19-fdcf1a91bb3d 2016 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Cole Beasley,Cowboys,2016,WR,16,6,27,75.0,6.0,5.0,833.0,,,1.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
7092bb09-a161-4ab9-8d19-fdcf1a91bb3d 2017 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Cole Beasley,Cowboys,2017,WR,15,4,28,36.0,6.0,4.0,314.0,,,,,,,,,,,,,,,,,,,,
7092bb09-a161-4ab9-8d19-fdcf1a91bb3d 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Cole Beasley,Cowboys,2018,WR,16,4,29,65.0,4.0,3.0,672.0,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,
996974b8-2e0a-47d9-90a7-c3455192d06b 2012 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Andre Holmes,Cowboys,2012,WR,7,0,24,2.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,
996974b8-2e0a-47d9-90a7-c3455192d06b 2013 1c1cec48-6352-4556-b789-35304c1a6ae1,Andre Holmes,Raiders,2013,WR,10,4,25,25.0,6.0,1.0,431.0,0.0,0.0,,,,,,,,,,,,,,,,,,
996974b8-2e0a-47d9-90a7-c3455192d06b 2014 1c1cec48-6352-4556-b789-35304c1a6ae1,Andre Holmes,Raiders,2014,WR,16,13,26,47.0,4.0,4.0,693.0,,,,,,,,,,,,,,,,,,,,
996974b8-2e0a-47d9-90a7-c3455192d06b 2015 1c1cec48-6352-4556-b789-35304c1a6ae1,Andre Holmes,Raiders,2015,WR,16,1,27,14.0,4.0,4.0,201.0,0.0,0.0,,,,,,,,,,,,,,,,,,
996974b8-2e0a-47d9-90a7-c3455192d06b 2016 1c1cec48-6352-4556-b789-35304c1a6ae1,Andre Holmes,Raiders,2016,WR,16,2,28,14.0,2.0,3.0,126.0,0.0,0.0,,,,,,,,,,,,,,,,,,
996974b8-2e0a-47d9-90a7-c3455192d06b 2017 768c92aa-75ff-4a43-bcc0-f2798c2e1724,Andre Holmes,Bills,2017,WR,14,2,29,13.0,3.0,3.0,120.0,,,,,,,,,,,,,,,,,,,,
996974b8-2e0a-47d9-90a7-c3455192d06b 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,Andre Holmes,Bills,2018,WR,12,3,30,12.0,0.0,0.0,157.0,,,,,,,,,,,,,,,,,,,,
996974b8-2e0a-47d9-90a7-c3455192d06b 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Andre Holmes,Broncos,2018,WR,3,0,30,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,
3e618eb6-41f2-4f20-ad70-2460f9366f43 2012 386bdbf9-9eea-4869-bb9a-274b0bc66e80,DeSean Jackson,Eagles,2012,WR,11,11,26,45.0,0.0,2.0,700.0,1.0,0.0,3.0,-2.333,0.0,0.0,0.0,-7.0,,,,,,,,,,,,
3e618eb6-41f2-4f20-ad70-2460f9366f43 2013 386bdbf9-9eea-4869-bb9a-274b0bc66e80,DeSean Jackson,Eagles,2013,WR,16,16,27,82.0,10.0,9.0,1332.0,1.0,0.0,3.0,0.667,1.0,0.0,0.0,2.0,,,,,,,,,,,,
3e618eb6-41f2-4f20-ad70-2460f9366f43 2014 22052ff7-c065-42ee-bc8f-c4691c50e624,DeSean Jackson,Redskins,2014,WR,15,13,28,56.0,10.0,6.0,1169.0,,,4.0,1.75,0.0,0.0,0.0,7.0,,,,,,,,,,,,
3e618eb6-41f2-4f20-ad70-2460f9366f43 2015 22052ff7-c065-42ee-bc8f-c4691c50e624,DeSean Jackson,Redskins,2015,WR,9,9,29,30.0,4.0,4.0,528.0,1.0,1.0,,,,,,,,,,,,,,,,,,
3e618eb6-41f2-4f20-ad70-2460f9366f43 2016 22052ff7-c065-42ee-bc8f-c4691c50e624,DeSean Jackson,Redskins,2016,WR,15,15,30,56.0,4.0,4.0,1005.0,,,,,,,,,,,,,,,,,,,,
3e618eb6-41f2-4f20-ad70-2460f9366f43 2017 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,DeSean Jackson,Buccaneers,2017,WR,14,13,31,50.0,2.0,3.0,668.0,,,3.0,12.667,0.0,0.0,0.0,38.0,,,,,,,,,,,,
3e618eb6-41f2-4f20-ad70-2460f9366f43 2018 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,DeSean Jackson,Buccaneers,2018,WR,12,10,32,41.0,1.0,4.0,774.0,,,6.0,4.833,1.0,0.0,1.0,29.0,,,,,,,,,,,,
a824d9ff-12a4-4ed2-812d-404b0b4e52f9 2012 22052ff7-c065-42ee-bc8f-c4691c50e624,Pierre Garcon,Redskins,2012,WR,10,10,26,44.0,1.0,4.0,633.0,0.0,0.0,2.0,4.5,0.0,0.0,0.0,9.0,,,,,,,,,,,,
