Key,Player Name,Player Team,Season,Position,Games Played,Games Started,Season Age,Rec Receptions,Rec Red Zone Targets,Rec Touchdowns,Rec Yards,Fumbles,Lost Fumbles,Rush Attempts,Rush Avg Yards,Rush Red Zone Attempts,Rush Scrambles,Rush Touchdowns,Rush Yards,Passing Completion Pct,Passing Hurries,Passing Interceptions,Passing Redzone Attempts,Passing Touchdowns,Passing Yards,Field Goal Attempts,Field Goal Longest,Field Goal Made,Field Goal Yards,Extra Pts Attempts,Extra Pts Made
a824d9ff-12a4-4ed2-812d-404b0b4e52f9 2013 22052ff7-c065-42ee-bc8f-c4691c50e624,Pierre Garcon,Redskins,2013,WR,16,16,27,113.0,19.0,5.0,1346.0,1.0,1.0,2.0,9.5,0.0,0.0,0.0,19.0,,,,,,,,,,,,
a824d9ff-12a4-4ed2-812d-404b0b4e52f9 2014 22052ff7-c065-42ee-bc8f-c4691c50e624,Pierre Garcon,Redskins,2014,WR,16,14,28,68.0,10.0,3.0,752.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
a824d9ff-12a4-4ed2-812d-404b0b4e52f9 2015 22052ff7-c065-42ee-bc8f-c4691c50e624,Pierre Garcon,Redskins,2015,WR,16,16,29,72.0,15.0,6.0,777.0,,,,,,,,,,,,,,,,,,,,
a824d9ff-12a4-4ed2-812d-404b0b4e52f9 2016 22052ff7-c065-42ee-bc8f-c4691c50e624,Pierre Garcon,Redskins,2016,WR,16,16,30,79.0,5.0,3.0,1041.0,0.0,0.0,,,,,,,,,,,,,,,,,,
a824d9ff-12a4-4ed2-812d-404b0b4e52f9 2017 f0e724b0-4cbf-495a-be47-013907608da9,Pierre Garcon,49ers,2017,WR,8,8,31,40.0,2.0,0.0,500.0,,,,,,,,,,,,,,,,,,,,
a824d9ff-12a4-4ed2-812d-404b0b4e52f9 2018 f0e724b0-4cbf-495a-be47-013907608da9,Pierre Garcon,49ers,2018,WR,8,8,32,24.0,2.0,1.0,286.0,,,,,,,,,,,,,,,,,,,,
b030b668-0f41-484f-8e94-9fc576b8af63 2012 22052ff7-c065-42ee-bc8f-c4691c50e624,Aldrick Robinson,Redskins,2012,WR,15,2,24,11.0,0.0,3.0,237.0,,,1.0,14.0,0.0,0.0,0.0,14.0,,,,,,,,,,,,
b030b668-0f41-484f-8e94-9fc576b8af63 2013 22052ff7-c065-42ee-bc8f-c4691c50e624,Aldrick Robinson,Redskins,2013,WR,16,1,25,18.0,2.0,2.0,365.0,,,3.0,-1.3330000000000002,0.0,0.0,0.0,-4.0,,,,,,,,,,,,
b030b668-0f41-484f-8e94-9fc576b8af63 2014 22052ff7-c065-42ee-bc8f-c4691c50e624,Aldrick Robinson,Redskins,2014,WR,5,0,26,1.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,
b030b668-0f41-484f-8e94-9fc576b8af63 2016 e6aa13a4-0055-48a9-bc41-be28dc106929,Aldrick Robinson,Falcons,2016,WR,16,1,28,20.0,1.0,2.0,323.0,,,,,,,,,,,,,,,,,,,,
b030b668-0f41-484f-8e94-9fc576b8af63 2017 f0e724b0-4cbf-495a-be47-013907608da9,Aldrick Robinson,49ers,2017,WR,16,1,29,19.0,3.0,2.0,260.0,0.0,0.0,,,,,,,,,,,,,,,,,,
b030b668-0f41-484f-8e94-9fc576b8af63 2018 33405046-04ee-4058-a950-d606f8c30852,Aldrick Robinson,Vikings,2018,WR,14,0,30,17.0,4.0,5.0,231.0,,,,,,,,,,,,,,,,,,,,
5c529c33-8a1d-413a-b635-880ac86f30c1 2012 7b112545-38e6-483c-a55c-96cf6ee49cb8,Alshon Jeffery,Bears,2012,WR,10,6,22,24.0,0.0,3.0,367.0,,,,,,,,,,,,,,,,,,,,
5c529c33-8a1d-413a-b635-880ac86f30c1 2013 7b112545-38e6-483c-a55c-96cf6ee49cb8,Alshon Jeffery,Bears,2013,WR,16,14,23,89.0,19.0,7.0,1421.0,3.0,1.0,16.0,6.563,0.0,0.0,0.0,105.0,,,,,,,,,,,,
5c529c33-8a1d-413a-b635-880ac86f30c1 2014 7b112545-38e6-483c-a55c-96cf6ee49cb8,Alshon Jeffery,Bears,2014,WR,16,16,24,85.0,21.0,10.0,1133.0,1.0,0.0,6.0,5.5,0.0,0.0,0.0,33.0,,,,,,,,,,,,
5c529c33-8a1d-413a-b635-880ac86f30c1 2015 7b112545-38e6-483c-a55c-96cf6ee49cb8,Alshon Jeffery,Bears,2015,WR,9,8,25,54.0,15.0,4.0,807.0,1.0,0.0,,,,,,,,,,,,,,,,,,
5c529c33-8a1d-413a-b635-880ac86f30c1 2016 7b112545-38e6-483c-a55c-96cf6ee49cb8,Alshon Jeffery,Bears,2016,WR,12,12,26,52.0,4.0,2.0,821.0,,,,,,,,,,,,,,,,,,,,
5c529c33-8a1d-413a-b635-880ac86f30c1 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Alshon Jeffery,Eagles,2017,WR,16,16,27,57.0,9.0,9.0,789.0,,,,,,,,,,,,,,,,,,,,
5c529c33-8a1d-413a-b635-880ac86f30c1 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Alshon Jeffery,Eagles,2018,WR,13,13,28,65.0,8.0,6.0,843.0,1.0,0.0,,,,,,,,,,,,,,,,,,
bbca096b-fd15-498a-86c2-feb44737363f 2012 7b112545-38e6-483c-a55c-96cf6ee49cb8,Brandon Marshall,Bears,2012,WR,16,16,28,118.0,6.0,11.0,1508.0,2.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,
bbca096b-fd15-498a-86c2-feb44737363f 2013 7b112545-38e6-483c-a55c-96cf6ee49cb8,Brandon Marshall,Bears,2013,WR,16,16,29,100.0,22.0,12.0,1295.0,,,,,,,,,,,,,,,,,,,,
bbca096b-fd15-498a-86c2-feb44737363f 2014 7b112545-38e6-483c-a55c-96cf6ee49cb8,Brandon Marshall,Bears,2014,WR,13,13,30,61.0,15.0,8.0,721.0,1.0,1.0,,,,,,,,,,,,,,,,,,
bbca096b-fd15-498a-86c2-feb44737363f 2015 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Brandon Marshall,Jets,2015,WR,16,16,31,109.0,21.0,14.0,1502.0,3.0,2.0,,,,,,,,,,,,,,,,,,
bbca096b-fd15-498a-86c2-feb44737363f 2016 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Brandon Marshall,Jets,2016,WR,15,15,32,59.0,9.0,3.0,788.0,0.0,0.0,,,,,,,,,,,,,,,,,,
bbca096b-fd15-498a-86c2-feb44737363f 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,Brandon Marshall,Giants,2017,WR,5,5,33,18.0,1.0,0.0,154.0,,,,,,,,,,,,,,,,,,,,
bbca096b-fd15-498a-86c2-feb44737363f 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,Brandon Marshall,Saints,2018,WR,0,0,34,,,,,,,,,,,,,,,,,,,,,,,,
bbca096b-fd15-498a-86c2-feb44737363f 2018 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Brandon Marshall,Seahawks,2018,WR,7,2,34,11.0,1.0,1.0,136.0,,,,,,,,,,,,,,,,,,,,
3283f152-d373-43b3-b88f-f6f261c48e81 2012 a20471b4-a8d9-40c7-95ad-90cc30e46932,Randall Cobb,Packers,2012,WR,15,8,22,80.0,0.0,8.0,954.0,4.0,1.0,10.0,13.2,0.0,0.0,0.0,132.0,,,,,,,,,,,,
3283f152-d373-43b3-b88f-f6f261c48e81 2013 a20471b4-a8d9-40c7-95ad-90cc30e46932,Randall Cobb,Packers,2013,WR,6,4,23,31.0,9.0,4.0,433.0,0.0,0.0,4.0,19.5,0.0,0.0,0.0,78.0,,,,,,,,,,,,
3283f152-d373-43b3-b88f-f6f261c48e81 2014 a20471b4-a8d9-40c7-95ad-90cc30e46932,Randall Cobb,Packers,2014,WR,16,16,24,91.0,25.0,12.0,1287.0,3.0,2.0,11.0,3.364,2.0,0.0,0.0,37.0,,,,,,,,,,,,
3283f152-d373-43b3-b88f-f6f261c48e81 2015 a20471b4-a8d9-40c7-95ad-90cc30e46932,Randall Cobb,Packers,2015,WR,16,15,25,79.0,21.0,6.0,829.0,1.0,0.0,13.0,3.846,0.0,0.0,0.0,50.0,,,,,,,,,,,,
3283f152-d373-43b3-b88f-f6f261c48e81 2016 a20471b4-a8d9-40c7-95ad-90cc30e46932,Randall Cobb,Packers,2016,WR,13,10,26,60.0,6.0,4.0,610.0,1.0,0.0,10.0,3.3,1.0,0.0,0.0,33.0,,,,,,,,,,,,
3283f152-d373-43b3-b88f-f6f261c48e81 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,Randall Cobb,Packers,2017,WR,15,14,27,66.0,2.0,4.0,653.0,1.0,0.0,9.0,1.889,0.0,0.0,0.0,17.0,100.0,0.0,0.0,0.0,0.0,10.0,,,,,,
3283f152-d373-43b3-b88f-f6f261c48e81 2018 a20471b4-a8d9-40c7-95ad-90cc30e46932,Randall Cobb,Packers,2018,WR,9,6,28,38.0,1.0,2.0,383.0,2.0,1.0,,,,,,,,,,,,,,,,,,
9f2aebe4-b654-4f0e-a437-ec46f20b6bfe 2012 a20471b4-a8d9-40c7-95ad-90cc30e46932,Jordy Nelson,Packers,2012,WR,12,10,27,49.0,2.0,7.0,745.0,,,,,,,,,,,,,,,,,,,,
9f2aebe4-b654-4f0e-a437-ec46f20b6bfe 2013 a20471b4-a8d9-40c7-95ad-90cc30e46932,Jordy Nelson,Packers,2013,WR,16,16,28,85.0,22.0,8.0,1314.0,,,,,,,,,,,,,,,,,,,,
9f2aebe4-b654-4f0e-a437-ec46f20b6bfe 2014 a20471b4-a8d9-40c7-95ad-90cc30e46932,Jordy Nelson,Packers,2014,WR,16,16,29,98.0,25.0,13.0,1519.0,0.0,0.0,,,,,,,,,,,,,,,,,,
9f2aebe4-b654-4f0e-a437-ec46f20b6bfe 2016 a20471b4-a8d9-40c7-95ad-90cc30e46932,Jordy Nelson,Packers,2016,WR,16,16,31,97.0,20.0,14.0,1257.0,1.0,1.0,,,,,,,,,,,,,,,,,,
9f2aebe4-b654-4f0e-a437-ec46f20b6bfe 2017 a20471b4-a8d9-40c7-95ad-90cc30e46932,Jordy Nelson,Packers,2017,WR,15,15,32,53.0,6.0,6.0,482.0,,,,,,,,,,,,,,,,,,,,
9f2aebe4-b654-4f0e-a437-ec46f20b6bfe 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,Jordy Nelson,Raiders,2018,WR,15,14,33,63.0,3.0,3.0,739.0,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,
6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3 2012 33405046-04ee-4058-a950-d606f8c30852,Jarius Wright,Vikings,2012,WR,7,1,23,22.0,2.0,2.0,310.0,,,2.0,5.5,0.0,0.0,0.0,11.0,,,,,,,,,,,,
6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3 2013 33405046-04ee-4058-a950-d606f8c30852,Jarius Wright,Vikings,2013,WR,16,3,24,26.0,2.0,3.0,434.0,0.0,0.0,,,,,,,,,,,,,,,,,,
6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3 2014 33405046-04ee-4058-a950-d606f8c30852,Jarius Wright,Vikings,2014,WR,16,7,25,42.0,5.0,2.0,588.0,,,5.0,14.2,0.0,0.0,0.0,71.0,,,,,,,,,,,,
6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3 2015 33405046-04ee-4058-a950-d606f8c30852,Jarius Wright,Vikings,2015,WR,16,3,26,34.0,2.0,0.0,442.0,1.0,1.0,1.0,29.0,0.0,0.0,0.0,29.0,,,,,,,,,,,,
6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3 2016 33405046-04ee-4058-a950-d606f8c30852,Jarius Wright,Vikings,2016,WR,8,1,27,11.0,1.0,1.0,67.0,,,,,,,,,,,,,,,,,,,,
6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3 2017 33405046-04ee-4058-a950-d606f8c30852,Jarius Wright,Vikings,2017,WR,16,0,28,18.0,2.0,2.0,198.0,,,,,,,,,,,,,,,,,,,,
6a11f09e-268c-4e5a-9b0f-cc0f4bc353c3 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Jarius Wright,Panthers,2018,WR,16,6,29,43.0,4.0,1.0,447.0,3.0,1.0,2.0,19.5,0.0,0.0,0.0,39.0,,,,,,,,,,,,
0b3217b9-ba37-4222-95cb-a7a222441e8b 2012 e6aa13a4-0055-48a9-bc41-be28dc106929,Julio Jones,Falcons,2012,WR,16,15,23,79.0,2.0,10.0,1198.0,,,6.0,5.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,
0b3217b9-ba37-4222-95cb-a7a222441e8b 2013 e6aa13a4-0055-48a9-bc41-be28dc106929,Julio Jones,Falcons,2013,WR,5,5,24,41.0,9.0,2.0,580.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,
0b3217b9-ba37-4222-95cb-a7a222441e8b 2014 e6aa13a4-0055-48a9-bc41-be28dc106929,Julio Jones,Falcons,2014,WR,15,15,25,104.0,11.0,6.0,1593.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,
0b3217b9-ba37-4222-95cb-a7a222441e8b 2015 e6aa13a4-0055-48a9-bc41-be28dc106929,Julio Jones,Falcons,2015,WR,16,16,26,136.0,21.0,8.0,1871.0,3.0,1.0,,,,,,,,,,,,,,,,,,
0b3217b9-ba37-4222-95cb-a7a222441e8b 2016 e6aa13a4-0055-48a9-bc41-be28dc106929,Julio Jones,Falcons,2016,WR,14,14,27,83.0,2.0,6.0,1409.0,,,,,,,,,,,,,,,,,,,,
0b3217b9-ba37-4222-95cb-a7a222441e8b 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,Julio Jones,Falcons,2017,WR,16,16,28,88.0,6.0,3.0,1444.0,,,1.0,15.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,
0b3217b9-ba37-4222-95cb-a7a222441e8b 2018 e6aa13a4-0055-48a9-bc41-be28dc106929,Julio Jones,Falcons,2018,WR,16,16,29,113.0,13.0,8.0,1677.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,12.0,,,,,,,,,,,,
5707d2b0-ea9e-4a5e-8289-9d52197301d9 2012 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Brandon LaFell,Panthers,2012,WR,14,12,26,44.0,2.0,4.0,677.0,1.0,0.0,3.0,11.667,0.0,0.0,0.0,35.0,,,,,,,,,,,,
5707d2b0-ea9e-4a5e-8289-9d52197301d9 2013 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Brandon LaFell,Panthers,2013,WR,16,16,27,49.0,7.0,5.0,627.0,1.0,0.0,2.0,7.5,2.0,0.0,0.0,15.0,,,,,,,,,,,,
5707d2b0-ea9e-4a5e-8289-9d52197301d9 2014 97354895-8c77-4fd4-a860-32e62ea7382a,Brandon LaFell,Patriots,2014,WR,16,13,28,74.0,13.0,7.0,953.0,1.0,1.0,2.0,6.5,0.0,0.0,0.0,13.0,,,,,,,,,,,,
5707d2b0-ea9e-4a5e-8289-9d52197301d9 2015 97354895-8c77-4fd4-a860-32e62ea7382a,Brandon LaFell,Patriots,2015,WR,11,7,29,37.0,7.0,0.0,515.0,,,2.0,4.5,0.0,0.0,0.0,9.0,,,,,,,,,,,,
5707d2b0-ea9e-4a5e-8289-9d52197301d9 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Brandon LaFell,Bengals,2016,WR,16,14,30,64.0,6.0,6.0,862.0,,,1.0,-2.0,0.0,0.0,0.0,-2.0,,,,,,,,,,,,
5707d2b0-ea9e-4a5e-8289-9d52197301d9 2017 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Brandon LaFell,Bengals,2017,WR,16,15,31,52.0,3.0,3.0,548.0,1.0,0.0,,,,,,,,,,,,,,,,,,
5707d2b0-ea9e-4a5e-8289-9d52197301d9 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,Brandon LaFell,Raiders,2018,WR,6,5,32,12.0,1.0,2.0,135.0,,,,,,,,,,,,,,,,,,,,
3aef6950-1c19-4454-a3d0-0afe9634ea9f 2012 f0e724b0-4cbf-495a-be47-013907608da9,Ted Ginn Jr.,49ers,2012,WR,13,0,27,2.0,0.0,0.0,1.0,4.0,1.0,1.0,7.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,
3aef6950-1c19-4454-a3d0-0afe9634ea9f 2013 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Ted Ginn Jr.,Panthers,2013,WR,16,2,28,36.0,5.0,5.0,556.0,0.0,0.0,4.0,7.25,0.0,0.0,0.0,29.0,,,,,,,,,,,,
3aef6950-1c19-4454-a3d0-0afe9634ea9f 2014 de760528-1dc0-416a-a978-b510d20692ff,Ted Ginn Jr.,Cardinals,2014,WR,16,0,29,14.0,2.0,0.0,190.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,0.0,10.0,,,,,,
3aef6950-1c19-4454-a3d0-0afe9634ea9f 2015 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Ted Ginn Jr.,Panthers,2015,WR,15,13,30,44.0,9.0,10.0,739.0,,,4.0,15.0,0.0,0.0,0.0,60.0,,,,,,,,,,,,
3aef6950-1c19-4454-a3d0-0afe9634ea9f 2016 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Ted Ginn Jr.,Panthers,2016,WR,16,8,31,54.0,0.0,4.0,752.0,3.0,2.0,14.0,7.0,1.0,0.0,0.0,98.0,,,,,,,,,,,,
3aef6950-1c19-4454-a3d0-0afe9634ea9f 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,Ted Ginn Jr.,Saints,2017,WR,15,10,32,53.0,2.0,4.0,787.0,2.0,0.0,10.0,3.9,0.0,0.0,0.0,39.0,,,,,,,,,,,,
3aef6950-1c19-4454-a3d0-0afe9634ea9f 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,Ted Ginn Jr.,Saints,2018,WR,5,3,33,17.0,2.0,2.0,209.0,1.0,1.0,3.0,8.667,0.0,0.0,0.0,26.0,,,,,,,,,,,,
fe767946-236d-4c04-9c59-5e3edd51acfe 2012 f0e724b0-4cbf-495a-be47-013907608da9,Michael Crabtree,49ers,2012,WR,16,16,25,85.0,2.0,9.0,1105.0,,,1.0,8.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,
fe767946-236d-4c04-9c59-5e3edd51acfe 2013 f0e724b0-4cbf-495a-be47-013907608da9,Michael Crabtree,49ers,2013,WR,5,5,26,19.0,5.0,1.0,284.0,,,,,,,,,,,,,,,,,,,,
fe767946-236d-4c04-9c59-5e3edd51acfe 2014 f0e724b0-4cbf-495a-be47-013907608da9,Michael Crabtree,49ers,2014,WR,16,16,27,68.0,9.0,4.0,698.0,,,1.0,4.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,
fe767946-236d-4c04-9c59-5e3edd51acfe 2015 1c1cec48-6352-4556-b789-35304c1a6ae1,Michael Crabtree,Raiders,2015,WR,16,15,28,85.0,13.0,9.0,922.0,1.0,0.0,,,,,,,,,,,,,,,,,,
fe767946-236d-4c04-9c59-5e3edd51acfe 2016 1c1cec48-6352-4556-b789-35304c1a6ae1,Michael Crabtree,Raiders,2016,WR,16,16,29,89.0,9.0,8.0,1003.0,2.0,0.0,,,,,,,,,,,,,,,,,,
fe767946-236d-4c04-9c59-5e3edd51acfe 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,Michael Crabtree,Raiders,2017,WR,14,14,30,58.0,5.0,8.0,618.0,1.0,0.0,,,,,,,,,,,,,,,,,,
fe767946-236d-4c04-9c59-5e3edd51acfe 2018 ebd87119-b331-4469-9ea6-d51fe3ce2f1c,Michael Crabtree,Ravens,2018,WR,16,16,31,54.0,5.0,3.0,607.0,,,,,,,,,,,,,,,,,,,,
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2012 de760528-1dc0-416a-a978-b510d20692ff,Michael Floyd,Cardinals,2012,WR,16,3,23,45.0,0.0,2.0,562.0,1.0,1.0,,,,,,,,,,,,,,,,,,
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2013 de760528-1dc0-416a-a978-b510d20692ff,Michael Floyd,Cardinals,2013,WR,16,16,24,65.0,13.0,5.0,1041.0,,,,,,,,,,,,,,,,,,,,
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2014 de760528-1dc0-416a-a978-b510d20692ff,Michael Floyd,Cardinals,2014,WR,16,14,25,47.0,5.0,6.0,841.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2015 de760528-1dc0-416a-a978-b510d20692ff,Michael Floyd,Cardinals,2015,WR,15,6,26,52.0,10.0,6.0,849.0,,,,,,,,,,,,,,,,,,,,
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2016 97354895-8c77-4fd4-a860-32e62ea7382a,Michael Floyd,Patriots,2016,WR,2,1,27,4.0,1.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2016 de760528-1dc0-416a-a978-b510d20692ff,Michael Floyd,Cardinals,2016,WR,13,7,27,33.0,6.0,4.0,446.0,,,,,,,,,,,,,,,,,,,,
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2017 33405046-04ee-4058-a950-d606f8c30852,Michael Floyd,Vikings,2017,WR,11,1,28,10.0,0.0,0.0,78.0,,,,,,,,,,,,,,,,,,,,
471dbe81-54c4-4b52-8bd1-4933c9800e1f 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,Michael Floyd,Redskins,2018,WR,13,3,29,10.0,2.0,1.0,100.0,,,,,,,,,,,,,,,,,,,,
9691f874-be36-4529-a7eb-dde22ee4a848 2012 de760528-1dc0-416a-a978-b510d20692ff,Andre Roberts,Cardinals,2012,WR,15,15,24,64.0,1.0,5.0,759.0,1.0,0.0,4.0,7.25,0.0,0.0,0.0,29.0,,,,,,,,,,,,
9691f874-be36-4529-a7eb-dde22ee4a848 2013 de760528-1dc0-416a-a978-b510d20692ff,Andre Roberts,Cardinals,2013,WR,16,2,25,43.0,6.0,2.0,471.0,,,,,,,,,,,,,,,,,,,,
9691f874-be36-4529-a7eb-dde22ee4a848 2014 22052ff7-c065-42ee-bc8f-c4691c50e624,Andre Roberts,Redskins,2014,WR,16,4,26,36.0,10.0,2.0,453.0,4.0,2.0,2.0,10.5,0.0,0.0,0.0,21.0,,,,,,,,,,,,
9691f874-be36-4529-a7eb-dde22ee4a848 2015 22052ff7-c065-42ee-bc8f-c4691c50e624,Andre Roberts,Redskins,2015,WR,9,0,27,11.0,4.0,0.0,135.0,,,,,,,,,,,,,,,,,,,,
9691f874-be36-4529-a7eb-dde22ee4a848 2016 c5a59daa-53a7-4de0-851f-fb12be893e9e,Andre Roberts,Lions,2016,WR,16,1,28,14.0,2.0,1.0,188.0,2.0,1.0,,,,,,,,,,,,,,,,,,
9691f874-be36-4529-a7eb-dde22ee4a848 2017 e6aa13a4-0055-48a9-bc41-be28dc106929,Andre Roberts,Falcons,2017,WR,16,0,29,1.0,1.0,0.0,12.0,4.0,1.0,,,,,,,,,,,,,,,,,,
9691f874-be36-4529-a7eb-dde22ee4a848 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Andre Roberts,Jets,2018,WR,16,1,30,10.0,3.0,1.0,79.0,3.0,1.0,2.0,10.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2012 de760528-1dc0-416a-a978-b510d20692ff,Larry Fitzgerald,Cardinals,2012,WR,16,16,29,71.0,2.0,4.0,798.0,,,,,,,,,,,,,,,,,,,,
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2013 de760528-1dc0-416a-a978-b510d20692ff,Larry Fitzgerald,Cardinals,2013,WR,16,16,30,82.0,24.0,10.0,954.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2014 de760528-1dc0-416a-a978-b510d20692ff,Larry Fitzgerald,Cardinals,2014,WR,14,13,31,63.0,10.0,2.0,784.0,1.0,1.0,,,,,,,,,,,,,,,,,,
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2015 de760528-1dc0-416a-a978-b510d20692ff,Larry Fitzgerald,Cardinals,2015,WR,16,16,32,109.0,18.0,9.0,1215.0,2.0,2.0,,,,,,,,,,,,,,,,,,
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2016 de760528-1dc0-416a-a978-b510d20692ff,Larry Fitzgerald,Cardinals,2016,WR,16,16,33,107.0,14.0,6.0,1023.0,2.0,1.0,2.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2017 de760528-1dc0-416a-a978-b510d20692ff,Larry Fitzgerald,Cardinals,2017,WR,16,16,34,109.0,8.0,6.0,1156.0,1.0,1.0,,,,,,,100.0,0.0,0.0,0.0,0.0,21.0,,,,,,
b6a61b38-5cfa-46eb-b1c5-b0255d7ebaf5 2018 de760528-1dc0-416a-a978-b510d20692ff,Larry Fitzgerald,Cardinals,2018,WR,16,16,35,69.0,8.0,6.0,734.0,,,,,,,,,100.0,0.0,0.0,0.0,1.0,32.0,,,,,,
7e5b8212-df93-4069-b3f0-be4b5cb47389 2012 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Jermaine Kearse,Seahawks,2012,WR,7,1,22,3.0,0.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,
7e5b8212-df93-4069-b3f0-be4b5cb47389 2013 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Jermaine Kearse,Seahawks,2013,WR,15,5,23,22.0,10.0,4.0,346.0,1.0,1.0,,,,,,,,,,,,,,,,,,
7e5b8212-df93-4069-b3f0-be4b5cb47389 2014 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Jermaine Kearse,Seahawks,2014,WR,15,14,24,38.0,8.0,1.0,537.0,0.0,0.0,2.0,7.5,0.0,0.0,0.0,15.0,100.0,0.0,0.0,0.0,0.0,17.0,,,,,,
7e5b8212-df93-4069-b3f0-be4b5cb47389 2015 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Jermaine Kearse,Seahawks,2015,WR,16,16,25,49.0,9.0,5.0,685.0,1.0,0.0,,,,,,,,,,,,,,,,,,
7e5b8212-df93-4069-b3f0-be4b5cb47389 2016 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Jermaine Kearse,Seahawks,2016,WR,16,15,26,41.0,4.0,1.0,510.0,,,,,,,,,,,,,,,,,,,,
7e5b8212-df93-4069-b3f0-be4b5cb47389 2017 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Jermaine Kearse,Jets,2017,WR,16,14,27,65.0,3.0,5.0,810.0,1.0,0.0,,,,,,,,,,,,,,,,,,
7e5b8212-df93-4069-b3f0-be4b5cb47389 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Jermaine Kearse,Jets,2018,WR,14,9,28,37.0,3.0,1.0,371.0,,,,,,,,,,,,,,,,,,,,
