Key,Player Name,Player Team,Season,Position,Games Played,Games Started,Season Age,Rec Receptions,Rec Red Zone Targets,Rec Touchdowns,Rec Yards,Fumbles,Lost Fumbles,Rush Attempts,Rush Avg Yards,Rush Red Zone Attempts,Rush Scrambles,Rush Touchdowns,Rush Yards,Passing Completion Pct,Passing Hurries,Passing Interceptions,Passing Redzone Attempts,Passing Touchdowns,Passing Yards,Field Goal Attempts,Field Goal Longest,Field Goal Made,Field Goal Yards,Extra Pts Attempts,Extra Pts Made
40cda44b-2ee3-4ad1-834e-995e30db84d4 2016 3d08af9e-c767-4f88-a7dc-b920c6d2b4a8,Stephen Hauschka,Seahawks,2016,K,16,0,31,,,,,0.0,0.0,,,,,,,,,,,,,37.0,53.0,33.0,1117.0,35.0,29.0
40cda44b-2ee3-4ad1-834e-995e30db84d4 2017 768c92aa-75ff-4a43-bcc0-f2798c2e1724,Stephen Hauschka,Bills,2017,K,16,0,32,,,,,0.0,0.0,,,,,,,,,,,,,33.0,56.0,29.0,1155.0,29.0,29.0
40cda44b-2ee3-4ad1-834e-995e30db84d4 2018 768c92aa-75ff-4a43-bcc0-f2798c2e1724,Stephen Hauschka,Bills,2018,K,16,0,33,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,28.0,54.0,22.0,844.0,26.0,25.0
058c99fc-470c-4579-a165-03e043335cc1 2013 768c92aa-75ff-4a43-bcc0-f2798c2e1724,Dustin Hopkins,Bills,2013,K,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,
058c99fc-470c-4579-a165-03e043335cc1 2015 22052ff7-c065-42ee-bc8f-c4691c50e624,Dustin Hopkins,Redskins,2015,K,15,0,25,,,,,,,,,,,,,,,,,,,28.0,54.0,25.0,896.0,40.0,39.0
058c99fc-470c-4579-a165-03e043335cc1 2016 22052ff7-c065-42ee-bc8f-c4691c50e624,Dustin Hopkins,Redskins,2016,K,16,0,26,,,,,,,,,,,,,,,,,,,42.0,53.0,34.0,1167.0,39.0,36.0
058c99fc-470c-4579-a165-03e043335cc1 2017 22052ff7-c065-42ee-bc8f-c4691c50e624,Dustin Hopkins,Redskins,2017,K,8,0,27,,,,,,,,,,,,,,,,,,,17.0,49.0,14.0,435.0,19.0,18.0
058c99fc-470c-4579-a165-03e043335cc1 2018 22052ff7-c065-42ee-bc8f-c4691c50e624,Dustin Hopkins,Redskins,2018,K,16,0,28,,,,,,,,,,,,,,,,,,,29.0,56.0,26.0,1038.0,26.0,25.0
596c4000-ede5-45b0-8336-33efeb686d2b 2013 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Caleb Sturgis,Dolphins,2013,K,16,0,24,,,,,,,,,,,,,,,,,,,34.0,54.0,26.0,971.0,33.0,33.0
596c4000-ede5-45b0-8336-33efeb686d2b 2014 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Caleb Sturgis,Dolphins,2014,K,16,0,25,,,,,,,,,,,,,,,,,,,37.0,53.0,29.0,975.0,41.0,41.0
596c4000-ede5-45b0-8336-33efeb686d2b 2015 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Caleb Sturgis,Eagles,2015,K,13,0,26,,,,,,,,,,,,,,,,,,,22.0,53.0,18.0,666.0,37.0,35.0
596c4000-ede5-45b0-8336-33efeb686d2b 2016 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Caleb Sturgis,Eagles,2016,K,16,0,27,,,,,,,,,,,,,,,,,,,41.0,55.0,35.0,1258.0,31.0,30.0
596c4000-ede5-45b0-8336-33efeb686d2b 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Caleb Sturgis,Eagles,2017,K,1,0,28,,,,,,,,,,,,,,,,,,,3.0,50.0,3.0,129.0,2.0,1.0
596c4000-ede5-45b0-8336-33efeb686d2b 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,Caleb Sturgis,Chargers,2018,K,6,0,29,,,,,,,,,,,,,,,,,,,13.0,49.0,9.0,307.0,15.0,9.0
c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e 2013 82d2d380-3834-4938-835f-aec541e5ece7,Randy Bullock,Texans,2013,K,16,0,24,,,,,,,,,,,,,,,,,,,35.0,51.0,26.0,943.0,26.0,26.0
c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e 2014 82d2d380-3834-4938-835f-aec541e5ece7,Randy Bullock,Texans,2014,K,16,0,25,,,,,,,,,,,,,,,,,,,35.0,55.0,30.0,1132.0,40.0,40.0
c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e 2015 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Randy Bullock,Jets,2015,K,8,0,26,,,,,,,,,,,,,,,,,,,17.0,49.0,14.0,499.0,20.0,19.0
c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e 2015 82d2d380-3834-4938-835f-aec541e5ece7,Randy Bullock,Texans,2015,K,3,0,26,,,,,,,,,,,,,,,,,,,6.0,47.0,5.0,182.0,5.0,3.0
c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e 2016 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Randy Bullock,Bengals,2016,K,3,0,27,,,,,,,,,,,,,,,,,,,6.0,43.0,5.0,135.0,6.0,6.0
c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Randy Bullock,Steelers,2016,K,1,0,27,,,,,,,,,,,,,,,,,,,3.0,44.0,3.0,116.0,1.0,1.0
c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e 2016 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,Randy Bullock,Giants,2016,K,1,0,27,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0
c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e 2017 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Randy Bullock,Bengals,2017,K,15,0,28,,,,,,,,,,,,,,,,,,,20.0,51.0,18.0,624.0,33.0,31.0
c7d8781f-b9f6-4e0f-b0b6-29fce3985f3e 2018 ad4ae08f-d808-42d5-a1e6-e9bc4e34d123,Randy Bullock,Bengals,2018,K,16,0,29,,,,,,,,,,,,,,,,,,,23.0,51.0,19.0,711.0,41.0,39.0
6444feb1-f5a4-4b45-9a45-79308a4445fd 2014 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Brandon McManus,Broncos,2014,K,15,0,23,,,,,,,,,,,,,,,,,,,13.0,44.0,9.0,273.0,41.0,41.0
6444feb1-f5a4-4b45-9a45-79308a4445fd 2015 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Brandon McManus,Broncos,2015,K,16,0,24,,,,,,,,,,,,,,,,,,,35.0,57.0,30.0,1073.0,36.0,35.0
6444feb1-f5a4-4b45-9a45-79308a4445fd 2016 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Brandon McManus,Broncos,2016,K,16,0,25,,,,,,,1.0,6.0,0.0,0.0,0.0,6.0,,,,,,,34.0,55.0,29.0,1026.0,33.0,32.0
6444feb1-f5a4-4b45-9a45-79308a4445fd 2017 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Brandon McManus,Broncos,2017,K,16,0,26,,,,,,,,,,,,,,,,,,,32.0,53.0,24.0,864.0,27.0,27.0
6444feb1-f5a4-4b45-9a45-79308a4445fd 2018 ce92bd47-93d5-4fe9-ada4-0fc681e6caa0,Brandon McManus,Broncos,2018,K,16,0,27,,,,,,,,,,,,,,,,,,,25.0,53.0,20.0,751.0,35.0,35.0
d96ff17c-841a-4768-8e08-3a4cfcb7f717 2014 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Cairo Santos,Chiefs,2014,K,16,0,23,,,,,,,,,,,,,,,,,,,30.0,53.0,25.0,827.0,38.0,38.0
d96ff17c-841a-4768-8e08-3a4cfcb7f717 2015 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Cairo Santos,Chiefs,2015,K,16,0,24,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,3.0,37.0,53.0,30.0,1127.0,41.0,39.0
d96ff17c-841a-4768-8e08-3a4cfcb7f717 2016 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Cairo Santos,Chiefs,2016,K,16,0,25,,,,,,,,,,,,,,,,,,,35.0,54.0,31.0,1094.0,39.0,36.0
d96ff17c-841a-4768-8e08-3a4cfcb7f717 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Cairo Santos,Chiefs,2017,K,3,0,26,,,,,,,,,,,,,,,,,,,3.0,39.0,3.0,107.0,12.0,12.0
d96ff17c-841a-4768-8e08-3a4cfcb7f717 2017 7b112545-38e6-483c-a55c-96cf6ee49cb8,Cairo Santos,Bears,2017,K,2,0,26,,,,,,,,,,,,,,,,,,,2.0,38.0,1.0,38.0,2.0,2.0
d96ff17c-841a-4768-8e08-3a4cfcb7f717 2018 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,Cairo Santos,Buccaneers,2018,K,7,0,27,,,,,,,,,,,,,,,,,,,12.0,45.0,9.0,327.0,17.0,17.0
d96ff17c-841a-4768-8e08-3a4cfcb7f717 2018 2eff2a03-54d4-46ba-890e-2bc3925548f3,Cairo Santos,Rams,2018,K,2,0,27,,,,,,,,,,,,,,,,,,,6.0,39.0,5.0,144.0,6.0,5.0
4b99ead5-0f79-4899-84a7-075c08890698 2014 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Cody Parkey,Eagles,2014,K,16,0,22,,,,,,,,,,,,,,,,,,,36.0,54.0,32.0,1108.0,54.0,54.0
4b99ead5-0f79-4899-84a7-075c08890698 2015 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Cody Parkey,Eagles,2015,K,3,0,23,,,,,,,,,,,,,,,,,,,4.0,46.0,3.0,105.0,7.0,7.0
4b99ead5-0f79-4899-84a7-075c08890698 2016 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Cody Parkey,Browns,2016,K,14,0,24,,,,,,,,,,,,,,,,,,,25.0,51.0,20.0,721.0,21.0,20.0
4b99ead5-0f79-4899-84a7-075c08890698 2017 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Cody Parkey,Dolphins,2017,K,16,0,25,,,,,,,,,,,,,,,,,,,23.0,54.0,21.0,762.0,29.0,26.0
4b99ead5-0f79-4899-84a7-075c08890698 2018 7b112545-38e6-483c-a55c-96cf6ee49cb8,Cody Parkey,Bears,2018,K,16,0,26,,,,,,,,,,,,,,,,,,,30.0,50.0,23.0,817.0,45.0,42.0
0d1171d4-c955-4966-9257-640b569866d1 2014 de760528-1dc0-416a-a978-b510d20692ff,Chandler Catanzaro,Cardinals,2014,K,16,0,23,,,,,,,,,,,,,,,,,,,33.0,51.0,29.0,1089.0,27.0,27.0
0d1171d4-c955-4966-9257-640b569866d1 2015 de760528-1dc0-416a-a978-b510d20692ff,Chandler Catanzaro,Cardinals,2015,K,16,0,24,,,,,,,,,,,,,,,,,,,31.0,47.0,28.0,892.0,58.0,53.0
0d1171d4-c955-4966-9257-640b569866d1 2016 de760528-1dc0-416a-a978-b510d20692ff,Chandler Catanzaro,Cardinals,2016,K,16,0,25,,,,,,,,,,,,,,,,,,,28.0,60.0,21.0,782.0,47.0,43.0
0d1171d4-c955-4966-9257-640b569866d1 2017 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Chandler Catanzaro,Jets,2017,K,16,0,26,,,,,,,,,,,,,,,,,,,30.0,57.0,25.0,958.0,29.0,29.0
0d1171d4-c955-4966-9257-640b569866d1 2018 4254d319-1bc7-4f81-b4ab-b5e6f3402b69,Chandler Catanzaro,Buccaneers,2018,K,9,0,27,,,,,,,,,,,,,,,,,,,15.0,59.0,11.0,376.0,27.0,23.0
0d1171d4-c955-4966-9257-640b569866d1 2018 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Chandler Catanzaro,Panthers,2018,K,4,0,27,,,,,,,,,,,,,,,,,,,5.0,51.0,5.0,187.0,8.0,7.0
441eb531-1ec8-4f65-9174-78bc6adada63 2015 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Chris Boswell,Steelers,2015,K,12,0,24,,,,,,,,,,,,,,,,,,,32.0,51.0,29.0,1023.0,27.0,26.0
441eb531-1ec8-4f65-9174-78bc6adada63 2016 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Chris Boswell,Steelers,2016,K,15,0,25,,,,,,,,,,,,,,,,,,,25.0,49.0,21.0,829.0,36.0,36.0
441eb531-1ec8-4f65-9174-78bc6adada63 2017 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Chris Boswell,Steelers,2017,K,16,0,26,,,,,,,,,,,,,,,,,,,38.0,53.0,35.0,1270.0,39.0,37.0
441eb531-1ec8-4f65-9174-78bc6adada63 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Chris Boswell,Steelers,2018,K,15,0,27,,,,,,,,,,,,,100.0,0.0,0.0,1.0,1.0,2.0,20.0,50.0,13.0,493.0,48.0,43.0
7af4c94b-529b-4403-ab66-2bfed3fcf0c7 2015 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Jason Myers,Jaguars,2015,K,16,0,24,,,,,,,,,,,,,,,,,,,30.0,58.0,26.0,908.0,39.0,32.0
7af4c94b-529b-4403-ab66-2bfed3fcf0c7 2016 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Jason Myers,Jaguars,2016,K,16,0,25,,,,,,,,,,,,,,,,,,,34.0,56.0,27.0,1110.0,32.0,29.0
7af4c94b-529b-4403-ab66-2bfed3fcf0c7 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Jason Myers,Jaguars,2017,K,6,0,26,,,,,,,,,,,,,,,,,,,15.0,47.0,11.0,385.0,17.0,15.0
7af4c94b-529b-4403-ab66-2bfed3fcf0c7 2018 5fee86ae-74ab-4bdd-8416-42a9dd9964f3,Jason Myers,Jets,2018,K,16,0,27,,,,,,,,,,,,,,,,,,,36.0,56.0,33.0,1334.0,33.0,30.0
c4cf84d0-6022-4ac1-a9ba-85587921c53f 2016 0d855753-ea21-4953-89f9-0e20aff9eb73,Wil Lutz,Saints,2016,K,16,0,22,,,,,,,,,,,,,,,,,,,34.0,57.0,28.0,981.0,50.0,49.0
c4cf84d0-6022-4ac1-a9ba-85587921c53f 2017 0d855753-ea21-4953-89f9-0e20aff9eb73,Wil Lutz,Saints,2017,K,16,0,23,,,,,,,1.0,4.0,0.0,0.0,0.0,4.0,,,,,,,36.0,53.0,31.0,1155.0,50.0,47.0
c4cf84d0-6022-4ac1-a9ba-85587921c53f 2018 0d855753-ea21-4953-89f9-0e20aff9eb73,Wil Lutz,Saints,2018,K,16,0,24,,,,,,,,,,,,,,,,,,,30.0,54.0,28.0,1041.0,53.0,52.0
93d11276-45d2-4168-a9b7-df0cbf12dabb 2016 2eff2a03-54d4-46ba-890e-2bc3925548f3,Greg Zuerlein,Rams,2016,K,16,0,29,,,,,,,,,,,,,,,,,,,22.0,54.0,19.0,693.0,23.0,23.0
93d11276-45d2-4168-a9b7-df0cbf12dabb 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,Greg Zuerlein,Rams,2017,K,14,0,30,,,,,,,,,,,,,,,,,,,40.0,56.0,38.0,1444.0,46.0,44.0
93d11276-45d2-4168-a9b7-df0cbf12dabb 2018 2eff2a03-54d4-46ba-890e-2bc3925548f3,Greg Zuerlein,Rams,2018,K,11,0,31,,,,,,,,,,,,,,,,,,,31.0,56.0,27.0,953.0,36.0,35.0
cd0f4ef0-9914-4125-be4d-804a72350ceb 2017 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Zane Gonzalez,Browns,2017,K,16,0,22,,,,,,,,,,,,,,,,,,,20.0,54.0,15.0,547.0,26.0,25.0
cd0f4ef0-9914-4125-be4d-804a72350ceb 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Zane Gonzalez,Browns,2018,K,2,0,23,,,,,,,,,,,,,,,,,,,5.0,39.0,2.0,78.0,5.0,3.0
cd0f4ef0-9914-4125-be4d-804a72350ceb 2018 de760528-1dc0-416a-a978-b510d20692ff,Zane Gonzalez,Cardinals,2018,K,5,0,23,,,,,,,,,,,,,,,,,,,9.0,55.0,7.0,287.0,6.0,5.0
69bdf41e-3c32-46c1-93b8-e952edf5c61d 2017 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Josh Lambo,Jaguars,2017,K,10,0,27,,,,,,,,,,,,,,,,,,,20.0,56.0,19.0,709.0,24.0,22.0
69bdf41e-3c32-46c1-93b8-e952edf5c61d 2018 f7ddd7fa-0bae-4f90-bc8e-669e4d6cf2de,Josh Lambo,Jaguars,2018,K,13,0,28,,,,,,,,,,,,,,,,,,,21.0,57.0,19.0,741.0,20.0,19.0
203b60aa-cb94-499c-a4ca-d3c6b94dddc4 2017 82d2d380-3834-4938-835f-aec541e5ece7,Ka'imi Fairbairn,Texans,2017,K,16,0,23,,,,,,,,,,,,,,,,,,,25.0,55.0,20.0,758.0,35.0,32.0
203b60aa-cb94-499c-a4ca-d3c6b94dddc4 2018 82d2d380-3834-4938-835f-aec541e5ece7,Ka'imi Fairbairn,Texans,2018,K,16,0,24,,,,,,,,,,,,,,,,,,,42.0,54.0,37.0,1362.0,41.0,39.0
4ceb866c-8eaf-49b5-9043-56228e43a2e5 2017 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Harrison Butker,Chiefs,2017,K,13,0,22,,,,,,,,,,,,,,,,,,,42.0,53.0,38.0,1381.0,28.0,28.0
4ceb866c-8eaf-49b5-9043-56228e43a2e5 2017 f14bf5cc-9a82-4a38-bc15-d39f75ed5314,Harrison Butker,Panthers,2017,K,0,0,22,,,,,,,,,,,,,,,,,,,,,,,,
4ceb866c-8eaf-49b5-9043-56228e43a2e5 2018 6680d28d-d4d2-49f6-aace-5292d3ec02c2,Harrison Butker,Chiefs,2018,K,16,0,23,,,,,,,,,,,,,,,,,,,27.0,54.0,24.0,832.0,69.0,65.0
be449b4d-799c-4045-8e9e-e8a7fd7c2cc8 2017 1c1cec48-6352-4556-b789-35304c1a6ae1,Giorgio Tavecchio,Raiders,2017,K,16,0,27,,,,,,,,,,,,,,,,,,,21.0,53.0,16.0,590.0,34.0,33.0
be449b4d-799c-4045-8e9e-e8a7fd7c2cc8 2018 e6aa13a4-0055-48a9-bc41-be28dc106929,Giorgio Tavecchio,Falcons,2018,K,3,0,28,,,,,,,,,,,,,,,,,,,5.0,56.0,5.0,213.0,8.0,8.0
059e5bb7-1842-4558-9aaf-77c352a21216 2017 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Jake Elliott,Eagles,2017,K,15,0,22,,,,,,,,,,,,,,,,,,,31.0,61.0,26.0,1054.0,42.0,39.0
059e5bb7-1842-4558-9aaf-77c352a21216 2018 386bdbf9-9eea-4869-bb9a-274b0bc66e80,Jake Elliott,Eagles,2018,K,16,0,23,,,,,,,,,,,,,,,,,,,31.0,56.0,26.0,926.0,35.0,33.0
8fb2ca06-3d13-4552-98e0-7b913b4ab5b9 2017 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,Aldrick Rosas,Giants,2017,K,16,0,23,,,,,,,,,,,,,,,,,,,25.0,52.0,18.0,626.0,23.0,20.0
8fb2ca06-3d13-4552-98e0-7b913b4ab5b9 2018 04aa1c9d-66da-489d-b16a-1dee3f2eec4d,Aldrick Rosas,Giants,2018,K,16,0,24,,,,,,,,,,,,,,,,,,,33.0,57.0,32.0,1142.0,32.0,31.0
f61e6429-3f9b-478c-8697-e00fe813ce9c 2017 2eff2a03-54d4-46ba-890e-2bc3925548f3,Sam Ficken,Rams,2017,K,2,0,25,,,,,,,,,,,,,,,,,,,3.0,23.0,2.0,44.0,5.0,4.0
f61e6429-3f9b-478c-8697-e00fe813ce9c 2018 2eff2a03-54d4-46ba-890e-2bc3925548f3,Sam Ficken,Rams,2018,K,2,0,26,,,,,,,,,,,,,,,,,,,3.0,34.0,1.0,34.0,10.0,10.0
5ffb654f-0de5-424b-aa2f-ad511deb5b51 2018 4809ecb0-abd3-451d-9c4a-92a90b83ca06,Jason Sanders,Dolphins,2018,K,16,0,23,,,,,,,,,,,,,,,,,,,20.0,50.0,18.0,647.0,36.0,35.0
a2aab80d-174c-4639-beac-e2b70bb3625f 2018 d5a2eb42-8065-4174-ab79-0a6fa820e35e,Greg Joseph,Browns,2018,K,14,0,24,,,,,,,,,,,,,,,,,,,20.0,51.0,17.0,621.0,29.0,25.0
bd49c4a4-1314-45e1-bff5-fc67ba41d1dd 2018 cb2f9f1f-ac67-424e-9e72-1475cb0ed398,Matt McCrane,Steelers,2018,K,1,0,24,,,,,,,,,,,,,,,,,,,3.0,47.0,3.0,121.0,1.0,1.0
bd49c4a4-1314-45e1-bff5-fc67ba41d1dd 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,Matt McCrane,Raiders,2018,K,3,0,24,,,,,,,,,,,,,,,,,,,9.0,44.0,5.0,169.0,5.0,5.0
bd49c4a4-1314-45e1-bff5-fc67ba41d1dd 2018 de760528-1dc0-416a-a978-b510d20692ff,Matt McCrane,Cardinals,2018,K,1,0,24,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0
375b0d7f-8d03-4111-8c1b-62907f0326a1 2018 1f6dcffb-9823-43cd-9ff4-e7a8466749b5,Michael Badgley,Chargers,2018,K,10,0,23,,,,,,,,,,,,,,,,,,,16.0,59.0,15.0,555.0,28.0,27.0
7bb70550-c28a-4e47-9a13-cc0c0fef8b38 2018 1c1cec48-6352-4556-b789-35304c1a6ae1,Daniel Carlson,Raiders,2018,K,10,0,23,,,,,,,,,,,,,,,,,,,17.0,50.0,16.0,653.0,18.0,18.0
7bb70550-c28a-4e47-9a13-cc0c0fef8b38 2018 33405046-04ee-4058-a950-d606f8c30852,Daniel Carlson,Vikings,2018,K,2,0,23,,,,,,,,,,,,,,,,,,,4.0,48.0,1.0,48.0,6.0,6.0
99c9de87-7fe1-4d5e-928e-586f48af2d79 2018 e627eec7-bbae-4fa4-8e73-8e1d6bc5c060,Brett Maher,Cowboys,2018,K,16,0,29,,,,,,,,,,,,,,,,,,,36.0,62.0,29.0,1093.0,33.0,32.0
