Player Name,Avg Passing Average Yards,Avg Passing Blitz,Avg Passing Completion Percent,Avg Passing Completions,Avg Passing Defended Passes,Avg Passing Dropped Passes,Avg Passing Gross Yards,Avg Passing Hurries,Avg Passing Interceptions,Avg Passing Knockdowns,Avg Passing Longest,Avg Passing Longest TD,Avg Passing Net Yds,Avg Passing Pocket Time,Avg Passing Rating,Avg Passing Redzone Attempts,Avg Passing Sack Yds,Avg Passing Sacks,Avg Passing Spikes,Avg Passing Throw Away,Avg Passing Touchdowns,Avg Passing Yards
Chase Daniel,7.818166666666666,6.666666666666667,82.11149999999999,16.333333333333332,1.5,1.3333333333333333,158.33333333333334,1.0,0.5,1.0,26.0,2.6666666666666665,107.5,36.4955,91.98333333333333,2.8333333333333335,11.333333333333334,2.5,0.0,0.3333333333333333,0.6666666666666666,158.33333333333334
Cody Kessler,5.989,43.666666666666664,59.45066666666668,74.66666666666667,10.0,5.333333333333333,738.3333333333334,30.0,1.6666666666666667,14.333333333333334,36.666666666666664,10.666666666666666,626.0,331.07699999999994,72.10000000000001,5.333333333333333,112.33333333333333,16.333333333333332,0.3333333333333333,8.666666666666666,2.6666666666666665,738.3333333333334
Colt McCoy,8.886,15.8,70.1268,28.4,2.4,0.6,329.8,2.0,1.2,0.6,45.6,40.0,291.6,32.314,102.58,3.2,38.2,5.6,0.4,0.2,1.8,329.8
Cooper Rush,0.667,0.0,33.333,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,6.99,42.4,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Dak Prescott,7.386333333333333,147.66666666666666,66.098,325.0,51.333333333333336,20.666666666666668,3625.3333333333335,68.66666666666667,8.333333333333334,44.0,84.66666666666667,84.66666666666667,3400.3333333333335,1311.9433333333338,96.13333333333333,36.0,225.0,37.666666666666664,1.3333333333333333,14.0,22.333333333333332,3625.3333333333335
Danny Etling,,,,,,,,,,,,,,,,,,,,,,
David Fales,5.281499999999999,3.5,53.721,15.5,3.5,0.5,143.5,4.0,0.5,1.5,19.0,0.5,137.0,59.247499999999995,67.9,1.5,6.5,1.0,0.0,0.5,0.5,143.5
Davis Webb,,,,,,,,,,,,,,,,,,,,,,
DeShone Kizer,5.266,69.5,50.595000000000006,137.5,30.5,18.5,1540.5,34.5,12.0,29.0,42.5,28.0,1408.5,694.5084999999999,50.5,10.0,132.0,21.0,1.0,9.5,5.5,1540.5
Derek Anderson,7.507000000000001,10.0,64.43366666666667,25.5,3.3333333333333335,1.3333333333333333,288.3333333333333,3.6666666666666665,1.5,1.3333333333333333,29.833333333333332,8.5,280.0,55.237666666666655,78.30000000000001,3.1666666666666665,8.333333333333334,1.5,0.0,0.3333333333333333,1.1666666666666667,288.3333333333333
Derek Carr,6.7114,158.6,62.9088,351.8,44.8,37.8,3747.8,62.8,10.8,19.8,74.6,67.6,3576.2,1052.7036,88.93999999999998,37.0,171.6,28.4,2.0,20.2,24.4,3747.8
Deshaun Watson,8.288,118.5,65.041,235.5,32.5,10.5,2932.0,61.0,8.5,39.0,72.5,72.5,2682.0,1000.3469999999998,103.05,23.5,250.0,40.5,4.0,9.0,22.5,2932.0
Drew Brees,7.848285714285714,162.85714285714286,69.35657142857143,424.7142857142857,32.285714285714285,28.857142857142858,4813.571428571428,40.285714285714285,12.428571428571429,20.857142857142858,75.57142857142857,75.57142857142857,4627.142857142857,787.7230000000001,102.9,60.0,186.42857142857142,26.714285714285715,1.7142857142857142,17.0,34.142857142857146,4813.571428571428
Drew Stanton,5.228,36.0,47.06725,60.25,10.75,9.0,725.25,8.25,3.75,8.5,37.75,25.5,694.75,142.01125,51.875,9.0,30.5,5.25,0.25,2.25,3.75,725.25
Eli Manning,7.011,146.42857142857142,61.96628571428572,359.0,39.857142857142854,33.857142857142854,4057.4285714285716,45.42857142857143,15.714285714285714,22.142857142857142,75.28571428571429,71.71428571428571,3850.285714285714,820.347,85.87142857142858,48.42857142857143,207.14285714285714,30.285714285714285,0.2857142857142857,15.285714285714286,25.0,4057.4285714285716
Garrett Gilbert,13.333,3.0,66.667,2.0,0.0,0.0,40.0,1.0,0.0,1.0,31.0,0.0,35.0,13.31,109.7,0.0,5.0,1.0,0.0,1.0,0.0,40.0
Geno Smith,6.159166666666667,61.0,53.365166666666674,87.16666666666667,2.6666666666666665,8.666666666666666,1030.3333333333333,3.6666666666666665,6.0,1.8333333333333333,49.166666666666664,37.666666666666664,937.6666666666666,43.077,72.86666666666667,16.333333333333332,92.66666666666667,13.5,0.0,9.0,4.833333333333333,1030.3333333333333
Jacoby Brissett,4.793,60.0,56.889,104.0,19.0,11.666666666666666,1166.6666666666667,35.0,2.3333333333333335,17.666666666666668,47.333333333333336,26.666666666666668,1049.6666666666667,482.7683333333334,73.96666666666668,5.666666666666667,117.0,19.333333333333332,1.0,12.0,4.333333333333333,1166.6666666666667
Jameis Winston,7.652749999999999,143.5,61.879000000000005,295.75,57.75,22.75,3657.0,76.0,14.5,54.75,61.75,53.25,3458.75,1254.8859999999997,88.175,37.5,198.25,30.5,1.5,11.5,22.0,3657.0
Jared Goff,7.214666666666666,122.33333333333333,60.524333333333324,257.3333333333333,44.333333333333336,15.0,3193.6666666666665,52.0,8.666666666666666,33.0,76.66666666666667,62.666666666666664,2988.0,1129.036,88.39999999999999,36.666666666666664,205.66666666666666,28.0,1.6666666666666667,16.333333333333332,21.666666666666668,3193.6666666666665
Jeff Driskel,5.699,57.0,59.659,105.0,17.0,12.0,1003.0,9.0,2.0,16.0,37.0,30.0,881.0,451.10100000000017,82.2,8.0,122.0,16.0,0.0,5.0,6.0,1003.0
Jimmy Garoppolo,6.608,22.2,58.1182,47.2,6.2,3.6,593.6,10.2,1.6,5.0,39.4,19.4,552.6,168.4104,88.06,7.0,41.0,5.8,0.4,1.4,3.4,593.6
Joe Flacco,6.594428571428571,174.57142857142858,62.19571428571429,329.85714285714283,29.571428571428573,29.0,3489.8571428571427,45.0,12.857142857142858,17.0,71.0,61.857142857142854,3294.285714285714,699.8954285714286,83.28571428571429,40.142857142857146,195.57142857142858,27.714285714285715,2.5714285714285716,15.0,18.857142857142858,3489.8571428571427
Joe Webb III,5.0,1.0,28.570999999999998,2.0,4.0,0.0,35.0,0.0,1.0,0.0,34.0,0.0,35.0,18.901,8.3,0.0,0.0,0.0,0.0,0.0,0.0,35.0
Josh Allen,6.481,126.0,52.812,169.0,38.0,18.0,2074.0,54.0,12.0,33.0,75.0,75.0,1861.0,852.2270000000003,67.9,15.0,213.0,28.0,0.0,17.0,10.0,2074.0
Josh Johnson,6.484,36.0,57.143,52.0,13.0,8.0,590.0,18.0,4.0,6.0,79.0,79.0,523.0,255.73999999999995,69.4,6.0,67.0,9.0,0.0,6.0,3.0,590.0
Josh McCown,6.845166666666667,88.66666666666667,60.471666666666664,156.0,19.0,14.666666666666666,1784.8333333333333,24.5,6.333333333333333,19.166666666666668,59.333333333333336,47.666666666666664,1645.8333333333333,412.3298333333334,82.56666666666668,21.333333333333332,139.0,22.333333333333332,1.1666666666666667,9.333333333333334,10.166666666666666,1784.8333333333333
Josh Rosen,5.796,106.0,55.216,217.0,56.0,21.0,2278.0,39.0,14.0,38.0,75.0,75.0,1958.0,1018.922,66.7,18.0,320.0,45.0,1.0,22.0,11.0,2278.0
Joshua Dobbs,3.583,2.0,50.0,6.0,4.0,0.0,43.0,1.0,1.0,1.0,22.0,0.0,43.0,30.252,24.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
Kevin Hogan,5.4465,19.0,57.5895,30.0,6.0,2.0,310.5,6.5,3.5,8.0,33.0,20.5,288.0,134.38400000000001,51.75,1.5,22.5,4.0,0.0,1.5,2.0,310.5
Kirk Cousins,7.722571428571428,102.57142857142857,64.85114285714286,256.7142857142857,33.857142857142854,18.714285714285715,2929.1428571428573,50.42857142857143,9.285714285714286,28.714285714285715,75.28571428571429,70.85714285714286,2770.714285714286,853.092,91.25714285714287,30.428571428571427,158.42857142857142,20.857142857142858,0.8571428571428571,12.142857142857142,18.428571428571427,2929.1428571428573
Kyle Allen,8.581,11.0,64.516,20.0,1.0,0.0,266.0,3.0,0.0,5.0,53.0,53.0,266.0,75.36500000000002,113.1,3.0,0.0,0.0,0.0,1.0,2.0,266.0
Kyle Lauletta,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,12.606000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Sloter,,,,,,,,,,,,,,,,,,,,,,
Lamar Jackson,7.065,51.0,58.235,99.0,24.0,7.0,1201.0,33.0,3.0,9.0,74.0,68.0,1130.0,455.72099999999983,84.5,10.0,71.0,16.0,0.0,6.0,6.0,1201.0
Landry Jones,8.116999999999999,19.0,67.31766666666665,36.0,6.333333333333333,3.0,436.6666666666667,8.333333333333334,2.3333333333333335,2.6666666666666665,61.666666666666664,44.666666666666664,414.6666666666667,145.74699999999999,87.63333333333333,4.666666666666667,22.0,3.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,436.6666666666667
Luke Falk,,,,,,,,,,,,,,,,,,,,,,
Marcus Mariota,7.496,123.25,63.568000000000005,253.75,45.5,17.75,3001.0,67.0,10.5,21.25,64.25,61.25,2793.5,1034.9249999999997,89.675,29.75,207.5,32.5,1.75,16.5,17.25,3001.0
Mark Sanchez,6.0136,62.4,58.61200000000001,106.4,3.2,11.6,1229.6,7.0,7.6,2.8,46.8,23.2,1133.4,77.6502,58.86,10.0,96.2,15.2,0.0,2.0,6.2,1229.6
Mason Rudolph,,,,,,,,,,,,,,,,,,,,,,
Matt Barkley,5.715,23.25,45.2365,43.5,11.5,5.25,535.75,7.0,4.5,3.75,27.5,9.75,517.0,148.74600000000004,67.475,5.25,18.75,2.5,0.0,0.25,2.5,535.75
Matt Cassel,5.533714285714287,44.857142857142854,56.28028571428571,76.57142857142857,6.285714285714286,8.714285714285714,829.8571428571429,8.0,5.285714285714286,2.7142857142857144,40.285714285714285,26.714285714285715,776.0,120.95114285714284,62.557142857142864,10.0,53.857142857142854,9.857142857142858,0.5714285714285714,2.857142857142857,4.0,829.8571428571429
Matt Ryan,7.808285714285715,187.85714285714286,67.47585714285715,402.85714285714283,36.142857142857146,34.0,4640.285714285715,41.142857142857146,12.428571428571429,33.142857142857146,78.42857142857143,77.71428571428571,4410.857142857143,814.1934285714286,98.31428571428572,49.0,229.42857142857142,33.714285714285715,0.5714285714285714,14.714285714285714,28.571428571428573,4640.285714285715
Matt Schaub,5.7435,51.5,57.545500000000004,105.33333333333333,1.1666666666666667,7.833333333333333,1158.5,3.3333333333333335,5.333333333333333,1.3333333333333333,32.5,22.0,1087.0,34.93266666666667,65.63333333333334,9.5,71.5,9.0,0.0,4.333333333333333,5.833333333333333,1158.5
Matthew Stafford,7.199285714285715,173.28571428571428,63.28442857142857,384.7142857142857,33.714285714285715,36.42857142857143,4383.714285714285,52.857142857142854,13.142857142857142,24.285714285714285,69.28571428571429,60.42857142857143,4149.0,802.5854285714286,89.88571428571427,47.142857142857146,234.71428571428572,37.857142857142854,0.5714285714285714,16.428571428571427,25.285714285714285,4383.714285714285
Mike Glennon,6.8606,57.0,69.15539999999999,96.4,3.8,8.2,1021.4,5.4,4.0,3.2,38.8,27.4,923.2,83.31160000000003,96.3,15.8,98.2,13.0,0.0,5.6,7.0,1021.4
Mike White,,,,,,,,,,,,,,,,,,,,,,
Mitchell Trubisky,7.0355,118.0,62.992000000000004,242.5,42.0,14.5,2708.0,51.5,9.5,21.5,70.0,58.0,2538.5,993.5630000000001,86.45,19.0,169.5,27.5,1.0,10.0,15.5,2708.0
Nate Sudfeld,8.413,4.5,66.30449999999999,10.0,1.0,0.5,78.0,4.0,0.0,1.0,19.0,11.0,66.0,31.462999999999994,110.05,0.0,12.0,1.5,0.0,0.0,0.5,78.0
Nathan Peterman,4.3985,21.0,51.65050000000001,34.0,14.0,3.5,274.0,8.5,6.0,5.5,23.5,12.0,254.5,159.22,34.55,4.0,19.5,4.0,0.5,1.5,1.5,274.0
Nick Foles,7.084,55.0,63.13316666666666,130.66666666666666,6.0,8.166666666666666,1518.8333333333333,5.0,3.8333333333333335,6.0,57.333333333333336,51.5,1435.0,145.08883333333333,93.51666666666667,16.833333333333332,83.83333333333333,12.5,0.3333333333333333,7.666666666666667,10.166666666666666,1518.8333333333333
Nick Mullens,8.31,79.0,64.234,176.0,35.0,12.0,2277.0,32.0,10.0,41.0,85.0,85.0,2150.0,675.6089999999998,90.8,22.0,127.0,17.0,4.0,13.0,13.0,2277.0
Patrick Mahomes II,8.451,70.0,64.4455,202.5,26.0,15.5,2690.5,65.5,6.5,37.0,70.0,44.5,2597.5,763.2264999999996,95.1,27.5,93.0,14.0,0.5,12.5,25.0,2690.5
Philip Rivers,8.166,159.0,65.458,353.5,60.5,26.0,4411.5,67.0,11.0,48.0,75.0,75.0,4249.5,1349.0060000000003,100.75,35.0,162.0,25.0,1.0,19.0,30.0,4411.5
Phillip Walker,,,,,,,,,,,,,,,,,,,,,,
Robert Griffin III,6.521800000000001,75.8,57.389199999999995,153.6,2.2,19.4,1800.8,4.2,5.2,3.2,58.2,46.2,1629.6,84.2062,77.67999999999999,19.8,171.2,24.6,0.0,6.2,8.4,1800.8
Russell Wilson,7.886571428571429,164.14285714285714,64.28057142857143,299.2857142857143,27.285714285714285,21.428571428571427,3660.5714285714284,65.14285714285714,9.0,33.42857142857143,72.28571428571429,67.0,3381.714285714286,750.5785714285715,100.74285714285713,38.0,278.85714285714283,42.714285714285715,2.2857142857142856,24.571428571428573,28.0,3660.5714285714284
Ryan Fitzpatrick,7.394285714285715,110.57142857142857,61.06900000000001,220.42857142857142,28.428571428571427,22.428571428571427,2631.5714285714284,34.714285714285715,11.857142857142858,19.285714285714285,66.14285714285714,60.857142857142854,2540.4285714285716,463.1492857142858,86.37142857142858,30.571428571428573,91.14285714285714,18.714285714285715,0.0,6.571428571428571,17.428571428571427,2631.5714285714284
Ryan Griffin,,,,,,,,,,,,,,,,,,,,,,
Ryan Tannehill,7.07,161.16666666666666,63.05883333333333,304.8333333333333,28.0,27.0,3405.6666666666665,36.833333333333336,12.5,25.0,66.66666666666667,61.333333333333336,2505.8333333333335,529.5203333333333,87.58333333333333,42.833333333333336,314.1666666666667,41.333333333333336,0.8333333333333334,13.333333333333334,20.5,3405.6666666666665
Sam Bradford,6.977500000000001,65.75,68.37875,205.75,34.0,16.75,2096.0,42.25,5.75,33.25,57.0,50.5,1958.75,750.5912500000001,93.15,22.25,137.25,19.0,0.25,7.75,11.0,2096.0
Sam Darnold,6.92,107.0,57.729,239.0,56.0,19.0,2865.0,69.0,15.0,12.0,76.0,76.0,2661.0,1051.2039999999997,77.6,19.0,204.0,30.0,1.0,24.0,17.0,2865.0
Sean Mannion,5.278000000000001,2.0,58.708666666666666,9.0,2.0,1.6666666666666667,75.66666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,25.666666666666668,0.0,69.0,36.05433333333333,59.833333333333336,0.3333333333333333,6.666666666666667,1.0,0.0,0.0,0.0,75.66666666666667
Tanner Lee,,,,,,,,,,,,,,,,,,,,,,
Taylor Heinicke,7.807,9.5,80.702,18.0,2.0,0.0,165.0,2.5,1.5,4.0,21.5,0.5,148.5,71.30899999999997,84.45,2.5,16.5,1.5,0.5,1.5,0.5,165.0
Taysom Hill,9.142999999999999,1.0,42.857,3.0,1.0,2.0,64.0,0.0,1.0,1.0,44.0,0.0,61.0,17.546,36.3,2.0,3.0,1.0,0.0,0.0,0.0,64.0
Teddy Bridgewater,4.90475,78.25,47.6555,141.25,10.25,11.0,1567.0,38.75,5.75,12.25,39.25,35.75,1426.0,324.89324999999997,61.125,17.5,141.0,21.25,0.0,16.25,7.25,1567.0
Tim Boyle,,,,,,,,,,,,,,,,,,,,,,
Tom Brady,7.563285714285714,146.85714285714286,64.484,372.42857142857144,25.142857142857142,36.714285714285715,4362.142857142857,42.42857142857143,8.0,26.142857142857142,73.57142857142857,73.57142857142857,4186.142857142857,781.4768571428573,99.75714285714285,50.285714285714285,176.0,28.142857142857142,0.7142857142857143,15.857142857142858,31.0,4362.142857142857
Tom Savage,6.443666666666668,35.666666666666664,57.23333333333333,60.333333333333336,15.666666666666666,5.666666666666667,666.6666666666666,12.666666666666666,2.3333333333333335,12.333333333333334,41.333333333333336,11.333333333333334,600.0,261.55599999999987,68.06666666666668,6.0,66.66666666666667,9.0,0.3333333333333333,2.0,1.6666666666666667,666.6666666666666
Trevor Siemian,6.772499999999999,106.0,59.24550000000001,247.5,54.5,17.5,2843.0,50.5,12.0,38.0,60.0,50.5,2639.5,1076.2725,78.94999999999999,21.5,203.5,32.0,0.0,16.5,15.0,2843.0
Tyler Bray,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2670000000000001,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyrod Taylor,5.620166666666666,72.0,52.67216666666666,139.0,21.333333333333332,11.166666666666666,1585.1666666666667,48.5,3.3333333333333335,19.0,44.666666666666664,34.666666666666664,1456.6666666666667,628.8868333333334,67.51666666666667,17.333333333333332,128.5,23.333333333333332,0.3333333333333333,7.666666666666667,8.833333333333334,1585.1666666666667
